days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
10.210417	2.125	-17.827778	   NA	6.0623	10.9428	129.0955	13.1301	1.6043	27.9811	72.3609	16.4413	19.4018	61.8614	32.2487	111.6915	260.8550	16.0592	16.7998	18.9708	-0.1525	32.1670	54.37	24.31	38.3825	23.21	9.48	70.7040	101.42	41.40
10.335417	2.25	-17.702778	   NA	6.0210	10.8759	136.3602	13.0818	1.5995	29.8691	76.5408	17.7811	20.8739	66.8037	35.5528	115.6806	264.7828	16.0094	17.2336	19.4256	-0.1642	33.5877	57.62	25.77	41.2369	24.60	10.04	72.1613	103.13	42.10
10.460417	2.375	-17.577778	   NA	6.0014	10.8575	143.0033	13.0327	1.5672	31.6545	80.4297	18.9909	22.3417	71.5993	38.7073	119.2131	267.8770	16.0007	17.4529	19.5116	-0.1550	34.8924	60.60	27.10	43.9539	25.94	10.59	73.3167	104.56	42.68
10.585417	2.5	-17.452778	   NA	5.9697	10.8509	149.3351	12.9736	1.5017	33.2822	84.0790	20.1083	23.6633	76.3377	41.6347	122.4021	270.2618	15.9834	17.5397	19.4839	-0.1956	36.1262	63.44	28.37	46.5175	27.27	11.13	74.2459	105.73	43.16
10.710417	2.625	-17.327778	   NA	5.9309	10.8254	155.1983	12.9160	1.4251	34.8585	87.5234	21.1851	24.8897	80.9045	44.3958	125.5330	272.1444	15.9376	17.5504	19.4217	-0.2295	37.2591	66.08	29.55	48.9595	28.56	11.66	75.0596	106.73	43.57
10.835417	2.75	-17.202778	   NA	5.9066	10.7935	161.0535	12.8774	1.3350	36.4912	90.7897	22.1425	26.0387	85.1674	46.9552	128.6013	273.5662	15.8730	17.5159	19.3463	-0.2321	38.3932	68.72	30.73	51.2641	29.78	12.16	75.7784	107.57	43.91
10.960417	2.875	-17.077778	   NA	5.8998	10.7455	166.0157	12.8582	1.2795	38.1596	93.8883	23.0185	27.1926	89.2636	49.3116	131.6460	274.5716	15.8152	17.4671	19.2506	-0.2153	39.3597	70.94	31.73	53.4724	30.93	12.63	76.4225	108.26	44.20
11.085417	3	-16.952778	   NA	5.8986	10.7067	170.9627	12.8612	1.2569	39.7460	96.8069	23.8117	28.3338	93.3414	51.4187	134.6906	275.4900	15.7835	17.4908	19.2057	-0.1986	40.3372	73.16	32.72	55.5764	32.08	13.10	77.0770	108.92	44.47
11.210417	3.125	-16.827778	   NA	5.8590	10.7271	175.7786	12.8828	1.2188	41.1706	99.5422	24.5460	29.4121	97.3606	53.2865	137.4123	276.1822	15.7871	17.5374	19.2203	-0.1864	41.2933	75.31	33.68	57.5530	33.21	13.56	77.6588	109.45	44.68
11.335417	3.25	-16.702778	   NA	5.7868	10.7628	179.9790	12.8860	1.1703	42.3621	102.0712	25.2630	30.4088	101.1419	54.9509	140.0771	276.6966	15.8099	17.5407	19.1919	-0.2088	42.1170	77.20	34.53	59.3663	34.29	14.00	78.1846	109.94	44.88
