days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
43.538194	35.452778	15.5	NA	3.1812	4.6429	11.0072	0.8313	1.8278	15.0938	13.2077	10.9108	26.6525	15.2174	15.8333	6.9502	7.3799	3.7042	2.3287	6.9294	4.0583	4.2981	4.02	1.80	16.1526	5.45	2.22	5.2251	2.13	0.87
43.663194	35.577778	15.625	NA	3.0451	4.8085	10.8686	0.9311	1.6775	14.9956	13.1268	10.7722	26.8911	15.5518	15.2164	7.0718	7.416	3.5644	2.2516	6.7026	4.1578	4.2662	3.97	1.78	16.0923	5.59	2.28	5.1940	2.15	0.88
43.788194	35.702778	15.75	NA	3.6998	4.9362	10.9792	0.7749	1.8581	15.2583	14.0834	10.6996	28.3085	15.5549	14.7549	7.3929	7.1983	3.3774	2.2869	6.3524	4.2923	4.4496	3.99	1.78	16.4433	6.07	2.48	5.1500	2.13	0.87
43.913194	35.827778	15.875	NA	2.9312	4.7727	10.0718	0.7155	1.5777	14.5955	12.6663	10.4721	29.6807	15.4903	13.9941	7.178	6.9285	3.2708	2.2346	6.113	4.1287	4.0138	3.72	1.66	16.1498	6.85	2.80	4.9756	2.05	0.84
44.038194	35.952778	16	NA	2.709	4.6034	9.809	0.8047	1.4312	15.0352	12.3936	10.1121	31.9173	15.3461	13.4136	7.0282	6.969	3.313	2.2123	6.0589	4.3126	3.8715	3.62	1.62	16.3697	7.85	3.21	4.9823	2.01	0.82
44.163194	36.077778	16.125	NA	2.6498	4.4046	10.7324	0.73	1.5839	15.4555	12.5547	9.8011	33.7572	15.388	12.8352	6.6664	6.9224	3.3552	2.2348	6.1984	4.1631	4.0201	4.00	1.79	16.6319	8.65	3.53	4.9234	1.95	0.79
44.288194	36.202778	16.25	NA	3.0719	4.2437	9.3428	0.7954	1.6134	15.6419	12.8757	9.7675	32.8333	15.7957	12.7689	6.8929	6.9787	3.3973	2.1157	6.3468	3.9635	3.8134	3.36	1.50	16.6138	8.25	3.37	4.9491	2.06	0.84
44.413194	36.327778	16.375	NA	2.7641	4.1557	9.1499	0.8697	1.5534	15.6963	12.9977	9.6934	31.6259	15.9419	12.7224	7.149	7.1173	3.4425	2.0806	6.299	4.1608	3.6986	3.29	1.47	16.4463	7.78	3.18	5.0415	2.12	0.86
44.538194	36.452778	16.5	NA	2.7621	4.1955	8.6336	0.8734	1.6039	15.8532	12.8157	9.6618	30.3019	16.2713	12.7859	6.8731	7.0789	3.4008	2.1046	6.1459	4.0243	3.6137	3.07	1.37	16.2816	7.28	2.97	4.9379	2.05	0.84
44.663194	36.577778	16.625	NA	2.465	4.1104	8.5354	0.8662	1.6587	14.809	12.54	9.5869	29.1791	16.5187	13.486	6.5626	7.1674	4.7478	2.1267	7.1364	4.0803	3.5271	3.05	1.36	16.0199	6.85	2.80	5.3035	2.02	0.82
44.788194	36.702778	16.75	NA	2.8517	3.8585	9.0381	0.8528	1.7043	14.3836	12.7702	9.2923	29.0975	16.6391	12.6221	6.4845	7.1131	4.5366	2.0342	7.4862	4.0653	3.6611	3.21	1.44	15.8008	6.94	2.84	5.2866	2.11	0.86
