days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
40.788194	32.702778	12.75	NA	64.402	-11.2482	191.8572	-48.9573	-2.0827	50.5884	0.6949	26.6393	26.4437	63.4434	24.8791	135.1916	88.3368	46.2553	-20.253	434.5187	109.7022	38.7942	94.81	42.40	32.1148	22.02	8.99	132.2919	157.77	64.41
40.913194	32.827778	12.875	NA	91.6828	10.6688	213.2653	-0.2324	15.2174	61.2667	23.1034	-4.0018	13.3824	69.3828	39.6558	151.5716	79.6307	25.2672	6.164	427.187	101.9936	66.1204	89.96	40.23	33.7982	28.34	11.57	131.9690	153.88	62.82
41.038194	32.952778	13	NA	76.5785	20.6748	192.034	-37.8045	-47.1528	15.6978	38.2731	-30.4198	-4.7057	52.024	-8.2687	107.9083	61.4621	16.9268	-8.3416	413.0792	76.2592	40.8660	98.07	43.86	10.4335	30.92	12.62	111.2157	153.63	62.72
41.163194	33.077778	13.125	NA	61.1029	15.6059	228.5946	-35.9431	-27.3181	33.6977	-31.1573	4.0524	19.8068	70.0136	-4.6017	131.2093	67.4855	47.5453	-23.5697	409.4609	63.9683	48.4084	107.88	48.25	15.3019	34.74	14.18	116.0166	152.04	62.07
41.288194	33.202778	13.25	NA	59.9055	35.0952	240.9721	-46.9203	-19.1497	26.7051	6.7389	-2.1247	15.447	70.4323	2.699	155.0848	74.8233	54.6629	-23.2463	402.0172	72.0036	53.9806	112.79	50.44	19.9829	26.73	10.91	122.5576	148.23	60.51
41.413194	33.327778	13.375	NA	59.4067	5.3266	249.3134	-11.9577	-39.9635	23.183	34.814	-10.1056	21.0922	54.1741	24.7406	161.3006	77.3011	59.7041	-6.6719	395.9197	72.0211	52.4251	115.88	51.82	24.6497	20.97	8.56	126.5958	142.40	58.13
41.538194	33.452778	13.5	NA	75.2663	1.813	270.3532	-21.3121	-12.6096	20.1774	23.7424	-3.6286	25.3218	37.3481	21.233	165.82	72.0597	66.9094	-17.2689	396.4661	73.0463	62.7022	122.18	54.64	20.6990	13.42	5.48	126.1721	144.55	59.01
41.663194	33.577778	13.625	NA	68.2003	5.7951	282.7294	-10.3646	-55.4669	12.5502	12.6707	11.1421	16.7738	20.7237	31.4569	159.8218	51.8281	47.3868	-0.4219	390.2075	88.5082	58.1787	133.12	59.53	17.5529	7.67	3.13	122.8884	141.39	57.72
41.788194	33.702778	13.75	NA	52.2996	19.3056	300.1198	-27.5299	-46.0135	29.9333	4.2624	-18.5547	14.9162	46.4723	11.4438	153.8235	37.3287	73.7533	-4.0785	385.8012	88.7907	59.6363	139.89	62.56	14.7455	22.21	9.07	122.5698	139.35	56.89
41.913194	33.827778	13.875	NA	70.6856	5.4429	328.6815	-34.2285	-35.0069	44.8198	30.0702	-9.9259	17.1334	36.3422	41.4543	147.8253	32.0832	96.2277	2.0964	386.7108	76.2122	67.1149	152.42	68.17	26.6490	20.41	8.33	123.5259	138.53	56.55
42.038194	33.952778	14	NA	26.4875	11.0423	336.768	-41.3019	-31.5513	26.9667	10.4377	-3.772	15.6032	20.0465	15.5352	109.1241	43.0205	59.8807	7.9684	388.7982	64.4118	60.2889	157.13	70.27	14.1362	10.37	4.23	112.2006	139.42	56.92
42.163194	34.077778	14.125	NA	54.0048	10.5971	345.5156	-8.8243	-19.938	4.8166	-5.9138	-2.1346	14.073	33.1113	15.2723	152.87	72.8725	32.2296	6.5655	371.6976	54.8389	76.2710	153.13	68.48	9.8708	14.18	5.79	115.1790	135.15	55.18
