days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
44.663194	36.577778	16.625	   NA	393.1774	253.5697	308.8518	286.3341	446.0249	407.0698	394.1462	495.4265	334.1372	294.9645	362.6880	224.1556	324.9708	413.1734	469.7957	446.6632	315.1925	337.5916	79.62	35.61	381.4054	69.11	28.21	365.6585	93.69	38.25
44.788194	36.702778	16.75	   NA	393.3143	253.8378	308.9971	286.5292	446.1569	407.2007	394.2752	495.6750	334.2788	295.0918	362.8154	224.2746	325.1425	413.3859	469.9256	446.8598	315.3703	337.7671	79.58	35.59	381.5562	69.14	28.23	365.8265	93.70	38.25
44.913194	36.827778	16.875	   NA	393.4539	254.1041	309.1415	286.7248	446.2881	407.3273	394.4086	495.9207	334.4175	295.2197	362.9421	224.3937	325.3116	413.5946	470.0541	447.0552	315.5464	337.9425	79.53	35.57	381.7060	69.18	28.24	365.9926	93.72	38.26
45.038194	36.952778	17	   NA	393.5911	254.3648	309.2828	286.9143	446.4190	407.4514	394.5488	496.1622	334.5541	295.3442	363.0671	224.5131	325.4759	413.7979	470.1790	447.2470	315.7196	338.1144	79.49	35.55	381.8546	69.22	28.26	366.1554	93.73	38.27
45.163194	37.077778	17.125	   NA	393.7240	254.6172	309.4224	287.0945	446.5461	407.5737	394.6850	496.4039	334.6882	295.4657	363.1902	224.6306	325.6388	413.9967	470.3026	447.4351	315.8902	338.2808	79.45	35.53	382.0011	69.26	28.27	366.3157	93.74	38.27
45.288194	37.202778	17.25	   NA	393.8517	254.8641	309.5612	287.2667	446.6687	407.6961	394.8112	496.6427	334.8200	295.5832	363.3093	224.7455	325.7994	414.1916	470.4247	447.6194	316.0590	338.4425	79.41	35.51	382.1438	69.30	28.29	366.4733	93.76	38.28
45.413194	37.327778	17.375	   NA	393.9732	255.1061	309.6976	287.4305	446.7872	407.8187	394.9316	496.8727	334.9520	295.6946	363.4248	224.8579	325.9568	414.3840	470.5457	447.7998	316.2274	338.5989	79.37	35.49	382.2824	69.33	28.31	366.6286	93.77	38.28
45.538194	37.452778	17.5	   NA	394.0916	255.3401	309.8314	287.5870	446.9026	407.9393	395.0459	497.0951	335.0828	295.8025	363.5368	224.9684	326.1141	414.5730	470.6631	447.9778	316.3940	338.7505	79.33	35.48	382.4171	69.37	28.32	366.7817	93.78	38.28
45.663194	37.577778	17.625	   NA	394.2081	255.5670	309.9640	287.7374	447.0146	408.0578	395.1574	497.3150	335.2128	295.9081	363.6435	225.0786	326.2697	414.7594	470.7780	448.1530	316.5583	338.8982	79.29	35.46	382.5491	69.41	28.33	366.9328	93.79	38.29
45.788194	37.702778	17.75	   NA	394.3225	255.7905	310.0950	287.8830	447.1244	408.1760	395.2683	497.5354	335.3421	296.0102	363.7473	225.1862	326.4200	414.9469	470.8946	448.3263	316.7208	339.0431	79.25	35.44	382.6799	69.44	28.35	367.0825	93.80	38.29
45.913194	37.827778	17.875	   NA	394.4353	256.0102	310.2244	288.0254	447.2331	408.2957	395.3738	497.7511	335.4696	296.1115	363.8512	225.2895	326.5658	415.1318	471.0119	448.4987	316.8805	339.1857	79.22	35.43	382.8088	69.48	28.36	367.2297	93.81	38.30
46.038194	37.952778	18	   NA	394.5458	256.2249	310.3525	288.1643	447.3388	408.4107	395.4768	497.9622	335.5943	296.2123	363.9547	225.3922	326.7125	415.3132	471.1261	448.6695	317.0378	339.3253	79.18	35.41	382.9352	69.51	28.38	367.3752	93.83	38.30
46.163194	38.077778	18.125	   NA	394.6547	256.4357	310.4787	288.3004	447.4421	408.5245	395.5794	498.1714	335.7187	296.3111	364.0554	225.4974	326.8584	415.4946	471.2385	448.8392	317.1953	339.4623	79.15	35.40	383.0601	69.55	28.39	367.5206	93.84	38.31
46.288194	38.202778	18.25	   NA	394.7626	256.6449	310.6040	288.4341	447.5457	408.6397	395.6805	498.3786	335.8430	296.4096	364.1540	225.6034	327.0018	415.6728	471.3523	449.0079	317.3527	339.5983	79.11	35.38	383.1842	69.58	28.41	367.6652	93.85	38.31
46.413194	38.327778	18.375	   NA	394.8699	256.8510	310.7287	288.5643	447.6487	408.7536	395.7812	498.5837	335.9666	296.5074	364.2538	225.7062	327.1449	415.8485	471.4660	449.1751	317.5069	339.7325	79.08	35.37	383.3077	69.61	28.42	367.8079	93.86	38.32
46.538194	38.452778	18.5	   NA	394.9774	257.0522	310.8522	288.6910	447.7506	408.8682	395.8814	498.7877	336.0890	296.6033	364.3545	225.8068	327.2879	416.0254	471.5775	449.3411	317.6590	339.8647	79.05	35.35	383.4307	69.65	28.43	367.9496	93.87	38.32
46.663194	38.577778	18.625	   NA	395.0837	257.2508	310.9756	288.8148	447.8517	408.9820	395.9822	498.9894	336.2114	296.6985	364.4544	225.9079	327.4289	416.2024	471.6894	449.5050	317.8123	339.9953	79.02	35.34	383.5530	69.68	28.45	368.0910	93.89	38.33
46.788194	38.702778	18.75	   NA	395.1883	257.4472	311.0980	288.9358	447.9513	409.0940	396.0815	499.1858	336.3318	296.7931	364.5529	226.0102	327.5689	416.3806	471.8023	449.6662	317.9653	340.1241	78.99	35.32	383.6732	69.71	28.46	368.2323	93.90	38.33
46.913194	38.827778	18.875	   NA	395.2921	257.6387	311.2197	289.0537	448.0505	409.2047	396.1794	499.3785	336.4489	296.8868	364.6479	226.1124	327.7085	416.5580	471.9123	449.8258	318.1168	340.2509	78.96	35.31	383.7910	69.74	28.47	368.3723	93.91	38.34
47.038194	38.952778	19	   NA	395.3947	257.8257	311.3404	289.1683	448.1494	409.3150	396.2773	499.5679	336.5659	296.9788	364.7413	226.2116	327.8468	416.7280	472.0192	449.9844	318.2671	340.3757	78.93	35.30	383.9077	69.77	28.48	368.5095	93.92	38.34
47.163194	39.077778	19.125	   NA	395.4955	258.0091	311.4594	289.2807	448.2467	409.4224	396.3743	499.7554	336.6826	297.0686	364.8339	226.3093	327.9837	416.8940	472.1254	450.1413	318.4154	340.4983	78.91	35.29	384.0229	69.80	28.50	368.6449	93.93	38.35
47.288194	39.202778	19.25	   NA	395.5957	258.1897	311.5782	289.3916	448.3426	409.5284	396.4717	499.9439	336.7969	297.1566	364.9252	226.4098	328.1188	417.0606	472.2325	450.2964	318.5625	340.6196	78.88	35.28	384.1371	69.83	28.51	368.7801	93.94	38.35
47.413194	39.327778	19.375	   NA	395.6945	258.3681	311.6968	289.5001	448.4382	409.6367	396.5689	500.1295	336.9105	297.2448	365.0162	226.5110	328.2524	417.2248	472.3399	450.4500	318.7073	340.7395	78.86	35.27	384.2511	69.86	28.52	368.9142	93.95	38.35
47.538194	39.452778	19.5	   NA	395.7932	258.5434	311.8133	289.6075	448.5337	409.7431	396.6637	500.3084	337.0238	297.3342	365.1059	226.6100	328.3872	417.3857	472.4476	450.6025	318.8498	340.8582	78.83	35.25	384.3632	69.89	28.53	369.0471	93.96	38.36
47.663194	39.577778	19.625	   NA	395.8905	258.7147	311.9292	289.7146	448.6298	409.8493	396.7566	500.4839	337.1360	297.4248	365.1962	226.7057	328.5229	417.5448	472.5545	450.7533	318.9925	340.9758	78.81	35.24	384.4745	69.92	28.54	369.1789	93.97	38.36
47.788194	39.702778	19.75	   NA	395.9869	258.8838	312.0460	289.8193	448.7250	409.9558	396.8506	500.6599	337.2457	297.5146	365.2864	226.8005	328.6565	417.7026	472.6598	450.9027	319.1351	341.0922	78.79	35.23	384.5855	69.95	28.56	369.3095	93.98	38.37
47.913194	39.827778	19.875	   NA	396.0828	259.0525	312.1613	289.9227	448.8196	410.0605	396.9436	500.8358	337.3543	297.6040	365.3757	226.8957	328.7891	417.8580	472.7635	451.0526	319.2753	341.2078	78.76	35.22	384.6957	69.97	28.57	369.4390	93.99	38.37
