days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
21.585417	13.5	-6.452778	   NA	-1.0312	10.3987	-2.2646	11.8994	41.2833	-4.7375	-5.1436	-6.3066	-4.5798	-4.5295	-4.0980	-0.4740	0.9572	1.2220	5.2958	0.2705	0.1492	12.0571	17.56	7.85	-4.8992	0.77	0.31	1.2368	2.08	0.85
21.710417	13.625	-6.327778	   NA	-1.0390	10.9124	-2.2866	12.3813	42.9742	-4.7987	-5.2083	-6.3769	-4.6331	-4.5833	-4.1428	-0.4797	0.9868	1.2815	5.5401	0.2799	0.1557	12.5885	18.26	8.16	-4.9572	0.78	0.32	1.2940	2.17	0.89
21.835417	13.75	-6.202778	   NA	-1.0468	11.4260	-2.3086	12.8631	44.6651	-4.8599	-5.2730	-6.4472	-4.6865	-4.6371	-4.1876	-0.4855	1.0163	1.3410	5.7844	0.2892	0.1621	13.1198	18.95	8.48	-5.0152	0.78	0.32	1.3512	2.27	0.93
21.960417	13.875	-6.077778	   NA	-1.0547	11.9396	-2.3307	13.3450	46.3561	-4.9211	-5.3376	-6.5174	-4.7399	-4.6908	-4.2324	-0.4912	1.0458	1.4005	6.0286	0.2986	0.1685	13.6511	19.65	8.79	-5.0732	0.79	0.32	1.4085	2.36	0.96
22.085417	14	-5.952778	   NA	-1.0625	12.4532	-2.3527	13.8269	48.0470	-4.9823	-5.4023	-6.5877	-4.7932	-4.7446	-4.2772	-0.4969	1.0754	1.4599	6.2729	0.3079	0.1750	14.1824	20.35	9.10	-5.1312	0.80	0.33	1.4657	2.45	1.00
22.210417	14.125	-5.827778	   NA	-1.0703	12.9669	-2.3748	14.3087	49.7379	-5.0435	-5.4670	-6.6580	-4.8466	-4.7984	-4.3220	-0.5027	1.1049	1.5194	6.5172	0.3172	0.1814	14.7137	21.04	9.41	-5.1893	0.81	0.33	1.5229	2.55	1.04
22.335417	14.25	-5.702778	   NA	-1.0781	13.4805	-2.3968	14.7906	51.4288	-5.1047	-5.5317	-6.7283	-4.9000	-4.8522	-4.3668	-0.5084	1.1344	1.5789	6.7614	0.3266	0.1878	15.2450	21.74	9.72	-5.2473	0.82	0.33	1.5801	2.64	1.08
22.460417	14.375	-5.577778	   NA	-1.0859	13.9941	-2.4188	15.2725	53.1197	-5.1659	-5.5964	-6.7986	-4.9533	-4.9059	-4.4116	-0.5142	1.1640	1.6384	7.0057	0.3359	0.1942	15.7763	22.44	10.03	-5.3053	0.83	0.34	1.6373	2.74	1.12
22.585417	14.5	-5.452778	   NA	-1.0937	14.5077	-2.4409	15.7543	54.8107	-5.2271	-5.6610	-6.8689	-5.0067	-4.9597	-4.4564	-0.5199	1.1935	1.6978	7.2500	0.3453	0.2007	16.3076	23.13	10.34	-5.3633	0.84	0.34	1.6946	2.83	1.16
22.710417	14.625	-5.327778	   NA	-1.1015	15.0214	-2.4629	16.2362	56.5016	-5.2883	-5.7257	-6.9392	-5.0601	-5.0135	-4.5012	-0.5257	1.2230	1.7573	7.4942	0.3546	0.2071	16.8390	23.83	10.66	-5.4213	0.84	0.34	1.7517	2.93	1.19
22.835417	14.75	-5.202778	   NA	-1.1093	15.5350	-2.4850	16.7181	58.1925	-5.3495	-5.7904	-7.0095	-5.1134	-5.0672	-4.5460	-0.5314	1.2526	1.8168	7.7385	0.3639	0.2135	17.3703	24.53	10.97	-5.4793	0.85	0.35	1.8090	3.02	1.23
22.960417	14.875	-5.077778	   NA	-1.1171	16.0486	-2.5070	17.1999	59.8834	-5.4107	-5.8551	-7.0798	-5.1668	-5.1210	-4.5908	-0.5371	1.2821	1.8763	7.9828	0.3733	0.2199	17.9016	25.22	11.28	-5.5374	0.86	0.35	1.8662	3.11	1.27
23.085417	15	-4.952778	   NA	-1.1250	16.5622	-2.5290	17.6818	61.5743	-5.4719	-5.9198	-7.1501	-5.2202	-5.1748	-4.6355	-0.5429	1.3116	1.9357	8.2270	0.3826	0.2264	18.4329	25.92	11.59	-5.5954	0.87	0.35	1.9234	3.21	1.31
23.210417	15.125	-4.827778	   NA	-1.1328	17.0759	-2.5511	18.1636	63.2653	-5.5331	-5.9845	-7.2204	-5.2735	-5.2285	-4.6803	-0.5486	1.3412	1.9952	8.4713	0.3920	0.2328	18.9642	26.62	11.90	-5.6534	0.88	0.36	1.9806	3.30	1.35
23.335417	15.25	-4.702778	   NA	-1.1406	17.5895	-2.5731	18.6455	64.9562	-5.5943	-6.0491	-7.2907	-5.3269	-5.2823	-4.7251	-0.5544	1.3707	2.0547	8.7156	0.4013	0.2392	19.4955	27.31	12.21	-5.7114	0.89	0.36	2.0378	3.40	1.39
23.460417	15.375	-4.577778	   NA	-1.1484	18.1031	-2.5952	19.1274	66.6471	-5.6555	-6.1138	-7.3610	-5.3803	-5.3361	-4.7699	-0.5601	1.4002	2.1142	8.9598	0.4107	0.2456	20.0268	28.01	12.53	-5.7694	0.89	0.37	2.0951	3.49	1.42
23.585417	15.5	-4.452778	   NA	-1.1562	18.6167	-2.6172	19.6092	68.3380	-5.7167	-6.1785	-7.4313	-5.4337	-5.3898	-4.8147	-0.5659	1.4298	2.1736	9.2041	0.4200	0.2521	20.5581	28.71	12.84	-5.8275	0.90	0.37	2.1523	3.58	1.46
23.710417	15.625	-4.327778	   NA	-1.1631	19.2137	-2.6392	20.1712	70.4127	-5.7761	-6.2414	-7.5015	-5.4851	-5.4427	-4.8587	-0.5708	1.4601	2.2409	9.5210	0.4301	0.2588	21.1991	29.56	13.22	-5.8843	0.91	0.37	2.2233	3.71	1.51
23.835417	15.75	-4.202778	   NA	-1.1707	19.9296	-2.6580	20.8417	72.7750	-5.8355	-6.3037	-7.5714	-5.5366	-5.4950	-4.9023	-0.5743	1.4992	2.3276	9.8545	0.4419	0.2668	21.9435	30.53	13.65	-5.9408	0.92	0.38	2.3026	3.84	1.57
23.960417	15.875	-4.077778	   NA	-1.1779	20.6616	-2.6777	21.5544	75.2146	-5.8961	-6.3671	-7.6415	-5.5892	-5.5474	-4.9455	-0.5772	1.5627	2.4217	10.1930	0.4539	0.2749	22.7150	31.53	14.10	-5.9978	0.93	0.38	2.3882	3.96	1.62
24.085417	16	-3.952778	   NA	-1.1847	21.4117	-2.6974	22.2861	77.6833	-5.9567	-6.4309	-7.7124	-5.6419	-5.5996	-4.9884	-0.5800	1.6257	2.5189	10.5320	0.4666	0.2832	23.4998	32.55	14.56	-6.0550	0.94	0.38	2.4744	4.09	1.67
24.210417	16.125	-3.827778	   NA	-1.1901	22.1795	-2.7181	23.0205	80.1519	-6.0175	-6.4941	-7.7823	-5.6941	-5.6505	-5.0309	-0.5838	1.6802	2.6162	10.8693	0.4800	0.2917	24.2887	33.56	15.01	-6.1116	0.95	0.39	2.5589	4.22	1.72
