CORE	Column	Row	Number	treatment	location	pre_translocated	newColumn	newRow	newNumber	newLabel	newOrder	code	days.origin	days.water	days.manure	cumNO	cumN2O	cumCO2	cumCH4	cumNH3	cumH2O
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	8.125000	0.039583	-19.913194	0.8155	2.0389	13.3649	-2.9932	4.0030	24.1655
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	8.250000	0.164583	-19.788194	0.8578	2.4603	13.9827	-3.0053	4.0898	24.5756
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	8.375000	0.289583	-19.663194	0.9024	4.1513	14.5528	-3.0179	4.1881	25.0149
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	8.500000	0.414583	-19.538194	0.9518	7.9720	15.0277	-3.0316	4.2959	25.4852
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	8.625000	0.539583	-19.413194	1.0024	13.7535	15.5051	-3.0481	4.4052	25.9555
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	8.750000	0.664583	-19.288194	1.0506	21.1516	15.9951	-3.0655	4.5169	26.4168
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	8.875000	0.789583	-19.163194	1.0963	29.9191	16.5013	-3.0806	4.6361	26.8650
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.000000	0.914583	-19.038194	1.1402	39.2144	17.0123	-3.0946	4.7531	27.3040
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.125000	1.039583	-18.913194	1.1832	49.7411	17.5344	-3.1096	4.8627	27.7350
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.250000	1.164583	-18.788194	1.2260	60.3938	18.0570	-3.1260	4.9708	28.1645
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.375000	1.289583	-18.663194	1.2695	71.1100	18.5780	-3.1429	5.0758	28.6053
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.500000	1.414583	-18.538194	1.3146	81.2884	19.0916	-3.1599	5.1795	29.0479
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.625000	1.539583	-18.413194	1.3603	91.2340	19.6049	-3.1776	5.2830	29.4903
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.750000	1.664583	-18.288194	1.4054	100.5452	20.1304	-3.1963	5.3855	29.9374
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	9.875000	1.789583	-18.163194	1.4499	109.5580	20.6726	-3.2147	5.4889	30.3856
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.000000	1.914583	-18.038194	1.4924	118.1928	21.2255	-3.2326	5.5934	30.8275
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.125000	2.039583	-17.913194	1.5337	126.1231	21.7801	-3.2502	5.6987	31.2631
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.250000	2.164583	-17.788194	1.5753	133.3878	22.3323	-3.2673	5.8045	31.7076
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.375000	2.289583	-17.663194	1.6176	140.4629	22.8791	-3.2848	5.9108	32.1608
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.500000	2.414583	-17.538194	1.6607	147.0036	23.4202	-3.3028	6.0182	32.6112
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.625000	2.539583	-17.413194	1.7028	153.1890	23.9617	-3.3203	6.1267	33.0629
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.750000	2.664583	-17.288194	1.7427	159.0442	24.5104	-3.3387	6.2369	33.5229
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	10.875000	2.789583	-17.163194	1.7818	164.6270	25.0678	-3.3589	6.3541	33.9847
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.000000	2.914583	-17.038194	1.8183	169.5741	25.6310	-3.3799	6.4866	34.4349
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.125000	3.039583	-16.913194	1.8548	174.5211	26.1958	-3.4009	6.6083	34.8857
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.250000	3.164583	-16.788194	1.8931	179.1104	26.7585	-3.4210	6.7180	35.3419
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.375000	3.289583	-16.663194	1.9326	183.2569	27.3195	-3.4397	6.8273	35.8043
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.500000	3.414583	-16.538194	1.9712	187.3182	27.8809	-3.4574	6.9362	36.2727
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.625000	3.539583	-16.413194	2.0085	191.3127	28.4395	-3.4749	7.0442	36.7441
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.750000	3.664583	-16.288194	2.0434	195.0983	28.9946	-3.4938	7.1523	37.2140
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	11.875000	3.789583	-16.163194	2.0747	198.6826	29.5511	-3.5136	7.2604	37.6812
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.000000	3.914583	-16.038194	2.1033	202.1516	30.1109	-3.5331	7.3681	38.1482
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.125000	4.039583	-15.913194	2.1313	205.3842	30.6711	-3.5528	7.4756	38.6156
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.250000	4.164583	-15.788194	2.1597	208.4361	31.2301	-3.5729	7.5828	39.0833
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.375000	4.289583	-15.663194	2.1889	211.3488	31.7880	-3.5934	7.6887	39.5533
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.500000	4.414583	-15.538194	2.2188	214.0281	32.3455	-3.6144	7.7926	40.0246
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.625000	4.539583	-15.413194	2.2481	216.5497	32.9040	-3.6346	7.8958	40.4959
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.750000	4.664583	-15.288194	2.2758	218.9607	33.4624	-3.6544	7.9981	40.9708
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.875000	4.789583	-15.163194	2.3018	221.2727	34.0193	-3.6750	8.0985	41.4467
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.000000	4.914583	-15.038194	2.3263	223.5220	34.5747	-3.6959	8.1977	41.9170
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.125000	5.039583	-14.913194	2.3492	225.7215	35.1311	-3.7168	8.2970	42.3821
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.250000	5.164583	-14.788194	2.3711	227.7989	35.6886	-3.7373	8.3967	42.8474
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.375000	5.289583	-14.663194	2.3926	229.6814	36.2442	-3.7571	8.4963	43.3138
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.500000	5.414583	-14.538194	2.4146	231.3864	36.7985	-3.7789	8.5950	43.7801
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.625000	5.539583	-14.413194	2.4367	233.0251	37.3524	-3.8017	8.6923	44.2472
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.750000	5.664583	-14.288194	2.4582	234.6061	37.9060	-3.8216	8.7890	44.7173
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.875000	5.789583	-14.163194	2.4807	236.0447	38.4612	-3.8414	8.8849	45.1884
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.000000	5.914583	-14.038194	2.5034	237.3966	39.0197	-3.8631	8.9827	45.6500
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.125000	6.039583	-13.913194	2.5255	238.7468	39.5800	-3.8847	9.0834	46.1031
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.250000	6.164583	-13.788194	2.5463	240.0556	40.1313	-3.9067	9.1837	46.5456
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.375000	6.289583	-13.663194	2.5673	241.2260	40.6652	-3.9286	9.2784	46.9904
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.500000	6.414583	-13.538194	2.5896	242.3163	41.1912	-3.9503	9.3676	47.4532
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.625000	6.539583	-13.413194	2.6125	243.3494	41.7162	-3.9719	9.4544	47.9236
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.750000	6.664583	-13.288194	2.6346	244.3473	42.2412	-3.9929	9.5384	48.3870
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.875000	6.789583	-13.163194	2.6562	245.3452	42.7663	-4.0137	9.6212	48.8460
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.000000	6.914583	-13.038194	2.6768	246.2584	43.2959	-4.0349	9.7023	49.2957
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.125000	7.039583	-12.913194	2.6955	247.0838	43.8308	-4.0564	9.7830	49.7431
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.250000	7.164583	-12.788194	2.7125	247.9466	44.3642	-4.0784	9.8670	50.1983
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.375000	7.289583	-12.663194	2.7296	248.8850	44.8957	-4.1009	9.9551	50.6600
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.500000	7.414583	-12.538194	2.7474	249.7736	45.4275	-4.1231	10.0448	51.1206
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.625000	7.539583	-12.413194	2.7650	250.5861	45.9575	-4.1453	10.1351	51.5805
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.750000	7.664583	-12.288194	2.7820	251.3457	46.4848	-4.1682	10.2253	52.0501
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.875000	7.789583	-12.163194	2.7986	252.0356	47.0107	-4.1922	10.3148	52.5249
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.000000	7.914583	-12.038194	2.8152	252.7055	47.5379	-4.2167	10.4018	52.9897
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.125000	8.039583	-11.913194	2.8314	253.3341	48.0659	-4.2399	10.4904	53.4453
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.250000	8.164583	-11.788194	2.8467	253.9345	48.5914	-4.2622	10.5825	53.9070
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.375000	8.289583	-11.663194	2.8610	254.4614	49.1120	-4.2844	10.6735	54.3719
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.500000	8.414583	-11.538194	2.8752	254.9512	49.6285	-4.3062	10.7639	54.8354
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.625000	8.539583	-11.413194	2.8902	255.4582	50.1440	-4.3279	10.8531	55.2931
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.750000	8.664583	-11.288194	2.9067	255.9390	50.6605	-4.3498	10.9397	55.7415
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.875000	8.789583	-11.163194	2.9232	256.3551	51.1789	-4.3720	11.0244	56.1924
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.000000	8.914583	-11.038194	2.9381	256.7358	51.6999	-4.3938	11.1077	56.6532
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.125000	9.039583	-10.913194	2.9522	257.0837	52.2206	-4.4148	11.1901	57.1136
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.250000	9.164583	-10.788194	2.9666	257.4064	52.7376	-4.4360	11.2702	57.5723
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.375000	9.289583	-10.663194	2.9814	257.7178	53.2512	-4.4583	11.3487	58.0350
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.500000	9.414583	-10.538194	2.9966	258.0272	53.7631	-4.4812	11.4279	58.4998
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.625000	9.539583	-10.413194	3.0120	258.3537	54.2729	-4.5045	11.5062	58.9622
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.750000	9.664583	-10.288194	3.0282	258.7066	54.7923	-4.5293	11.5821	59.4144
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.875000	9.789583	-10.163194	3.0448	259.0779	55.3180	-4.5542	11.6573	59.8610
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.000000	9.914583	-10.038194	3.0613	259.4766	55.8463	-4.5769	11.7331	60.3100
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.125000	10.039583	-9.913194	3.0760	259.8750	56.3790	-4.5989	11.8090	60.7718
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.250000	10.164583	-9.788194	3.0894	260.2223	56.9025	-4.6209	11.8829	61.2438
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.375000	10.289583	-9.663194	3.1025	260.5243	57.4169	-4.6428	11.9546	61.7211
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.500000	10.414583	-9.538194	3.1159	260.8250	57.9245	-4.6666	12.0245	62.1982
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.625000	10.539583	-9.413194	3.1294	261.1149	58.4299	-4.6908	12.0937	62.6640
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.750000	10.664583	-9.288194	3.1440	261.3899	58.9393	-4.7144	12.1627	63.1239
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.875000	10.789583	-9.163194	3.1584	261.6767	59.4576	-4.7368	12.2317	63.5926
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.000000	10.914583	-9.038194	3.1717	261.9542	59.9795	-4.7594	12.3011	64.0632
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.125000	11.039583	-8.913194	3.1844	262.2429	60.5002	-4.7835	12.3699	64.5263
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.250000	11.164583	-8.788194	3.1965	262.5644	61.0180	-4.8070	12.4378	64.9943
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.375000	11.289583	-8.663194	3.2086	262.8788	61.5284	-4.8298	12.5057	65.4712
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.500000	11.414583	-8.538194	3.2212	263.1913	62.0337	-4.8537	12.5737	65.9480
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.625000	11.539583	-8.413194	3.2348	263.4551	62.5407	-4.8778	12.6406	66.4218
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.750000	11.664583	-8.288194	3.2505	263.6970	63.0528	-4.9018	12.7059	66.8834
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	19.875000	11.789583	-8.163194	3.2666	264.0079	63.5742	-4.9256	12.7718	67.3347
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	20.000000	11.914583	-8.038194	3.2813	264.3483	64.1014	-4.9490	12.8390	67.7999
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	20.125000	12.039583	-7.913194	3.2953	264.6422	64.6268	-4.9731	12.9060	68.2769
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	20.250000	12.164583	-7.788194	3.3085	264.9092	65.1461	-4.9985	12.9726	68.7402
