CORE	Column	Row	Number	treatment	location	pre_translocated	newColumn	newRow	newNumber	newLabel	newOrder	code	days.origin	days.water	days.manure	cumNO	cumN2O	cumCO2	cumCH4	cumNH3	cumH2O
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.413194	4.327778	-15.625000	2.1980	212.1963	31.9581	-3.5998	7.7207	39.6977
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.538194	4.452778	-15.500000	2.2279	214.8179	32.5160	-3.6209	7.8242	40.1683
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.663194	4.577778	-15.375000	2.2568	217.3008	33.0747	-3.6405	7.9274	40.6402
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.788194	4.702778	-15.250000	2.2839	219.6829	33.6330	-3.6607	8.0290	41.1166
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	12.913194	4.827778	-15.125000	2.3096	221.9634	34.1891	-3.6814	8.1289	41.5918
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.038194	4.952778	-15.000000	2.3334	224.2059	34.7443	-3.7023	8.2280	42.0594
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.163194	5.077778	-14.875000	2.3560	226.3818	35.3016	-3.7232	8.3275	42.5239
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.288194	5.202778	-14.750000	2.3776	228.4081	35.8588	-3.7434	8.4272	42.9899
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.413194	5.327778	-14.625000	2.3991	230.2226	36.4136	-3.7631	8.5267	43.4563
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.538194	5.452778	-14.500000	2.4214	231.8871	36.9679	-3.7862	8.6250	43.9226
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.663194	5.577778	-14.375000	2.4433	233.5258	37.5215	-3.8083	8.7218	44.3902
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.788194	5.702778	-14.250000	2.4647	235.0716	38.0752	-3.8272	8.8186	44.8615
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	13.913194	5.827778	-14.125000	2.4878	236.4583	38.6313	-3.8480	8.9139	45.3320
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.038194	5.952778	-14.000000	2.5102	237.8091	39.1909	-3.8697	9.0135	45.7885
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.163194	6.077778	-13.875000	2.5322	239.1593	39.7512	-3.8914	9.1141	46.2416
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.288194	6.202778	-13.750000	2.5525	240.4471	40.2978	-3.9135	9.2144	46.6786
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.413194	6.327778	-13.625000	2.5739	241.5611	40.8261	-3.9352	9.3061	47.1283
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.538194	6.452778	-13.500000	2.5965	242.6481	41.3517	-3.9570	9.3946	47.5971
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.663194	6.577778	-13.375000	2.6195	243.6543	41.8765	-3.9785	9.4806	48.0672
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.788194	6.702778	-13.250000	2.6412	244.6522	42.4016	-3.9993	9.5637	48.5273
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	14.913194	6.827778	-13.125000	2.6628	245.6501	42.9267	-4.0200	9.6465	48.9862
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.038194	6.952778	-13.000000	2.6830	246.5202	43.4586	-4.0415	9.7268	49.4312
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.163194	7.077778	-12.875000	2.7009	247.3297	43.9947	-4.0629	9.8077	49.8805
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.288194	7.202778	-12.750000	2.7176	248.2222	44.5265	-4.0852	9.8933	50.3385
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.413194	7.327778	-12.625000	2.7350	249.1791	45.0582	-4.1078	9.9824	50.8017
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.538194	7.452778	-12.500000	2.7529	250.0300	45.5900	-4.1298	10.0723	51.2608
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.663194	7.577778	-12.375000	2.7702	250.8289	46.1191	-4.1522	10.1627	51.7212
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.788194	7.702778	-12.250000	2.7871	251.5706	46.6456	-4.1752	10.2529	52.1954
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	15.913194	7.827778	-12.125000	2.8037	252.2370	47.1714	-4.1997	10.3419	52.6698
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.038194	7.952778	-12.000000	2.8202	252.9124	47.6992	-4.2241	10.4280	53.1297
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.163194	8.077778	-11.875000	2.8363	253.5175	48.2272	-4.2467	10.5180	53.5840
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.288194	8.202778	-11.750000	2.8513	254.1179	48.7515	-4.2690	10.6109	54.0495
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.413194	8.327778	-11.625000	2.8653	254.6094	49.2705	-4.2912	10.7009	54.5137
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.538194	8.452778	-11.500000	2.8796	255.1019	49.7860	-4.3128	10.7916	54.9768
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.663194	8.577778	-11.375000	2.8949	255.6156	50.3016	-4.3345	10.8802	55.4321
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.788194	8.702778	-11.250000	2.9119	256.0798	50.8184	-4.3565	10.9658	55.8774
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	16.913194	8.827778	-11.125000	2.9281	256.4743	51.3376	-4.3788	11.0501	56.3313
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.038194	8.952778	-11.000000	2.9424	256.8504	51.8594	-4.4004	11.1330	56.7950
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.163194	9.077778	-10.875000	2.9566	257.1852	52.3795	-4.4212	11.2152	57.2536
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.288194	9.202778	-10.750000	2.9711	257.5033	52.8951	-4.4425	11.2943	57.7126
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.413194	9.327778	-10.625000	2.9860	257.8119	53.4079	-4.4653	11.3727	58.1770
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.538194	9.452778	-10.500000	3.0013	258.1220	53.9194	-4.4882	11.4522	58.6419
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.663194	9.577778	-10.375000	3.0167	258.4563	54.4283	-4.5116	11.5299	59.1031
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.788194	9.702778	-10.250000	3.0332	258.8175	54.9530	-4.5371	11.6050	59.5510
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	17.913194	9.827778	-10.125000	3.0500	259.1983	55.4787	-4.5612	11.6804	59.9972
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.038194	9.952778	-10.000000	3.0659	259.6022	56.0098	-4.5836	11.7565	60.4502
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.163194	10.077778	-9.875000	3.0801	259.9861	56.5397	-4.6057	11.8318	60.9155
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.288194	10.202778	-9.750000	3.0934	260.3146	57.0603	-4.6274	11.9050	61.3893
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.413194	10.327778	-9.625000	3.1066	260.6166	57.5723	-4.6500	11.9760	61.8678
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.538194	10.452778	-9.500000	3.1199	260.9158	58.0788	-4.6740	12.0456	62.3414
CORE_01	A	A	odd	AA_odd	Fendt	NO	Fendt	A	odd	A-odd	newCORE_01	F10	18.663194	10.577778	-9.375000	3.1339	261.1973	58.5847	-4.6981	12.1148	62.8037
