days.origin	days.water	days.manure	code	NO	N2O	CO2	CH4	NH3	H2O
3.125	-4.960417	-24.913194	F07	3.3248	6.4367	77.2656	-32.1816	17.1884	11820.1581
3.25	-4.835417	-24.788194	F07	3.4288	-10.2819	77.3748	-31.4404	16.9738	12302.6834
3.375	-4.710417	-24.663194	F07	3.3883	-23.8600	75.2524	-31.2321	17.1890	12296.7928
3.5	-4.585417	-24.538194	F07	3.4292	-25.2249	74.0575	-32.1521	16.9545	11668.4431
3.625	-4.460417	-24.413194	F07	3.6595	10.8334	72.6019	-31.7691	16.7872	11625.6197
3.75	-4.335417	-24.288194	F07	3.5158	-22.4244	72.5838	-32.5080	17.0730	11626.3266
3.875	-4.210417	-24.163194	F07	3.3966	-38.6019	74.6213	-32.2027	18.3986	11930.9489
4	-4.085417	-24.038194	F07	3.4552	-19.9386	76.9370	-31.7667	18.5498	12276.4683
4.125	-3.960417	-23.913194	F07	3.4795	-7.4521	78.3876	-31.5669	18.0126	12284.1200
4.25	-3.835417	-23.788194	F07	3.3764	-9.7860	78.3709	-31.3269	18.2120	12271.2046
4.375	-3.710417	-23.663194	F07	3.3797	-9.3707	76.6907	-31.9209	18.0149	12453.3753
4.5	-3.585417	-23.538194	F07	3.5432	-29.6399	74.1703	-32.5114	18.0993	12400.1177
4.625	-3.460417	-23.413194	F07	3.5638	-20.4923	73.3507	-31.8387	18.2830	12203.0521
4.75	-3.335417	-23.288194	F07	3.4753	5.9041	74.9205	-31.8634	18.8402	12188.4178
4.875	-3.210417	-23.163194	F07	3.5352	-2.1412	76.7905	-33.0581	19.5726	12365.5578
5	-3.085417	-23.038194	F07	3.4832	-13.6399	77.7325	-33.0455	19.4760	12394.2424
5.125	-2.960417	-22.913194	F07	3.4426	-9.1702	77.9320	-32.2527	19.4283	12360.0889
5.25	-2.835417	-22.788194	F07	3.6939	0.4663	77.5030	-32.1764	19.6129	12400.2873
5.375	-2.710417	-22.663194	F07	3.8178	-9.9404	76.1301	-32.3153	19.7303	12401.0706
5.5	-2.585417	-22.538194	F07	3.6412	-18.5780	75.0539	-32.0794	19.9601	12459.3955
5.625	-2.460417	-22.413194	F07	3.6280	-12.3705	74.0332	-32.1427	20.2372	12446.0843
5.75	-2.335417	-22.288194	F07	3.7087	-17.7319	74.2257	-32.3464	20.6855	12367.3368
5.875	-2.210417	-22.163194	F07	3.6862	-19.3456	76.3968	-32.2217	21.0095	12353.4499
6	-2.085417	-22.038194	F07	3.6184	-17.2841	76.9932	-32.3043	21.3789	12460.5348
6.125	-1.960417	-21.913194	F07	3.6807	-21.6570	76.6814	-32.7220	21.7354	12539.3966
6.25	-1.835417	-21.788194	F07	3.5855	-25.7464	76.2915	-32.7461	21.6982	12449.5000
6.375	-1.710417	-21.663194	F07	3.5998	-27.2409	75.4592	-32.6906	21.5828	12392.1374
6.5	-1.585417	-21.538194	F07	3.7209	-26.7659	73.8358	-32.3794	22.0645	12251.9386
6.625	-1.460417	-21.413194	F07	3.8811	-26.0980	71.9801	-32.2887	22.0737	12241.0084
6.75	-1.335417	-21.288194	F07	3.8246	-34.7746	72.7374	-32.3653	22.2559	12333.6388
6.875	-1.210417	-21.163194	F07	3.5323	-33.3129	74.5351	-32.4052	22.7744	12119.1746
7	-1.085417	-21.038194	F07	3.4990	-27.1853	75.0496	-32.2093	23.2099	11945.5194
7.125	-0.960417	-20.913194	F07	3.5995	-28.9670	74.4728	-31.7513	23.8223	12107.5270
7.25	-0.835417	-20.788194	F07	3.5243	-21.6070	74.0479	-31.6413	23.7869	12395.2941
7.375	-0.710417	-20.663194	F07	3.7283	-27.3262	73.3966	-32.2276	23.5106	12328.6848
7.5	-0.585417	-20.538194	F07	3.8020	-35.6696	71.8072	-32.7340	23.9519	12285.1315
7.625	-0.460417	-20.413194	F07	3.9137	-4.2081	70.5010	-33.2114	24.4155	12100.1757
7.75	-0.335417	-20.288194	F07	3.9634	5.0122	69.7654	-32.9528	24.6714	12040.9485
7.875	-0.210417	-20.163194	F07	3.5880	-21.1214	63.8142	-32.5973	25.2620	12352.9622
8	-0.085417	-20.038194	F07	3.1382	11.6047	49.7701	-19.7369	25.7457	12633.1751
8.085417	0	-19.952778	F07	2.2175	91.5422	41.8118	0.7791	25.4327	12761.9218
8.210417	0.125	-19.827778	F07	2.4111	208.5235	47.8618	0.8809	27.5676	11252.2149
8.335417	0.25	-19.702778	F07	3.9025	325.5048	49.2754	0.5981	31.9596	13101.3003
8.460417	0.375	-19.577778	F07	4.7871	494.3640	48.9884	0.3810	33.6693	13913.1378
8.585417	0.5	-19.452778	F07	4.2392	663.3184	48.7929	0.3824	34.2456	13122.0355
8.710417	0.625	-19.327778	F07	3.6181	738.9686	48.6836	0.8454	33.8725	13566.5323
8.835417	0.75	-19.202778	F07	2.8431	810.0979	49.2755	0.6091	37.6900	13273.0439
8.960417	0.875	-19.077778	F07	2.2546	831.8795	50.9479	0.3778	35.9237	12601.7682
9.085417	1	-18.952778	F07	1.9718	838.4670	50.5773	0.4802	34.5379	12418.0575
9.210417	1.125	-18.827778	F07	1.9056	883.8821	52.2006	0.9335	34.6215	12962.3646
9.335417	1.25	-18.702778	F07	1.8705	926.3287	52.9195	0.8773	33.5351	13625.0785
9.460417	1.375	-18.577778	F07	2.1342	907.4115	51.4406	0.4324	33.2568	13262.3976
9.585417	1.5	-18.452778	F07	2.3722	925.2541	51.2391	0.2048	33.8165	13567.9403
9.710417	1.625	-18.327778	F07	2.2586	996.5658	51.4237	0.4755	33.6107	13255.4418
9.835417	1.75	-18.202778	F07	2.2091	845.4383	52.6080	0.3532	33.9878	12730.9917
9.960417	1.875	-18.077778	F07	2.0309	845.6218	52.6738	0.2106	33.7128	12303.5113
10.085417	2	-17.952778	F07	1.7491	767.1259	52.9720	0.4901	34.4329	12206.3246
10.210417	2.125	-17.827778	F07	1.8563	773.4509	52.6307	0.5585	33.6885	12543.1186
10.335417	2.25	-17.702778	F07	1.9180	764.8979	52.5993	-0.0190	33.6970	12779.5329
10.460417	2.375	-17.577778	F07	1.9736	742.8128	51.8875	-0.4473	34.3762	13566.3570
10.585417	2.5	-17.452778	F07	1.9132	604.4668	52.2740	0.1083	34.8902	13786.9101
10.710417	2.625	-17.327778	F07	1.9701	545.9528	52.7744	0.2889	35.2703	13265.1268
10.835417	2.75	-17.202778	F07	2.0004	555.7539	52.4839	0.1070	35.4042	13518.3581
10.960417	2.875	-17.077778	F07	2.0034	499.7670	52.2465	-0.4499	41.9468	13300.9388
11.085417	3	-16.952778	F07	1.8366	459.4049	52.9751	0.0085	36.6224	13674.1468
11.210417	3.125	-16.827778	F07	1.8938	443.9865	53.5592	0.1516	35.3433	12686.3361
11.335417	3.25	-16.702778	F07	1.9548	395.4477	53.9841	-0.3466	35.5898	13650.8229
11.460417	3.375	-16.577778	F07	1.8545	396.9160	53.4623	0.9860	35.7049	13186.8836
11.585417	3.5	-16.452778	F07	1.6825	319.2050	54.8364	1.0682	36.0638	14207.2577
11.710417	3.625	-16.327778	F07	2.0313	491.7441	53.8948	0.4307	36.7726	14143.9199
11.835417	3.75	-16.202778	F07	1.8494	288.9899	53.5295	-1.0102	36.1703	13102.6437
11.960417	3.875	-16.077778	F07	1.7007	342.2601	54.2099	0.3195	35.7181	12982.1319
12.085417	4	-15.952778	F07	1.5182	298.6923	53.7766	-0.1967	36.8671	14015.4493
12.210417	4.125	-15.827778	F07	1.8195	240.9780	54.2724	0.5096	35.9817	12911.6761
12.335417	4.25	-15.702778	F07	1.6334	222.1699	53.5557	0.3519	35.8320	13691.0663
12.460417	4.375	-15.577778	F07	1.8373	184.1192	53.5163	0.2705	35.2676	12902.1467
12.585417	4.5	-15.452778	F07	1.9355	197.6872	54.0653	-0.0438	35.1723	13961.2563
12.710417	4.625	-15.327778	F07	1.7629	212.1357	54.3196	0.9215	35.4728	13145.3251
12.835417	4.75	-15.202778	F07	1.4952	168.5996	53.8252	0.6932	34.9262	13485.4077
12.960417	4.875	-15.077778	F07	1.4128	140.6608	53.6187	0.1328	34.4512	12841.9868
13.085417	5	-14.952778	F07	1.4373	129.4959	54.1201	0.7531	34.0966	13743.8028
13.210417	5.125	-14.827778	F07	1.4735	104.7626	53.8098	-0.2393	33.4362	13266.4941
13.335417	5.25	-14.702778	F07	1.5647	90.8569	54.2742	0.6191	32.9887	12658.5331
13.460417	5.375	-14.577778	F07	1.8788	60.3954	55.4304	0.5124	32.3046	12773.2564
13.585417	5.5	-14.452778	F07	1.6190	54.9029	54.9427	-1.0694	33.8937	14042.8987
13.710417	5.625	-14.327778	F07	1.6665	69.0888	54.5204	1.1002	32.7217	12916.7342
13.835417	5.75	-14.202778	F07	1.5967	27.2696	55.3201	0.1048	32.8037	13073.6127
13.960417	5.875	-14.077778	F07	1.6508	39.6891	54.3742	-0.1178	32.3682	13847.0658
14.085417	6	-13.952778	F07	1.6949	43.1758	53.2586	0.0688	34.3304	12874.8650
14.210417	6.125	-13.827778	F07	1.7266	45.8866	52.1450	0.1844	35.9485	11998.3246
14.335417	6.25	-13.702778	F07	1.6255	41.9020	51.1016	-0.4206	33.3917	12410.3269
14.460417	6.375	-13.577778	F07	1.5737	36.1815	50.4024	0.4213	31.6056	11932.1655
14.585417	6.5	-13.452778	F07	1.7731	14.2417	50.6727	0.6356	31.2586	12576.3699
14.710417	6.625	-13.327778	F07	2.1711	21.0877	50.1503	-0.5972	30.1668	12215.6735
14.835417	6.75	-13.202778	F07	1.4994	-0.4432	49.5222	-0.7611	29.7953	11904.5469
14.960417	6.875	-13.077778	F07	1.3491	8.4110	50.1849	-0.3120	28.0813	12190.5331
15.085417	7	-12.952778	F07	1.5964	6.4987	50.7372	-0.3645	28.2969	12968.1857
15.210417	7.125	-12.827778	F07	1.5221	2.8681	50.8855	-0.7183	28.4037	12256.3817
15.335417	7.25	-12.702778	F07	1.6429	-4.6733	49.6521	-0.4191	29.8447	12182.8753
15.460417	7.375	-12.577778	F07	1.7926	4.7652	51.1482	0.0398	30.2080	12603.6156
15.585417	7.5	-12.452778	F07	1.8361	16.6233	50.4837	-0.2823	31.2039	13149.1686
15.710417	7.625	-12.327778	F07	1.8054	13.7378	50.2405	-1.1733	30.8052	12566.4427
15.835417	7.75	-12.202778	F07	1.4761	13.8343	51.2241	-0.5399	30.1527	12033.0774
15.960417	7.875	-12.077778	F07	1.6946	1.5975	51.7165	-0.2358	30.1100	13186.1570
16.085417	8	-11.952778	F07	1.9664	4.3657	54.0023	0.6087	30.1644	12448.5359
16.210417	8.125	-11.827778	F07	1.9435	4.7732	52.5079	-0.4690	32.0966	12303.1680
16.335417	8.25	-11.702778	F07	2.1810	-9.5166	53.7029	-0.7009	31.5097	12629.9808
16.460417	8.375	-11.577778	F07	2.0909	-3.2479	53.6165	-0.2197	34.3665	13521.2004
16.585417	8.5	-11.452778	F07	2.0881	-23.3839	54.2274	-0.4600	31.4848	13669.0915
16.710417	8.625	-11.327778	F07	2.0508	-39.6236	53.7189	-0.2462	30.8060	13470.8782
16.835417	8.75	-11.202778	F07	1.8188	-31.2905	53.8205	0.0650	29.7175	12924.2613
16.960417	8.875	-11.077778	F07	1.2634	-48.4745	55.2650	-0.3142	28.7216	12381.8720
17.085417	9	-10.952778	F07	1.4249	-7.1515	55.2163	-0.4373	28.6914	13256.2378
17.210417	9.125	-10.827778	F07	1.6279	-27.8649	55.9155	-0.9084	28.0460	13437.1084
17.335417	9.25	-10.702778	F07	2.0811	-25.5920	54.6090	-0.9276	28.5016	12548.8967
17.460417	9.375	-10.577778	F07	2.0270	-14.9156	54.6860	-0.5335	28.2406	12865.3726
17.585417	9.5	-10.452778	F07	1.9164	-5.8383	54.5473	0.7126	27.6391	12479.8948
17.710417	9.625	-10.327778	F07	2.6922	-9.0285	54.7270	0.0477	26.7623	12078.8607
17.835417	9.75	-10.202778	F07	2.4288	-13.4394	55.3788	-0.0842	27.0504	12032.0534
17.960417	9.875	-10.077778	F07	2.1654	-17.8502	56.0305	-0.2161	27.3386	11985.2461
18.085417	10	-9.952778	F07	1.9376	-14.4471	55.9860	-0.6910	26.9258	12134.9974
18.210417	10.125	-9.827778	F07	1.8177	-12.0441	55.2462	-0.7391	25.7190	13190.4879
18.335417	10.25	-9.702778	F07	1.8880	-14.0538	55.1401	-1.1519	25.2340	13267.6913
18.460417	10.375	-9.577778	F07	1.9838	7.2307	55.0405	-1.2184	25.2017	13341.6254
18.585417	10.5	-9.452778	F07	1.9726	-12.5027	54.4490	-1.0886	24.6599	13730.9475
18.710417	10.625	-9.327778	F07	2.0710	-0.7608	54.5428	-0.9603	24.3026	12521.7633
18.835417	10.75	-9.202778	F07	2.1737	7.4125	55.3788	-0.2008	24.3572	13093.1429
18.960417	10.875	-9.077778	F07	2.0509	-24.7311	56.5087	-0.6321	24.5481	12816.5378
19.085417	11	-8.952778	F07	1.8618	-3.2731	57.2282	-0.7065	23.7805	12337.4428
19.210417	11.125	-8.827778	F07	1.6384	-2.6354	56.7201	-0.2531	23.5097	12892.4095
19.335417	11.25	-8.702778	F07	1.5730	-13.5679	56.0529	-0.2996	23.4874	13328.1013
19.460417	11.375	-8.577778	F07	1.5570	-16.7969	55.3433	-0.7663	23.7808	12702.1887
19.585417	11.5	-8.452778	F07	1.5765	8.4011	55.0204	-0.1801	23.4417	12802.0555
19.710417	11.625	-8.327778	F07	1.5465	1.0633	55.6019	-0.6996	24.0433	13241.7017
19.835417	11.75	-8.202778	F07	1.5043	-12.3743	56.8076	-1.0453	23.4044	13652.4847
19.960417	11.875	-8.077778	F07	1.5289	-0.7288	57.0863	-0.8137	22.8630	13058.6352
20.085417	12	-7.952778	F07	1.7317	12.9835	56.7916	-0.9410	23.2933	12485.5964
20.210417	12.125	-7.827778	F07	1.7134	7.8075	57.1083	-0.9671	22.8695	13445.0672
20.335417	12.25	-7.702778	F07	1.6400	-1.5964	56.8325	-0.3078	23.4248	13882.0121
20.460417	12.375	-7.577778	F07	1.5851	-19.9263	56.2558	-1.0161	23.6358	13121.4775
20.585417	12.5	-7.452778	F07	1.6872	-23.2070	55.8042	-1.0599	23.1598	12794.1093
20.710417	12.625	-7.327778	F07	1.7567	-5.5392	55.0412	-0.6832	22.6911	13386.0911
20.835417	12.75	-7.202778	F07	1.6681	-14.9563	54.8344	-0.7153	22.4447	13217.7788
20.960417	12.875	-7.077778	F07	1.6416	2.4384	56.8308	-1.1452	22.3159	13541.6251
21.085417	13	-6.952778	F07	1.6554	8.3402	57.5992	-1.2723	22.3374	13689.9905
21.210417	13.125	-6.827778	F07	1.6710	6.2453	57.7386	-1.2698	22.4023	13688.6436
21.335417	13.25	-6.702778	F07	1.6866	4.1503	57.8779	-1.2673	22.4673	13687.2967
21.460417	13.375	-6.577778	F07	1.7022	2.0554	58.0173	-1.2648	22.5322	13685.9498
21.585417	13.5	-6.452778	F07	1.7178	-0.0395	58.1566	-1.2623	22.5971	13684.6029
21.710417	13.625	-6.327778	F07	1.7334	-2.1344	58.2960	-1.2598	22.6621	13683.2560
21.835417	13.75	-6.202778	F07	1.7490	-4.2294	58.4353	-1.2572	22.7270	13681.9091
21.960417	13.875	-6.077778	F07	1.7646	-6.3243	58.5747	-1.2547	22.7919	13680.5622
22.085417	14	-5.952778	F07	1.7803	-8.4192	58.7140	-1.2522	22.8569	13679.2153
22.210417	14.125	-5.827778	F07	1.7959	-10.5141	58.8534	-1.2497	22.9218	13677.8684
22.335417	14.25	-5.702778	F07	1.8115	-12.6091	58.9927	-1.2472	22.9867	13676.5215
22.460417	14.375	-5.577778	F07	1.8271	-14.7040	59.1321	-1.2447	23.0517	13675.1746
22.585417	14.5	-5.452778	F07	1.8427	-16.7989	59.2714	-1.2422	23.1166	13673.8277
22.710417	14.625	-5.327778	F07	1.8583	-18.8938	59.4108	-1.2396	23.1816	13672.4808
22.835417	14.75	-5.202778	F07	1.8739	-20.9888	59.5501	-1.2371	23.2465	13671.1339
22.960417	14.875	-5.077778	F07	1.8895	-23.0837	59.6895	-1.2346	23.3114	13669.7870
23.085417	15	-4.952778	F07	1.9051	-25.1786	59.8288	-1.2321	23.3764	13668.4401
23.210417	15.125	-4.827778	F07	1.9207	-27.2736	59.9682	-1.2296	23.4413	13667.0932
23.335417	15.25	-4.702778	F07	1.9363	-29.3685	60.1075	-1.2271	23.5062	13665.7463
23.460417	15.375	-4.577778	F07	1.9519	-31.4634	60.2469	-1.2246	23.5712	13664.3994
23.585417	15.5	-4.452778	F07	1.9675	-33.5583	60.3862	-1.2221	23.6361	13663.0525
23.710417	15.625	-4.327778	F07	1.9831	-10.7786	60.5256	-0.9284	23.1438	13313.1035
23.835417	15.75	-4.202778	F07	1.9556	-20.2787	60.6649	-0.8639	22.5585	13746.1115
23.960417	15.875	-4.077778	F07	1.9023	-24.7132	60.8043	-0.6155	21.8275	13352.6396
24.085417	16	-3.952778	F07	1.8454	-26.1024	60.9436	-0.3110	21.0622	12730.2349
24.210417	16.125	-3.827778	F07	1.8152	-15.8771	61.0830	-1.1086	22.3678	13283.3986
24.335417	16.25	-3.702778	F07	1.8622	-9.9363	61.2223	-1.3440	21.3517	12929.2984
24.460417	16.375	-3.577778	F07	1.5943	-14.4865	61.3617	-1.3444	20.7897	13046.9179
24.585417	16.5	-3.452778	F07	1.6598	-19.3655	61.5010	-1.1396	20.9804	13841.7710
24.710417	16.625	-3.327778	F07	1.7266	-20.7469	61.6404	-1.6233	21.0643	13806.5970
24.835417	16.75	-3.202778	F07	1.5780	-16.8861	61.7797	-1.2111	20.4141	13151.7053
24.960417	16.875	-3.077778	F07	1.6320	-12.4695	61.9191	-1.9973	20.1068	13363.4494
25.085417	17	-2.952778	F07	1.6664	-8.0631	62.0584	-1.4780	19.3164	13049.5303
25.210417	17.125	-2.827778	F07	1.6915	-11.3749	62.1978	-1.6880	19.4511	13843.2621
25.335417	17.25	-2.702778	F07	1.7503	-15.7061	62.3371	-1.9676	18.3151	12819.7683
25.460417	17.375	-2.577778	F07	1.8136	-22.9041	62.4765	-1.7233	17.8184	13797.8549
25.585417	17.5	-2.452778	F07	1.9221	-3.6175	62.6158	-1.5640	18.2560	13701.6933
25.710417	17.625	-2.327778	F07	2.1643	-26.9064	63.1337	-0.9171	17.9528	13948.1480
25.835417	17.75	-2.202778	F07	2.1044	1.7703	63.6402	-1.1342	18.2637	13902.4990
25.960417	17.875	-2.077778	F07	1.8029	-11.6496	65.3924	-1.4749	19.2158	13550.1662
26.085417	18	-1.952778	F07	1.6599	-5.3310	64.2765	-1.8897	18.6795	13388.9351
26.210417	18.125	-1.827778	F07	1.4366	19.3448	64.7774	-2.0008	18.3580	13790.1664
26.335417	18.25	-1.702778	F07	1.6128	-1.6793	63.7067	-1.6103	18.3767	13582.6352
26.460417	18.375	-1.577778	F07	1.8554	-0.9364	62.5726	-1.3335	18.9552	13777.3302
26.585417	18.5	-1.452778	F07	1.8557	-13.0095	63.1631	-1.9812	19.6743	12709.4777
26.710417	18.625	-1.327778	F07	1.9558	11.0618	62.3944	-1.9513	20.2673	13049.0465
26.835417	18.75	-1.202778	F07	1.9378	-9.2930	62.7760	-1.5941	20.5205	13512.9069
26.960417	18.875	-1.077778	F07	2.0020	-37.3809	63.2195	-1.5224	20.7068	13251.0883
27.085417	19	-0.952778	F07	1.9880	-31.3061	64.5501	-2.1263	20.8481	12857.7699
27.210417	19.125	-0.827778	F07	1.9118	-20.0643	63.3039	-1.7639	20.1277	12691.5010
27.335417	19.25	-0.702778	F07	2.0251	-39.7468	62.8144	-1.7044	20.2227	13866.2317
27.460417	19.375	-0.577778	F07	2.0079	-1.8776	60.0465	-1.6933	19.7256	13215.2588
27.585417	19.5	-0.452778	F07	1.9477	-29.1363	61.9342	-1.6927	19.3321	13397.5229
27.710417	19.625	-0.327778	F07	1.8550	-16.3083	62.8304	-2.2005	19.4161	13651.8666
27.835417	19.75	-0.202778	F07	1.8437	-14.0450	62.9096	-2.2676	19.4329	13680.4172
27.960417	19.875	-0.077778	F07	1.8437	-14.0450	62.9096	-2.2676	19.4329	13680.4172
28.038194	19.952778	0	F07	1.8437	-14.0450	62.9096	-2.2676	19.4329	13680.4172
28.163194	20.077778	0.125	F07	3.6207	90.9135	83.8027	5.0368	285.0463	13432.1788
28.288194	20.202778	0.25	F07	5.3976	195.8724	104.6958	12.3412	550.6607	13183.9396
28.413194	20.327778	0.375	F07	7.1746	300.8313	125.5890	19.6457	816.2751	12935.7003
28.538194	20.452778	0.5	F07	8.9516	405.7901	146.4821	26.9501	1081.8894	12687.4611
28.663194	20.577778	0.625	F07	10.7285	510.7490	167.3753	34.2545	1347.5038	12439.2218
28.788194	20.702778	0.75	F07	12.5055	615.7079	188.2684	41.5590	1613.1182	12190.9825
28.913194	20.827778	0.875	F07	14.2825	720.6668	209.1615	48.8634	1878.7325	11942.7433
29.038194	20.952778	1	F07	14.2111	642.5844	190.3379	40.6334	1905.8857	13022.9872
29.163194	21.077778	1.125	F07	13.9579	477.8439	156.4063	24.3844	1766.8730	14095.1720
29.288194	21.202778	1.25	F07	14.3850	386.4661	138.1149	14.1327	1607.4217	13666.8581
29.413194	21.327778	1.375	F07	14.2785	306.5958	127.7819	9.3021	1506.8759	13940.6117
29.538194	21.452778	1.5	F07	13.9284	234.3757	121.5340	7.2206	1430.7594	14416.1608
29.663194	21.577778	1.625	F07	13.6026	207.1597	117.7922	5.5269	1339.1060	14127.2871
29.788194	21.702778	1.75	F07	13.5640	183.5181	119.3512	4.2138	1260.4723	14014.3569
29.913194	21.827778	1.875	F07	13.7267	149.2674	123.5440	3.3206	1192.5138	14129.2497
30.038194	21.952778	2	F07	13.7574	115.4020	116.6690	2.6564	1149.6468	13489.2816
30.163194	22.077778	2.125	F07	14.1124	92.7553	119.5963	1.6438	1102.7417	13330.2341
30.288194	22.202778	2.25	F07	14.3687	112.0380	120.3025	1.2959	1095.5755	14141.5257
30.413194	22.327778	2.375	F07	14.6145	131.0936	121.3032	1.7156	1092.0236	14664.4290
30.538194	22.452778	2.5	F07	14.3047	144.6489	122.5275	0.8178	1080.1266	14431.6734
30.663194	22.577778	2.625	F07	14.3565	160.8464	123.8469	1.0232	1071.8212	14476.1124
30.788194	22.702778	2.75	F07	15.0343	172.2869	124.3115	0.7408	1074.1412	14391.9276
30.913194	22.827778	2.875	F07	15.4199	140.7710	125.4798	0.6813	1056.6789	13978.1368
31.038194	22.952778	3	F07	16.2746	164.1388	126.6481	0.4982	1064.1790	13739.4855
31.163194	23.077778	3.125	F07	16.7273	201.6783	127.3086	0.7395	1038.2060	13294.4638
31.288194	23.202778	3.25	F07	16.9143	183.9949	125.5799	0.0374	1025.3658	14194.7140
31.413194	23.327778	3.375	F07	16.9847	166.9193	123.7842	0.0109	987.2449	13967.3396
31.538194	23.452778	3.5	F07	17.6255	201.4213	123.5149	-0.4519	940.9034	13179.5930
31.663194	23.577778	3.625	F07	18.2465	223.2834	123.7407	0.7147	903.5871	13716.8676
31.788194	23.702778	3.75	F07	18.8066	246.1474	122.6688	0.9481	868.6585	13202.1626
31.913194	23.827778	3.875	F07	19.0316	250.3093	122.1888	0.7029	843.9294	13282.7184
32.038194	23.952778	4	F07	19.9699	253.2451	121.7529	0.4311	819.8566	13406.8528
32.163194	24.077778	4.125	F07	20.9608	256.1809	121.3171	0.1592	795.7839	13530.9873
32.288194	24.202778	4.25	F07	21.3815	259.1166	120.8812	-0.1127	771.7112	13655.1217
32.413194	24.327778	4.375	F07	21.4538	262.0524	120.4454	-0.3846	747.6384	13779.2562
32.538194	24.452778	4.5	F07	21.6907	264.9882	120.0095	-0.6565	723.5657	13903.3906
32.663194	24.577778	4.625	F07	21.7782	267.9240	119.5736	-0.9283	699.4930	14027.5250
32.788194	24.702778	4.75	F07	22.3540	270.8598	119.1378	-1.2002	675.4203	14151.6595
32.913194	24.827778	4.875	F07	22.9588	273.7956	118.7019	-1.4721	651.3475	14275.7939
33.038194	24.952778	5	F07	23.6535	276.7314	118.2661	-1.7440	627.2748	14399.9283
33.163194	25.077778	5.125	F07	24.1929	262.3887	117.9588	-2.0604	605.8415	14501.3775
33.288194	25.202778	5.25	F07	24.0716	247.0331	118.1807	-2.2889	582.7661	14382.4134
33.413194	25.327778	5.375	F07	24.0563	263.0625	118.5752	-2.9202	563.9269	14337.9405
33.538194	25.452778	5.5	F07	24.6466	271.3152	117.9636	-2.6106	544.8977	14531.3013
33.663194	25.577778	5.625	F07	24.8525	262.7696	117.5653	-2.5736	526.9825	14327.3900
33.788194	25.702778	5.75	F07	25.2566	251.1016	117.0178	-2.9711	507.0106	13746.1977
33.913194	25.827778	5.875	F07	26.0465	250.8291	117.5817	-2.8846	491.5920	13854.8680
34.038194	25.952778	6	F07	27.1994	244.8471	118.7421	-3.4121	479.3192	14434.7831
34.163194	26.077778	6.125	F07	27.8288	241.0597	119.2410	-3.9143	465.1509	14275.2179
34.288194	26.202778	6.25	F07	28.0864	241.0211	118.3192	-3.2640	446.9333	13604.0806
34.413194	26.327778	6.375	F07	28.1614	242.4053	117.7360	-3.9283	429.4742	13580.1405
34.538194	26.452778	6.5	F07	28.2305	237.9490	117.8059	-4.0615	416.4507	14195.4217
34.663194	26.577778	6.625	F07	28.2563	257.5706	117.7738	-4.1509	400.5835	14595.0660
34.788194	26.702778	6.75	F07	28.3716	224.1181	116.9273	-4.0737	376.7265	13710.1237
34.913194	26.827778	6.875	F07	28.7265	187.7804	116.2646	-3.7513	357.7173	12804.5154
35.038194	26.952778	7	F07	29.5552	213.6836	116.7030	-3.7580	354.6821	13088.9521
35.163194	27.077778	7.125	F07	30.1032	200.3895	116.2869	-4.3795	339.6975	13080.7204
35.288194	27.202778	7.25	F07	29.7690	192.7440	115.8368	-4.1459	326.7201	13810.0372
35.413194	27.327778	7.375	F07	29.1032	162.1405	115.6114	-3.9405	316.0998	14489.0696
35.538194	27.452778	7.5	F07	28.4485	140.4775	115.8368	-3.3130	302.1171	14464.5173
35.663194	27.577778	7.625	F07	28.1204	154.5172	115.4000	-3.3800	288.8739	14330.9786
35.788194	27.702778	7.75	F07	28.9746	156.8641	115.6845	-3.6756	277.7062	13793.1841
35.913194	27.827778	7.875	F07	29.7629	127.9499	116.2841	-3.8656	264.1000	13261.2653
36.038194	27.952778	8	F07	30.4081	117.2694	116.7798	-3.8896	250.5825	13479.9286
36.163194	28.077778	8.125	F07	30.8100	139.9190	116.9130	-3.6003	242.0353	14091.7719
36.288194	28.202778	8.25	F07	30.5473	126.0458	115.4055	-3.5636	226.1885	13500.7489
36.413194	28.327778	8.375	F07	30.7081	125.3629	113.7078	-4.4754	216.4087	14133.9914
36.538194	28.452778	8.5	F07	30.4103	124.6118	113.8496	-4.2920	203.2346	13273.2130
36.663194	28.577778	8.625	F07	30.0623	118.0910	112.7569	-3.7690	192.0081	13352.2285
36.788194	28.702778	8.75	F07	29.5101	114.1769	112.3470	-4.0798	182.3772	13546.0589
36.913194	28.827778	8.875	F07	28.3729	113.9212	112.2624	-3.7302	180.1473	14150.4200
37.038194	28.952778	9	F07	27.2357	85.4596	111.8736	-4.2085	183.2404	14466.6153
37.163194	29.077778	9.125	F07	26.1702	62.4137	111.9752	-4.4110	162.2894	14497.1035
37.288194	29.202778	9.25	F07	25.2522	42.3003	110.6580	-4.6753	153.4813	14666.3844
37.413194	29.327778	9.375	F07	24.2930	17.1640	110.4445	-4.5887	144.6314	14516.6912
37.538194	29.452778	9.5	F07	23.4377	9.3340	109.0284	-4.7354	136.5623	14291.1782
37.663194	29.577778	9.625	F07	22.4480	18.1995	110.1292	-3.9589	130.1354	14670.6277
37.788194	29.702778	9.75	F07	21.8340	17.5952	109.5032	-4.6457	124.2553	14342.8037
37.913194	29.827778	9.875	F07	21.2152	1.3432	110.1853	-4.5451	120.0533	14311.2016
