days.origin	days.water	days.manure	code	NO	N2O	CO2	CH4	NH3	H2O
18.085417	10	-9.952778	GW02	7.1208	23.7296	169.8500	-18.5265	26.5100	10924.1041
18.210417	10.125	-9.827778	GW02	7.4496	23.2894	169.4004	-18.7325	25.5533	11892.4831
18.335417	10.25	-9.702778	GW02	8.1248	27.0783	168.0807	-18.9347	24.8749	12036.4866
18.460417	10.375	-9.577778	GW02	8.4265	25.0455	166.7845	-19.1016	24.5490	11536.4271
18.585417	10.5	-9.452778	GW02	8.3995	4.6549	165.2610	-19.9782	24.3171	11124.1584
18.710417	10.625	-9.327778	GW02	8.5692	-3.6473	164.6380	-19.4278	24.1982	11760.7600
18.835417	10.75	-9.202778	GW02	8.0504	-3.2650	166.2145	-19.0989	23.0291	10441.2319
18.960417	10.875	-9.077778	GW02	7.6944	13.0039	167.2224	-19.3018	22.4043	9566.1891
19.085417	11	-8.952778	GW02	7.6351	30.6197	167.9665	-19.3539	22.9380	11017.5645
19.210417	11.125	-8.827778	GW02	7.6726	44.3142	167.8635	-19.5522	23.5144	11520.5444
19.335417	11.25	-8.702778	GW02	7.8064	27.3252	166.8019	-20.1263	22.9789	12200.1263
19.460417	11.375	-8.577778	GW02	7.8059	14.6793	164.8131	-20.3680	22.3592	10830.5171
19.585417	11.5	-8.452778	GW02	7.7223	21.1559	163.3521	-20.9453	22.6421	11041.5713
19.710417	11.625	-8.327778	GW02	8.2915	16.5713	163.5060	-21.0909	22.1281	10037.7273
19.835417	11.75	-8.202778	GW02	8.1184	3.7437	164.3558	-20.6006	22.3462	11571.3423
19.960417	11.875	-8.077778	GW02	7.9499	18.4454	164.8772	-20.6581	22.0879	11417.1699
20.085417	12	-7.952778	GW02	7.8997	37.2578	165.1010	-20.7404	22.8660	14152.2745
20.210417	12.125	-7.827778	GW02	7.9633	18.2330	164.6818	-20.8986	23.3353	14158.7461
20.335417	12.25	-7.702778	GW02	8.4628	15.3268	163.9436	-21.2708	22.3938	10864.4543
20.460417	12.375	-7.577778	GW02	8.7916	24.6402	162.9749	-21.4669	22.5561	11229.5534
20.585417	12.5	-7.452778	GW02	8.9912	35.2187	161.0619	-21.6224	22.5980	12609.9784
20.710417	12.625	-7.327778	GW02	9.2452	28.2591	160.9506	-21.4337	22.2096	12795.2929
20.835417	12.75	-7.202778	GW02	9.3186	25.6105	161.9392	-21.2314	21.5585	11244.8327
20.960417	12.875	-7.077778	GW02	8.9713	26.1317	163.7615	-21.5965	21.1316	10018.0497
21.085417	13	-6.952778	GW02	8.8617	25.5801	164.4791	-21.7959	21.1251	9955.3175
21.210417	13.125	-6.827778	GW02	8.9716	25.8768	164.3433	-21.7719	21.2328	10206.6742
21.335417	13.25	-6.702778	GW02	9.0815	26.1735	164.2075	-21.7480	21.3405	10458.0310
21.460417	13.375	-6.577778	GW02	9.1915	26.4702	164.0717	-21.7240	21.4482	10709.3878
21.585417	13.5	-6.452778	GW02	9.3014	26.7669	163.9359	-21.7000	21.5559	10960.7446
21.710417	13.625	-6.327778	GW02	9.4113	27.0636	163.8001	-21.6761	21.6635	11212.1013
21.835417	13.75	-6.202778	GW02	9.5213	27.3603	163.6643	-21.6521	21.7712	11463.4581
21.960417	13.875	-6.077778	GW02	9.6312	27.6569	163.5285	-21.6281	21.8789	11714.8149
22.085417	14	-5.952778	GW02	9.7411	27.9536	163.3927	-21.6041	21.9866	11966.1717
22.210417	14.125	-5.827778	GW02	9.8511	28.2503	163.2569	-21.5802	22.0943	12217.5284
22.335417	14.25	-5.702778	GW02	9.9610	28.5470	163.1211	-21.5562	22.2020	12468.8852
22.460417	14.375	-5.577778	GW02	10.0709	28.8437	162.9853	-21.5322	22.3097	12720.2420
22.585417	14.5	-5.452778	GW02	10.1809	29.1404	162.8495	-21.5083	22.4174	12971.5987
22.710417	14.625	-5.327778	GW02	10.2908	29.4370	162.7137	-21.4843	22.5251	13222.9555
22.835417	14.75	-5.202778	GW02	10.4007	29.7337	162.5779	-21.4603	22.6328	13474.3123
22.960417	14.875	-5.077778	GW02	10.5107	30.0304	162.4421	-21.4363	22.7404	13725.6691
23.085417	15	-4.952778	GW02	10.6206	30.3271	162.3063	-21.4124	22.8481	13977.0258
23.210417	15.125	-4.827778	GW02	10.7305	30.6238	162.1705	-21.3884	22.9558	14228.3826
23.335417	15.25	-4.702778	GW02	10.8405	30.9205	162.0347	-21.3644	23.0635	14479.7394
23.460417	15.375	-4.577778	GW02	10.9504	31.2172	161.8989	-21.3405	23.1712	14731.0961
23.585417	15.5	-4.452778	GW02	11.0603	31.5138	161.7631	-21.3165	23.2789	14982.4529
23.710417	15.625	-4.327778	GW02	11.1703	20.8096	161.6273	-20.4689	23.0464	15760.3442
23.835417	15.75	-4.202778	GW02	10.9785	0.3205	161.4915	-21.0530	22.1536	15565.3041
23.960417	15.875	-4.077778	GW02	10.9788	13.6931	161.3557	-21.3190	21.6255	14218.9827
24.085417	16	-3.952778	GW02	11.1022	41.3023	161.2199	-21.1846	21.3236	12602.1104
24.210417	16.125	-3.827778	GW02	11.0575	13.3352	161.0841	-20.8640	22.0049	14315.3963
24.335417	16.25	-3.702778	GW02	11.0542	11.6874	160.9483	-21.3964	20.5656	11291.7425
24.460417	16.375	-3.577778	GW02	11.1821	38.4268	160.8125	-21.2853	20.3195	11910.2673
24.585417	16.5	-3.452778	GW02	11.2953	44.8141	160.6766	-21.4381	19.4671	10821.8153
24.710417	16.625	-3.327778	GW02	11.5199	12.9230	160.5408	-22.4083	19.4500	11317.0235
24.835417	16.75	-3.202778	GW02	10.6510	9.1709	160.4050	-21.7184	19.5020	11374.4770
24.960417	16.875	-3.077778	GW02	10.1170	6.1559	160.2692	-22.1070	19.2173	11977.1430
25.085417	17	-2.952778	GW02	10.0016	3.1518	160.1334	-22.7157	18.7474	10774.7175
25.210417	17.125	-2.827778	GW02	9.7012	-22.7859	159.9976	-23.0447	17.9155	11678.9418
25.335417	17.25	-2.702778	GW02	10.0061	14.1433	159.8618	-22.8424	17.4846	10945.7839
25.460417	17.375	-2.577778	GW02	10.0066	-0.5315	159.7260	-23.3811	17.2212	12116.9434
25.585417	17.5	-2.452778	GW02	10.1133	-1.5370	159.5902	-23.3224	17.1961	11988.2227
25.710417	17.625	-2.327778	GW02	10.2869	6.6548	159.4544	-23.0318	17.2345	11303.9996
25.835417	17.75	-2.202778	GW02	10.0937	7.1811	159.1906	-23.8875	17.7824	11246.5665
25.960417	17.875	-2.077778	GW02	9.7889	17.3323	160.2499	-23.7355	17.5643	9854.9428
26.085417	18	-1.952778	GW02	9.8784	27.6241	159.3830	-24.1606	18.0204	11360.4828
26.210417	18.125	-1.827778	GW02	9.9770	6.9159	158.5202	-24.2653	17.0985	9423.4830
26.335417	18.25	-1.702778	GW02	9.7196	-3.3311	155.6195	-24.3986	18.0942	10797.5258
26.460417	18.375	-1.577778	GW02	10.0742	22.6049	152.8906	-24.5476	18.6194	11254.6927
26.585417	18.5	-1.452778	GW02	10.2775	16.2797	153.1119	-25.3167	18.7342	9939.5007
26.710417	18.625	-1.327778	GW02	10.7888	11.5127	152.4733	-24.9815	19.1188	11024.8485
26.835417	18.75	-1.202778	GW02	10.7309	15.6375	152.7452	-25.1842	19.6932	10432.8918
26.960417	18.875	-1.077778	GW02	10.5360	-1.5181	153.9517	-25.4708	20.6066	14164.3401
27.085417	19	-0.952778	GW02	10.2919	1.0209	152.9745	-25.4647	20.0321	12728.2659
27.210417	19.125	-0.827778	GW02	10.1966	19.9487	151.9828	-25.5288	18.9843	10442.8092
27.335417	19.25	-0.702778	GW02	10.5927	19.3189	150.4734	-25.5029	19.1738	11743.5692
27.460417	19.375	-0.577778	GW02	10.6530	27.7488	145.5477	-26.1882	18.8217	11211.5968
27.585417	19.5	-0.452778	GW02	10.3915	27.7255	145.1522	-25.6723	18.5283	9882.0504
27.710417	19.625	-0.327778	GW02	10.0867	50.2467	145.5474	-25.2937	19.9236	11956.8574
27.835417	19.75	-0.202778	GW02	10.0213	56.6870	145.5906	-25.2432	20.3221	12611.0151
27.960417	19.875	-0.077778	GW02	10.0213	56.6870	145.5906	-25.2432	20.3221	12611.0151
28.038194	19.952778	0	GW02	10.0213	56.6870	145.5906	-25.2432	20.3221	12611.0151
28.163194	20.077778	0.125	GW02	26.6642	3163.7306	305.5429	27.7169	9618.4959	8411.8470
28.288194	20.202778	0.25	GW02	39.9160	4654.5409	400.8891	44.3685	15227.1415	6831.1738
28.413194	20.327778	0.375	GW02	45.1790	2769.0520	375.0087	-5.6960	12363.4937	10059.9945
28.538194	20.452778	0.5	GW02	48.9592	1809.1941	401.1004	-14.2127	10412.9163	11303.4956
28.663194	20.577778	0.625	GW02	50.4445	1418.7028	389.6980	-11.8871	7853.6426	13454.4804
28.788194	20.702778	0.75	GW02	51.0661	1028.2115	325.2711	-13.9855	6180.2787	14518.8710
28.913194	20.827778	0.875	GW02	51.6877	637.7202	260.8442	-16.0839	4506.9148	15583.2617
29.038194	20.952778	1	GW02	52.8272	409.1829	219.3349	-18.4716	3491.2334	14969.7540
29.163194	21.077778	1.125	GW02	55.2054	337.5867	203.3029	-20.3610	3113.3138	11342.5110
29.288194	21.202778	1.25	GW02	57.5094	289.0197	192.3822	-21.0491	2845.6507	9862.9823
29.413194	21.327778	1.375	GW02	58.4638	250.1727	185.2423	-21.8552	2633.3453	11145.4805
29.538194	21.452778	1.5	GW02	59.5893	204.5788	181.1965	-22.3691	2388.3554	10944.0187
29.663194	21.577778	1.625	GW02	61.1963	179.7372	177.8838	-22.7756	2178.3503	10813.1890
29.788194	21.702778	1.75	GW02	62.8650	182.1232	179.4053	-23.5994	2018.0518	11264.9062
29.913194	21.827778	1.875	GW02	64.8212	197.9649	186.2821	-24.1613	1895.1342	11426.6830
30.038194	21.952778	2	GW02	65.9087	162.2470	180.6201	-24.0134	1735.5114	10675.8908
30.163194	22.077778	2.125	GW02	66.9396	146.0173	179.6350	-24.7605	1725.2407	12230.2618
30.288194	22.202778	2.25	GW02	67.8720	115.0699	179.2482	-24.8970	1569.3834	10825.2234
30.413194	22.327778	2.375	GW02	68.9562	122.3080	179.2091	-26.0439	1550.6614	12235.5847
30.538194	22.452778	2.5	GW02	69.5691	139.1538	178.4929	-24.6033	1525.6496	12431.3653
30.663194	22.577778	2.625	GW02	69.8432	149.5537	178.3581	-25.8145	1502.4759	15707.8369
30.788194	22.702778	2.75	GW02	71.1160	159.5042	177.5133	-25.2814	1365.8039	10278.3306
30.913194	22.827778	2.875	GW02	72.0893	132.5900	183.9139	-26.4498	1342.0748	10008.9457
31.038194	22.952778	3	GW02	71.3417	98.4895	176.5722	-26.1151	1323.1837	10661.3102
31.163194	23.077778	3.125	GW02	70.9310	117.0498	172.9626	-25.7870	1309.2539	12960.2234
31.288194	23.202778	3.25	GW02	71.1131	131.1901	170.1413	-25.8775	1251.0081	13972.8016
31.413194	23.327778	3.375	GW02	70.9269	142.5051	167.5963	-26.3876	1194.0792	16636.4567
31.538194	23.452778	3.5	GW02	71.5309	117.4678	165.7117	-26.4653	1101.0938	12582.3783
31.663194	23.577778	3.625	GW02	71.7346	154.5958	163.9995	-25.9751	1037.6775	12281.5957
31.788194	23.702778	3.75	GW02	72.3748	158.9204	163.0556	-25.9687	999.7383	12420.7993
31.913194	23.827778	3.875	GW02	71.8544	154.3943	162.2570	-26.0727	965.3323	12455.8103
32.038194	23.952778	4	GW02	71.5243	149.8682	161.4584	-26.1767	930.9263	12490.8212
32.163194	24.077778	4.125	GW02	71.9882	145.3420	160.6598	-26.2806	896.5204	12525.8321
32.288194	24.202778	4.25	GW02	72.3164	140.8159	159.8611	-26.3846	862.1144	12560.8430
32.413194	24.327778	4.375	GW02	72.4775	136.2898	159.0625	-26.4886	827.7085	12595.8540
32.538194	24.452778	4.5	GW02	72.6369	131.7637	158.2639	-26.5925	793.3025	12630.8649
32.663194	24.577778	4.625	GW02	72.3398	127.2376	157.4653	-26.6965	758.8966	12665.8758
32.788194	24.702778	4.75	GW02	72.0621	122.7114	156.6667	-26.8005	724.4906	12700.8867
32.913194	24.827778	4.875	GW02	71.4538	118.1853	155.8681	-26.9045	690.0847	12735.8977
33.038194	24.952778	5	GW02	70.8252	113.6592	155.0695	-27.0084	655.6787	12770.9086
33.163194	25.077778	5.125	GW02	70.6203	106.1798	154.8492	-26.5206	621.6405	12301.6907
33.288194	25.202778	5.25	GW02	70.7662	96.4926	154.3874	-26.3575	595.1949	11818.8007
33.413194	25.327778	5.375	GW02	70.5236	106.3158	153.2272	-26.5185	577.2594	11895.9401
33.538194	25.452778	5.5	GW02	70.1291	115.5774	152.6533	-26.5423	561.4025	12500.6912
33.663194	25.577778	5.625	GW02	69.8986	83.4526	151.9888	-27.0097	526.7951	10942.2463
33.788194	25.702778	5.75	GW02	69.6605	70.5437	151.3572	-27.3512	502.7487	10562.0563
33.913194	25.827778	5.875	GW02	68.7925	86.2206	151.2059	-27.6654	484.3085	10688.4093
34.038194	25.952778	6	GW02	68.3591	89.4539	151.5903	-27.6611	464.6651	10429.8593
34.163194	26.077778	6.125	GW02	68.1441	81.9993	150.4423	-27.6751	452.6819	11289.0361
34.288194	26.202778	6.25	GW02	67.3413	54.3305	149.7280	-28.1019	440.1268	11845.7228
34.413194	26.327778	6.375	GW02	66.7848	57.8266	149.5844	-28.2676	422.6744	11950.9400
34.538194	26.452778	6.5	GW02	66.7469	65.5549	148.6740	-28.1948	398.4940	11578.0815
34.663194	26.577778	6.625	GW02	66.6941	59.7066	147.7198	-28.3002	374.2016	10793.6279
34.788194	26.702778	6.75	GW02	66.0460	69.9698	146.7499	-28.2032	358.5814	11173.6368
34.913194	26.827778	6.875	GW02	65.3857	84.8650	146.1307	-27.9302	348.6701	12335.0789
35.038194	26.952778	7	GW02	65.8601	86.2657	147.1339	-27.9410	339.0342	12550.8208
35.163194	27.077778	7.125	GW02	64.1328	82.7893	146.6678	-27.4678	315.2325	11447.6649
35.288194	27.202778	7.25	GW02	63.4109	54.9888	146.6346	-25.8048	306.6206	12754.9344
35.413194	27.327778	7.375	GW02	62.6350	32.1632	145.2728	-23.7924	284.9904	11128.5197
35.538194	27.452778	7.5	GW02	60.7656	53.0810	144.1944	-22.4550	270.2848	11323.5578
35.663194	27.577778	7.625	GW02	60.0001	66.2248	143.6467	-21.8631	254.6543	10536.5590
35.788194	27.702778	7.75	GW02	59.4395	58.0651	143.3226	-21.1294	252.1521	12757.9122
35.913194	27.827778	7.875	GW02	58.6510	66.4813	143.6427	-20.9944	234.4383	11331.7921
36.038194	27.952778	8	GW02	57.1194	68.9381	143.8768	-21.6446	226.2543	12663.1764
36.163194	28.077778	8.125	GW02	57.0664	42.6318	143.5820	-21.8438	212.5663	11744.5241
36.288194	28.202778	8.25	GW02	56.1477	26.8295	143.9348	-21.1517	202.2931	11634.7788
36.413194	28.327778	8.375	GW02	55.9193	55.0553	142.0941	-21.3851	186.7148	10404.4360
36.538194	28.452778	8.5	GW02	55.3987	43.4018	140.5317	-21.3920	184.1213	13023.1663
36.663194	28.577778	8.625	GW02	55.5062	49.4446	139.9746	-21.6617	173.3300	12294.9696
36.788194	28.702778	8.75	GW02	54.5341	43.3139	139.8672	-21.9675	166.6325	12949.2293
36.913194	28.827778	8.875	GW02	53.1962	41.2671	140.5151	-22.1155	159.9217	13284.4387
37.038194	28.952778	9	GW02	51.7939	1.6020	138.4017	-21.6842	158.3635	13129.2887
37.163194	29.077778	9.125	GW02	50.3412	40.5061	138.9967	-21.9763	148.9975	14727.5521
37.288194	29.202778	9.25	GW02	50.1337	43.3479	138.6356	-22.2990	131.3889	10903.8646
37.413194	29.327778	9.375	GW02	49.7438	31.7274	135.9025	-21.8949	127.3516	12804.9918
37.538194	29.452778	9.5	GW02	48.5537	22.8536	135.1551	-21.9647	120.1617	12488.8554
37.663194	29.577778	9.625	GW02	47.9789	26.5259	135.6039	-21.9329	114.2976	12032.4055
37.788194	29.702778	9.75	GW02	49.2945	29.6352	135.1635	-23.4007	106.8887	10795.0455
37.913194	29.827778	9.875	GW02	44.4493	41.1664	137.2600	-22.7040	107.7130	13331.8764
38.038194	29.952778	10	GW02	42.4006	41.4192	137.6076	-23.2342	102.7279	12322.9502
38.163194	30.077778	10.125	GW02	41.0088	66.1915	137.0548	-23.4014	96.6797	11098.9349
38.288194	30.202778	10.25	GW02	39.3833	32.3379	136.4936	-23.2837	96.8658	13277.0963
38.413194	30.327778	10.375	GW02	38.1713	40.5365	134.1545	-23.1022	93.2639	13281.9352
38.538194	30.452778	10.5	GW02	37.4393	30.3814	133.7259	-23.3203	90.5721	13403.6155
38.663194	30.577778	10.625	GW02	36.0445	29.1617	132.9122	-24.1460	86.7482	13279.5079
38.788194	30.702778	10.75	GW02	34.2433	18.4179	132.4352	-23.8711	79.6103	12886.7413
38.913194	30.827778	10.875	GW02	32.5631	3.8690	133.1481	-23.6730	72.6876	11752.2208
39.038194	30.952778	11	GW02	30.9774	-8.7622	134.6652	-23.5914	67.1805	10314.5247
39.163194	31.077778	11.125	GW02	29.3027	39.8492	133.5408	-24.0864	76.4145	12864.6650
39.288194	31.202778	11.25	GW02	27.9628	21.2846	133.6607	-23.6998	72.0578	12040.4431
39.413194	31.327778	11.375	GW02	26.7432	2.9626	131.9244	-24.3956	71.4706	12596.6315
39.538194	31.452778	11.5	GW02	25.0722	7.3247	129.8606	-24.7400	70.0490	12419.1976
39.663194	31.577778	11.625	GW02	24.4573	23.8839	129.6514	-25.2092	65.4069	10074.8574
39.788194	31.702778	11.75	GW02	23.3652	39.4276	130.2010	-24.6721	65.5777	12022.9665
39.913194	31.827778	11.875	GW02	22.0040	41.1938	132.2903	-24.1955	64.0376	12945.5081
40.038194	31.952778	12	GW02	21.0624	31.2730	131.9965	-25.7154	62.3207	12298.6247
40.163194	32.077778	12.125	GW02	20.3779	-3.4732	130.5720	-25.5958	62.2068	12588.9366
40.288194	32.202778	12.25	GW02	19.6916	22.6474	130.0800	-25.8636	58.4419	10482.1816
40.413194	32.327778	12.375	GW02	19.3380	48.1467	128.9371	-26.1966	59.6039	12517.7364
40.538194	32.452778	12.5	GW02	18.9833	27.7167	127.9788	-25.9354	57.6397	11514.9292
40.663194	32.577778	12.625	GW02	18.5961	28.1120	128.0511	-27.0946	57.2304	12131.1950
40.788194	32.702778	12.75	GW02	18.2910	0.6949	126.8908	-27.0565	53.7366	10338.4758
40.913194	32.827778	12.875	GW02	16.8581	23.1034	128.5237	-26.5178	55.4292	12846.1798
41.038194	32.952778	13	GW02	16.2477	38.2731	129.6589	-25.8584	54.0585	12625.9760
41.163194	33.077778	13.125	GW02	15.8370	-31.1573	128.9643	-26.6626	51.3670	10987.9707
41.288194	33.202778	13.25	GW02	15.9792	6.7389	128.1982	-26.3231	51.8319	11184.6651
41.413194	33.327778	13.375	GW02	15.8812	34.8140	127.6062	-26.2550	53.1902	12791.2845
41.538194	33.452778	13.5	GW02	16.6610	23.7424	126.1921	-26.5574	50.2457	11631.7841
41.663194	33.577778	13.625	GW02	16.6416	12.6707	126.2765	-27.1855	50.6488	12552.6090
41.788194	33.702778	13.75	GW02	16.7317	4.2624	126.2797	-27.4072	48.2690	10717.7965
41.913194	33.827778	13.875	GW02	16.4236	30.0702	126.1612	-27.8537	50.8809	11211.1087
42.038194	33.952778	14	GW02	16.1803	10.4377	127.7416	-27.1390	49.3986	11221.2602
42.163194	34.077778	14.125	GW02	16.1412	-5.9138	129.0366	-27.1843	49.7579	12359.2242
42.288194	34.202778	14.25	GW02	16.0124	17.6675	128.9447	-27.4511	46.5969	9788.1879
42.413194	34.327778	14.375	GW02	15.9208	4.6330	127.1682	-27.5912	45.6733	10647.2348
42.538194	34.452778	14.5	GW02	15.7120	-5.0713	127.7492	-27.0731	47.5684	12645.7209
42.663194	34.577778	14.625	GW02	15.5672	0.0800	127.4328	-27.6163	46.1702	11512.8724
42.788194	34.702778	14.75	GW02	15.1564	6.6227	127.2958	-27.5576	46.1968	11541.7952
42.913194	34.827778	14.875	GW02	14.8211	2.3807	128.4484	-27.9174	44.7349	10313.6225
43.038194	34.952778	15	GW02	14.2169	10.8557	127.0048	-27.4549	46.1160	12336.9482
43.163194	35.077778	15.125	GW02	13.9149	33.6449	126.6495	-28.5177	45.4261	12829.8406
43.288194	35.202778	15.25	GW02	13.3736	32.1530	126.5523	-28.2746	44.5822	13143.6240
43.413194	35.327778	15.375	GW02	13.4953	32.2059	126.2399	-28.2051	44.5774	12933.0905
43.538194	35.452778	15.5	GW02	13.2077	14.3490	124.8082	-28.8593	43.0349	12743.1220
43.663194	35.577778	15.625	GW02	13.1268	-4.3771	124.5676	-28.2964	41.5887	12399.0520
43.788194	35.702778	15.75	GW02	14.0834	22.1310	124.8155	-28.8685	41.3347	12782.9493
43.913194	35.827778	15.875	GW02	12.6663	21.0624	125.0882	-29.3882	41.1151	12966.4943
44.038194	35.952778	16	GW02	12.3936	0.1793	125.3087	-27.7876	42.9467	17728.7076
44.163194	36.077778	16.125	GW02	12.5547	10.3522	124.8804	-29.2600	38.3724	10725.1273
44.288194	36.202778	16.25	GW02	12.8757	6.8837	123.0067	-28.4654	38.8732	10107.3596
44.413194	36.327778	16.375	GW02	12.9977	19.6530	122.1253	-29.4442	40.1812	11224.1295
44.538194	36.452778	16.5	GW02	12.8157	-9.7445	121.7465	-29.3526	42.7874	12560.2855
44.663194	36.577778	16.625	GW02	12.5400	0.9521	121.1060	-29.8204	42.9940	10477.7101
44.788194	36.702778	16.75	GW02	12.7702	21.6303	121.4253	-29.8259	43.0103	9913.7397
44.913194	36.827778	16.875	GW02	12.5019	11.9406	122.8977	-29.8319	45.9529	12242.2612
45.038194	36.952778	17	GW02	12.5598	-36.4016	121.1905	-29.2813	47.5228	16779.3148
45.163194	37.077778	17.125	GW02	12.6863	-24.3215	121.1867	-30.6093	43.2665	12199.1235
45.288194	37.202778	17.25	GW02	12.6517	-20.7807	121.0391	-30.3582	40.8554	12456.2413
45.413194	37.327778	17.375	GW02	12.2875	-6.0878	120.2094	-30.5039	39.3907	12089.9357
45.538194	37.452778	17.5	GW02	12.3765	2.4259	119.8800	-30.7265	36.8183	10053.2252
45.663194	37.577778	17.625	GW02	12.8113	40.7319	120.2745	-31.0139	37.5148	11885.3490
45.788194	37.702778	17.75	GW02	11.7486	17.2855	118.4285	-30.7301	36.4088	11446.8179
45.913194	37.827778	17.875	GW02	11.8867	8.2769	119.1015	-31.2870	33.9731	9109.8337
46.038194	37.952778	18	GW02	11.7646	9.6516	119.8536	-31.5332	34.6364	10699.6602
46.163194	38.077778	18.125	GW02	11.9613	12.0291	119.8194	-31.1801	33.8240	9489.2385
46.288194	38.202778	18.25	GW02	11.5381	10.7022	118.9811	-31.7492	33.5414	9639.0689
46.413194	38.327778	18.375	GW02	11.5330	-5.4047	118.0910	-31.4008	33.6274	10932.1543
46.538194	38.452778	18.5	GW02	11.3813	32.0934	117.4857	-31.6888	33.1564	10504.5885
46.663194	38.577778	18.625	GW02	10.3614	33.2071	116.1740	-31.4110	34.0169	11520.6277
46.788194	38.702778	18.75	GW02	10.6782	9.9122	116.3654	-32.5133	32.2039	9531.5850
46.913194	38.827778	18.875	GW02	10.4387	16.6724	117.4275	-31.9815	33.0353	12207.7588
47.038194	38.952778	19	GW02	10.5292	-10.1912	117.5564	-32.2802	32.2539	11222.2345
47.163194	39.077778	19.125	GW02	10.4785	-4.4619	117.2762	-31.9331	32.4166	11907.1969
47.288194	39.202778	19.25	GW02	10.3799	6.8667	117.5551	-32.1900	32.4988	12519.9885
47.413194	39.327778	19.375	GW02	10.1423	-5.0892	117.4971	-32.4923	32.3249	12326.7363
47.538194	39.452778	19.5	GW02	10.2224	-13.5605	116.9079	-32.4695	30.8654	9734.4596
47.663194	39.577778	19.625	GW02	10.1181	33.9701	116.0115	-32.4719	31.0919	10662.1430
47.788194	39.702778	19.75	GW02	10.1622	7.3120	115.3526	-32.6952	31.5482	11954.4969
47.913194	39.827778	19.875	GW02	10.1791	5.7830	116.0838	-32.6454	30.4775	9797.6944
3.125	-4.960417	-24.913194	GW03	37.6211	-22.6402	100.0883	-53.9560	18.0372	11393.2686
3.25	-4.835417	-24.788194	GW03	37.7740	-8.8303	101.1294	-53.7923	18.2810	11470.7936
3.375	-4.710417	-24.663194	GW03	37.6826	0.0554	99.7046	-53.4725	17.9781	11268.6268
3.5	-4.585417	-24.538194	GW03	37.1334	-9.5329	96.5280	-54.1463	18.4217	9767.0372
3.625	-4.460417	-24.413194	GW03	37.4819	-5.8969	95.5249	-54.8971	18.2555	9693.0820
3.75	-4.335417	-24.288194	GW03	37.7287	0.6841	93.1074	-54.3869	18.2062	9767.9511
3.875	-4.210417	-24.163194	GW03	35.7919	-37.2452	94.6254	-53.6996	19.3538	11618.3454
4	-4.085417	-24.038194	GW03	35.5034	-26.7596	99.3190	-53.7104	20.6887	10197.3632
4.125	-3.960417	-23.913194	GW03	34.8914	-8.8244	99.2936	-54.0815	19.8089	10977.8931
4.25	-3.835417	-23.788194	GW03	34.8204	-33.2291	102.6385	-53.5196	20.5551	11933.5644
4.375	-3.710417	-23.663194	GW03	35.6483	-22.1113	100.3627	-54.1720	20.0148	11878.7666
4.5	-3.585417	-23.538194	GW03	34.7964	-28.4708	95.8119	-53.7710	20.7355	11543.6194
4.625	-3.460417	-23.413194	GW03	34.5473	-12.5943	93.7214	-53.9450	20.1010	9497.9955
4.75	-3.335417	-23.288194	GW03	34.3920	-11.4302	95.0993	-53.1834	20.8981	11501.4511
4.875	-3.210417	-23.163194	GW03	33.9363	13.2980	96.6064	-53.2689	23.0829	11893.4954
5	-3.085417	-23.038194	GW03	33.6010	-29.8719	99.1969	-53.7179	23.5560	12075.3999
5.125	-2.960417	-22.913194	GW03	33.4612	-25.0144	99.4174	-53.3278	23.0374	12193.0704
5.25	-2.835417	-22.788194	GW03	33.8865	-6.6041	99.6558	-53.3063	23.0012	10983.4609
5.375	-2.710417	-22.663194	GW03	33.6110	-24.3633	97.7453	-52.6866	23.9826	11288.9032
5.5	-2.585417	-22.538194	GW03	33.7099	-19.8233	97.4869	-53.4493	24.3355	11708.0406
5.625	-2.460417	-22.413194	GW03	33.7422	-10.8231	95.5624	-53.4944	24.2008	8736.2086
5.75	-2.335417	-22.288194	GW03	33.6750	12.8887	95.5985	-53.4818	25.0780	9495.3984
5.875	-2.210417	-22.163194	GW03	32.9181	-11.5761	96.9054	-52.2177	25.4411	10485.9421
6	-2.085417	-22.038194	GW03	32.4838	-20.4887	97.7275	-51.5951	27.0237	11283.1202
6.125	-1.960417	-21.913194	GW03	32.5510	-6.6186	97.1912	-53.7571	26.8278	10176.2710
6.25	-1.835417	-21.788194	GW03	32.8073	-13.9776	97.7888	-54.3224	25.5787	9153.0921
6.375	-1.710417	-21.663194	GW03	33.1177	-15.4908	99.3165	-54.4261	26.6249	9015.1398
6.5	-1.585417	-21.538194	GW03	32.9858	-5.2058	96.6290	-53.1325	27.7685	10985.7676
6.625	-1.460417	-21.413194	GW03	33.1930	4.6761	94.2116	-53.6890	27.3063	8230.9426
6.75	-1.335417	-21.288194	GW03	33.1293	2.5661	95.3433	-53.5954	28.3579	10825.7257
6.875	-1.210417	-21.163194	GW03	32.9829	-7.7966	96.0911	-52.4258	29.3459	11593.9499
7	-1.085417	-21.038194	GW03	32.8960	-5.7895	97.4572	-53.1568	29.4213	9565.0115
7.125	-0.960417	-20.913194	GW03	32.3590	-12.7501	97.0845	-53.0357	30.2436	10280.7789
7.25	-0.835417	-20.788194	GW03	33.1211	-19.4402	97.7709	-53.6019	28.6892	8230.7769
7.375	-0.710417	-20.663194	GW03	33.1691	-17.7486	96.9132	-52.6814	30.9532	11180.4127
