time	days.origin	days.water	days.manure	CORE	treatment	NO	N2O	CO2	CH4	NH3	mNO	mN2O	mCO2	mCH4	mNH3	mH2O
2015-08-06 14:12:00	3.008333	-5.077083	-25.029861	CORE_01	AA_odd	4.1497	-10.3390	75.2527	-16.0424	18.4424	8.8910	-16.2441	275.7436	-21.4242	22.4245	3.0044
2015-08-06 14:18:00	3.012500	-5.072917	-25.025694	CORE_10	BB_even	8.6929	-29.1692	128.2415	-47.7050	18.2326	18.6250	-45.8289	469.9068	-63.7089	22.1693	2.6944
2015-08-06 14:30:00	3.020833	-5.064583	-25.017361	CORE_11	CB_odd	24.3890	-22.1816	123.3124	-56.7141	17.8488	52.2545	-34.8504	451.8455	-75.7403	21.7027	2.6105
2015-08-06 14:36:00	3.025000	-5.060417	-25.013194	CORE_02	AA_even	5.9540	-21.0881	111.5956	-40.4531	17.5487	12.7567	-33.1323	408.9121	-54.0241	21.3377	3.5454
2015-08-06 14:48:00	3.033333	-5.052083	-25.004861	CORE_03	BA_odd	3.2127	-16.8397	76.8107	-31.5940	16.5582	6.8833	-26.4576	281.4524	-42.1930	20.1335	3.2152
2015-08-06 14:54:00	3.037500	-5.047917	-25.000694	CORE_12	CB_even	2.1740	20.8799	49.0793	-13.3317	16.4402	4.6578	32.8053	179.8378	-17.8041	19.9899	2.5366
2015-08-06 15:06:00	3.045833	-5.039583	-24.992361	CORE_13	AC_odd	7.5982	-20.2178	108.4776	-53.9528	16.4367	16.2796	-31.7650	397.4872	-72.0527	19.9857	2.9416
2015-08-06 15:12:00	3.050000	-5.035417	-24.988194	CORE_04	BA_even	3.4814	-77.2417	84.0885	-45.9283	16.7278	7.4591	-121.3575	308.1198	-61.3361	20.3396	3.1861
2015-08-06 15:24:00	3.058333	-5.027083	-24.979861	CORE_05	CA_odd	6.4787	-16.1929	85.8813	-44.8570	17.0043	13.8808	-25.4413	314.6890	-59.9055	20.6758	3.5171
2015-08-06 15:30:00	3.062500	-5.022917	-24.975694	CORE_14	AC_even	26.6902	-11.1345	114.4873	-42.5245	16.2524	57.1851	-17.4938	419.5081	-56.7905	19.7615	2.8611
2015-08-06 15:42:00	3.070833	-5.014583	-24.967361	CORE_15	BC_odd	18.7942	-40.9399	135.2207	-42.8433	16.9836	40.2674	-64.3224	495.4799	-57.2161	20.6507	4.5522
2015-08-06 15:48:00	3.075000	-5.010417	-24.963194	CORE_06	CA_even	2.5047	-18.7880	87.7467	-42.6556	17.3175	5.3665	-29.5186	321.5244	-56.9655	21.0567	3.3502
2015-08-06 16:06:00	3.087500	-4.997917	-24.950694	CORE_16	BC_even	37.5787	-26.3983	99.6319	-53.9428	17.8418	80.5140	-41.4754	365.0746	-72.0393	21.6942	3.4270
2015-08-06 16:18:00	3.095833	-4.989583	-24.942361	CORE_17	CC_odd	6.3436	-16.1966	104.0974	-37.6131	18.9005	13.5916	-25.4472	381.4372	-50.2314	22.9815	3.5930
2015-08-06 16:24:00	3.100000	-4.985417	-24.938194	CORE_08	AB_even	2.0368	-26.8561	109.3078	-40.2881	18.8535	4.3639	-42.1947	400.5294	-53.8038	22.9243	2.9976
2015-08-06 17:12:00	3.133333	-4.952083	-24.904861	CORE_01	AA_odd	3.9796	9.0077	68.3275	-15.5082	18.4523	8.5265	14.1524	250.3678	-20.7109	22.4365	2.8854
2015-08-06 17:18:00	3.137500	-4.947917	-24.900694	CORE_10	BB_even	8.3817	-18.6299	124.4529	-47.8403	17.7779	17.9582	-29.2701	456.0243	-63.8896	21.6165	3.4083
2015-08-06 17:30:00	3.145833	-4.939583	-24.892361	CORE_11	CB_odd	23.4178	10.4899	120.9399	-56.5115	18.6706	50.1737	16.4811	443.1519	-75.4697	22.7019	3.4967
2015-08-06 17:36:00	3.150000	-4.935417	-24.888194	CORE_02	AA_even	6.1152	-25.7005	114.8871	-39.3895	18.0806	13.1022	-40.3791	420.9729	-52.6037	21.9845	3.4056
2015-08-06 17:48:00	3.158333	-4.927083	-24.879861	CORE_03	BA_odd	3.3656	14.9008	77.4310	-32.3953	17.4175	7.2109	23.4113	283.7250	-43.2632	21.1782	3.6544
2015-08-06 17:54:00	3.162500	-4.922917	-24.875694	CORE_12	CB_even	1.8394	10.8362	47.7595	-14.4866	17.1443	3.9410	17.0252	175.0019	-19.3465	20.8461	2.9175
2015-08-06 18:12:00	3.175000	-4.910417	-24.863194	CORE_04	BA_even	3.6012	-52.9506	82.6720	-45.9456	16.5813	7.7158	-83.1929	302.9295	-61.3592	20.1615	3.5575
2015-08-06 18:24:00	3.183333	-4.902083	-24.854861	CORE_05	CA_odd	6.3660	-16.5050	85.7415	-44.3795	16.6328	13.6395	-25.9316	314.1768	-59.2678	20.2241	3.2425
2015-08-06 18:30:00	3.187500	-4.897917	-24.850694	CORE_14	AC_even	25.7421	-38.8181	113.5300	-42.9208	17.5635	55.1537	-60.9887	416.0002	-57.3197	21.3558	3.3649
2015-08-06 18:42:00	3.195833	-4.889583	-24.842361	CORE_15	BC_odd	20.6462	-9.8839	134.1573	-42.4449	17.2465	44.2354	-15.5290	491.5835	-56.6841	20.9703	3.4789
2015-08-06 18:48:00	3.200000	-4.885417	-24.838194	CORE_06	CA_even	2.8438	-42.6491	87.3872	-42.6397	17.7278	6.0929	-67.0077	320.2069	-56.9443	21.5555	3.2397
2015-08-06 19:00:00	3.208333	-4.877083	-24.829861	CORE_07	AB_odd	5.0008	11.6825	90.6022	-35.9353	19.0191	10.7144	18.3549	331.9874	-47.9907	23.1257	3.4092
2015-08-06 19:06:00	3.212500	-4.872917	-24.825694	CORE_16	BC_even	37.7200	-13.8712	101.1531	-53.9867	18.4932	80.8169	-21.7936	370.6485	-72.0979	22.4862	3.3686
2015-08-06 19:18:00	3.220833	-4.864583	-24.817361	CORE_17	CC_odd	6.2248	-27.4184	104.3476	-36.3694	20.3202	13.3369	-43.0782	382.3540	-48.5705	24.7076	5.0055
2015-08-06 19:24:00	3.225000	-4.860417	-24.813194	CORE_08	AB_even	1.9941	-4.4456	109.1416	-40.5037	18.6780	4.2725	-6.9847	399.9202	-54.0916	22.7109	3.3004
2015-08-06 20:12:00	3.258333	-4.827083	-24.779861	CORE_01	AA_odd	4.3261	25.2345	69.2652	-15.1240	18.2069	9.2688	39.6469	253.8040	-20.1977	22.1381	2.9099
2015-08-06 20:18:00	3.262500	-4.822917	-24.775694	CORE_10	BB_even	8.4370	-16.7760	121.2698	-46.9997	17.5472	18.0766	-26.3575	444.3609	-62.7670	21.3360	2.4654
2015-08-06 20:30:00	3.270833	-4.814583	-24.767361	CORE_11	CB_odd	23.3908	6.6657	117.1479	-56.0435	17.6099	50.1160	10.4727	429.2572	-74.8447	21.4122	2.9166
2015-08-06 20:36:00	3.275000	-4.810417	-24.763194	CORE_02	AA_even	5.7903	-1.3641	107.9831	-41.0068	17.5804	12.4060	-2.1432	395.6753	-54.7636	21.3763	3.2362
2015-08-06 20:48:00	3.283333	-4.802083	-24.754861	CORE_03	BA_odd	3.4518	-19.4392	77.3543	-31.0931	16.8125	7.3957	-30.5417	283.4442	-41.5240	20.4427	3.6916
2015-08-06 20:54:00	3.287500	-4.797917	-24.750694	CORE_12	CB_even	2.1513	14.6611	47.5852	-13.8092	15.9696	4.6092	23.0347	174.3633	-18.4419	19.4178	2.3822
2015-08-06 21:06:00	3.295833	-4.789583	-24.742361	CORE_13	AC_odd	7.7107	-8.5822	109.1046	-53.2231	15.7574	16.5205	-13.4839	399.7845	-71.0782	19.1597	2.5075
2015-08-06 21:12:00	3.300000	-4.785417	-24.738194	CORE_04	BA_even	3.6765	-18.4191	81.7996	-46.1278	15.9347	7.8771	-28.9390	299.7327	-61.6026	19.3753	3.4467
2015-08-06 21:24:00	3.308333	-4.777083	-24.729861	CORE_05	CA_odd	6.5987	-17.1542	85.1864	-44.4849	16.8012	14.1380	-26.9517	312.1428	-59.4085	20.4288	3.6984
2015-08-06 21:30:00	3.312500	-4.772917	-24.725694	CORE_14	AC_even	26.3235	-27.4719	114.0081	-42.7148	16.3889	56.3993	-43.1623	417.7523	-57.0445	19.9276	2.8131
2015-08-06 21:42:00	3.320833	-4.764583	-24.717361	CORE_15	BC_odd	19.5048	-39.2581	135.1050	-42.6330	15.6276	41.7899	-61.6800	495.0560	-56.9354	19.0019	2.6269
2015-08-06 21:48:00	3.325000	-4.760417	-24.713194	CORE_06	CA_even	2.8636	   NA	86.3637	-43.2166	16.4813	6.1354	   NA	316.4569	-57.7147	20.0399	3.1736
2015-08-06 22:00:00	3.333333	-4.752083	-24.704861	CORE_07	AB_odd	4.8948	-19.2376	89.6051	-36.5226	18.3165	10.4874	-30.2250	328.3341	-48.7751	22.2713	3.6519
2015-08-06 22:06:00	3.337500	-4.747917	-24.700694	CORE_16	BC_even	37.9001	2.9319	101.0741	-53.3386	17.7858	81.2027	4.6064	370.3590	-71.2324	21.6261	3.5822
2015-08-06 22:18:00	3.345833	-4.739583	-24.692361	CORE_17	CC_odd	6.7578	-22.6536	102.9846	-37.1743	17.7251	14.4788	-35.5921	377.3597	-49.6453	21.5523	2.8077
2015-08-06 22:24:00	3.350000	-4.735417	-24.688194	CORE_08	AB_even	2.1513	-19.2764	106.5013	-39.3777	18.1823	4.6093	-30.2859	390.2457	-52.5879	22.1082	3.3173
2015-08-06 23:12:00	3.383333	-4.702083	-24.654861	CORE_01	AA_odd	4.1712	24.6591	62.8608	-15.7617	17.4717	8.9369	38.7430	230.3367	-21.0493	21.2441	3.0859
2015-08-06 23:18:00	3.387500	-4.697917	-24.650694	CORE_10	BB_even	8.7788	16.2674	114.8989	-48.0329	17.2717	18.8090	25.5584	421.0162	-64.1468	21.0010	2.6932
2015-08-06 23:30:00	3.395833	-4.689583	-24.642361	CORE_11	CB_odd	23.4680	-7.6415	107.4911	-55.8211	17.0790	50.2812	-12.0059	393.8723	-74.5478	20.7667	2.6552
2015-08-06 23:36:00	3.400000	-4.685417	-24.638194	CORE_02	AA_even	5.5444	0.2539	101.5496	-40.2177	18.0685	11.8792	0.3989	372.1014	-53.7097	21.9699	3.5152
2015-08-06 23:48:00	3.408333	-4.677083	-24.629861	CORE_03	BA_odd	3.3652	-25.4676	74.4881	-31.2826	17.3259	7.2100	-40.0132	272.9416	-41.7771	21.0668	3.6756
2015-08-06 23:54:00	3.412500	-4.672917	-24.625694	CORE_12	CB_even	1.9992	46.9281	44.2095	-13.8266	16.2886	4.2835	73.7307	161.9938	-18.4650	19.8056	2.3781
2015-08-07 00:06:00	3.420833	-4.664583	-24.617361	CORE_13	AC_odd	7.7445	   NA	106.2925	-53.5387	16.5739	16.5930	   NA	389.4804	-71.4996	20.1525	3.0814
2015-08-07 00:12:00	3.425000	-4.660417	-24.613194	CORE_04	BA_even	3.2593	-19.5737	72.4267	-46.2105	16.8352	6.9832	-30.7530	265.3884	-61.7130	20.4702	3.4068
2015-08-07 00:24:00	3.433333	-4.652083	-24.604861	CORE_05	CA_odd	6.4566	4.6742	80.3193	-43.4253	16.9085	13.8335	7.3438	294.3087	-57.9935	20.5593	3.4546
2015-08-07 00:30:00	3.437500	-4.647917	-24.600694	CORE_14	AC_even	26.3425	13.9407	111.3329	-43.5237	16.0534	56.4399	21.9028	407.9496	-58.1249	19.5196	2.6398
2015-08-07 00:42:00	3.445833	-4.639583	-24.592361	CORE_15	BC_odd	20.0938	-9.8172	132.3829	-43.0382	15.6183	43.0518	-15.4243	485.0818	-57.4764	18.9906	2.6467
2015-08-07 00:48:00	3.450000	-4.635417	-24.588194	CORE_06	CA_even	2.8317	-27.9718	81.7077	-42.0244	17.5511	6.0670	-43.9476	299.3960	-56.1226	21.3407	3.2474
2015-08-07 01:00:00	3.458333	-4.627083	-24.579861	CORE_07	AB_odd	4.9886	11.8470	85.7139	-35.7834	18.9023	10.6882	18.6133	314.0757	-47.7879	22.9837	3.8123
2015-08-07 01:06:00	3.462500	-4.622917	-24.575694	CORE_16	BC_even	37.1752	   NA	96.5091	-53.7849	18.4269	79.6496	   NA	353.6317	-71.8284	22.4056	2.8823
2015-08-07 01:18:00	3.470833	-4.614583	-24.567361	CORE_17	CC_odd	6.6457	15.7892	98.1331	-37.0040	18.6581	14.2387	24.8070	359.5826	-49.4180	22.6867	3.0399
2015-08-07 01:24:00	3.475000	-4.610417	-24.563194	CORE_08	AB_even	2.2997	-1.0966	104.0409	-39.8572	19.3866	4.9273	-1.7229	381.2302	-53.2283	23.5726	3.4219
2015-08-07 02:12:00	3.508333	-4.577083	-24.529861	CORE_01	AA_odd	4.0421	34.0354	63.7640	-16.4589	18.0612	8.6605	53.4745	233.6460	-21.9804	21.9609	3.0699
2015-08-07 02:18:00	3.512500	-4.572917	-24.525694	CORE_10	BB_even	8.8685	8.7113	116.3860	-47.6497	17.8056	19.0011	13.6867	426.4652	-63.6350	21.6501	2.7628
2015-08-07 02:30:00	3.520833	-4.564583	-24.517361	CORE_11	CB_odd	23.6609	5.8487	107.6853	-56.4637	17.5860	50.6946	9.1891	394.5839	-75.4059	21.3832	2.6050
2015-08-07 02:36:00	3.525000	-4.560417	-24.513194	CORE_02	AA_even	5.4132	0.8677	101.6223	-40.7298	17.4940	11.5980	1.3632	372.3678	-54.3937	21.2713	3.8358
2015-08-07 02:48:00	3.533333	-4.552083	-24.504861	CORE_03	BA_odd	3.4525	-25.1367	73.9009	-32.4683	16.8194	7.3971	-39.4932	270.7901	-43.3606	20.4511	3.4250
2015-08-07 02:54:00	3.537500	-4.547917	-24.500694	CORE_12	CB_even	2.0642	44.5775	44.4526	-14.5602	16.2556	4.4227	70.0375	162.8845	-19.4448	19.7655	2.4893
2015-08-07 03:06:00	3.545833	-4.539583	-24.492361	CORE_13	AC_odd	7.9819	-21.5898	105.8781	-54.2880	15.7141	17.1015	-33.9207	387.9621	-72.5003	19.1070	2.9178
2015-08-07 03:12:00	3.550000	-4.535417	-24.488194	CORE_04	BA_even	3.5980	-24.5325	71.4175	-47.0528	16.3992	7.7088	-38.5440	261.6903	-62.8379	19.9400	3.4335
2015-08-07 03:24:00	3.558333	-4.527083	-24.479861	CORE_05	CA_odd	6.2385	-6.4925	79.1281	-43.8149	16.8969	13.3663	-10.2007	289.9439	-58.5138	20.5452	3.5991
2015-08-07 03:30:00	3.562500	-4.522917	-24.475694	CORE_14	AC_even	26.2736	-11.2454	110.3504	-43.9429	16.9193	56.2925	-17.6682	404.3494	-58.6847	20.5725	3.5461
2015-08-07 03:42:00	3.570833	-4.514583	-24.467361	CORE_15	BC_odd	20.2356	-15.3567	131.8943	-43.1173	16.3878	43.3558	-24.1275	483.2914	-57.5821	19.9262	3.4955
2015-08-07 03:48:00	3.575000	-4.510417	-24.463194	CORE_06	CA_even	3.4470	-3.8730	80.8423	-42.8753	16.9118	7.3854	-6.0850	296.2248	-57.2589	20.5634	3.3403
2015-08-07 04:00:00	3.583333	-4.502083	-24.454861	CORE_07	AB_odd	5.0465	-9.9701	84.4388	-36.7592	18.4874	10.8124	-15.6644	309.4034	-49.0910	22.4792	3.7155
2015-08-07 04:06:00	3.587500	-4.497917	-24.450694	CORE_16	BC_even	37.0357	-16.2447	96.5720	-54.9897	18.4096	79.3507	-25.5227	353.8623	-73.4375	22.3845	3.0175
2015-08-07 04:18:00	3.595833	-4.489583	-24.442361	CORE_17	CC_odd	6.7090	-7.6312	97.4273	-37.3422	18.3884	14.3743	-11.9897	356.9962	-49.8696	22.3587	2.7265
2015-08-07 04:24:00	3.600000	-4.485417	-24.438194	CORE_08	AB_even	2.2386	1.7698	104.5254	-40.9224	19.6144	4.7963	2.7806	383.0053	-54.6509	23.8495	3.5275
2015-08-07 05:12:00	3.633333	-4.452083	-24.404861	CORE_01	AA_odd	4.1374	51.2327	59.7169	-15.0989	18.5616	8.8646	80.4939	218.8166	-20.1642	22.5693	3.0846
2015-08-07 05:18:00	3.637500	-4.447917	-24.400694	CORE_10	BB_even	8.7314	-14.7763	110.6339	-47.0393	18.5512	18.7075	-23.2157	405.3883	-62.8198	22.5568	3.5881
2015-08-07 05:30:00	3.645833	-4.439583	-24.392361	CORE_11	CB_odd	24.0900	8.8953	102.6662	-56.9489	16.9994	51.6140	13.9758	376.1930	-76.0539	20.6698	2.8394
2015-08-07 05:36:00	3.650000	-4.435417	-24.388194	CORE_02	AA_even	5.6909	5.5739	97.0341	-40.4409	17.4718	12.1931	8.7574	355.5557	-54.0078	21.2443	3.4223
2015-08-07 05:48:00	3.658333	-4.427083	-24.379861	CORE_03	BA_odd	3.7348	23.9135	72.1295	-31.5148	16.7755	8.0019	37.5714	264.2991	-42.0873	20.3976	3.4987
2015-08-07 05:54:00	3.662500	-4.422917	-24.375694	CORE_12	CB_even	2.0575	63.4478	42.0969	-14.7395	15.9809	4.4084	99.6854	154.2527	-19.6843	19.4314	2.5252
2015-08-07 06:06:00	3.670833	-4.414583	-24.367361	CORE_13	AC_odd	7.8103	3.3310	103.0053	-53.9239	16.0320	16.7338	5.2335	377.4354	-72.0141	19.4936	3.0305
2015-08-07 06:12:00	3.675000	-4.410417	-24.363194	CORE_04	BA_even	3.8504	-13.0350	64.3253	-45.8211	16.4354	8.2497	-20.4797	235.7030	-61.1930	19.9841	3.3377
2015-08-07 06:24:00	3.683333	-4.402083	-24.354861	CORE_05	CA_odd	6.9262	-3.8386	74.9948	-44.7521	15.8546	14.8396	-6.0310	274.7983	-59.7653	19.2779	3.2593
2015-08-07 06:30:00	3.687500	-4.397917	-24.350694	CORE_14	AC_even	26.6378	26.7790	108.7630	-43.8595	15.3966	57.0728	42.0736	398.5328	-58.5733	18.7211	2.7933
2015-08-07 06:42:00	3.695833	-4.389583	-24.342361	CORE_15	BC_odd	22.9930	-7.6764	128.6191	-42.7241	16.1878	49.2636	-12.0607	471.2905	-57.0570	19.6830	3.1056
2015-08-07 06:48:00	3.700000	-4.385417	-24.338194	CORE_06	CA_even	4.0379	6.6176	76.8035	-42.5336	16.9535	8.6513	10.3972	281.4257	-56.8026	20.6141	3.2041
2015-08-07 07:00:00	3.708333	-4.377083	-24.329861	CORE_07	AB_odd	4.9129	-14.2627	79.8676	-35.7937	18.5570	10.5261	-22.4087	292.6535	-47.8016	22.5638	3.8206
2015-08-07 07:06:00	3.712500	-4.372917	-24.325694	CORE_16	BC_even	38.5232	18.2480	93.0817	-54.6811	17.8961	82.5378	28.6703	341.0730	-73.0253	21.7602	2.6282
2015-08-07 07:18:00	3.720833	-4.364583	-24.317361	CORE_17	CC_odd	6.8527	5.1184	93.7343	-37.0938	18.3252	14.6822	8.0417	343.4643	-49.5379	22.2820	2.6290
2015-08-07 07:24:00	3.725000	-4.360417	-24.313194	CORE_08	AB_even	2.3352	-10.1498	102.1583	-40.2925	18.9183	5.0032	-15.9468	374.3319	-53.8097	23.0031	3.5330
2015-08-07 08:12:00	3.758333	-4.327083	-24.279861	CORE_01	AA_odd	4.2338	-5.7516	64.8388	-16.2797	17.7427	9.0711	-9.0366	237.5845	-21.7412	21.5737	2.9506
2015-08-07 08:18:00	3.762500	-4.322917	-24.275694	CORE_10	BB_even	9.2844	-5.5088	114.4577	-47.5227	17.9318	19.8922	-8.6551	419.3997	-63.4654	21.8036	2.5909
2015-08-07 08:30:00	3.770833	-4.314583	-24.267361	CORE_11	CB_odd	23.5960	14.6179	106.1689	-55.8251	17.5249	50.5555	22.9668	389.0275	-74.5531	21.3089	2.8023
2015-08-07 08:36:00	3.775000	-4.310417	-24.263194	CORE_02	AA_even	5.8582	16.4398	100.2771	-40.3423	17.8119	12.5514	25.8292	367.4386	-53.8762	21.6578	3.6359
2015-08-07 08:48:00	3.783333	-4.302083	-24.254861	CORE_03	BA_odd	3.4361	-39.2745	72.7490	-32.8691	17.1812	7.3621	-61.7058	266.5692	-43.8959	20.8910	3.4722
2015-08-07 09:06:00	3.795833	-4.289583	-24.242361	CORE_13	AC_odd	7.5781	-34.3750	103.9001	-54.0428	16.7931	16.2364	-54.0080	380.7142	-72.1728	20.4190	3.5563
2015-08-07 09:12:00	3.800000	-4.285417	-24.238194	CORE_04	BA_even	3.5833	-32.5415	67.3540	-46.7499	16.0905	7.6774	-51.1272	246.8009	-62.4334	19.5647	3.2424
2015-08-07 09:24:00	3.808333	-4.277083	-24.229861	CORE_05	CA_odd	6.3349	-17.6820	75.8008	-44.2010	16.7824	13.5729	-27.7809	277.7517	-59.0293	20.4061	3.5278
2015-08-07 09:30:00	3.812500	-4.272917	-24.225694	CORE_14	AC_even	25.4960	-14.7374	109.9464	-42.3820	16.8948	54.6264	-23.1546	402.8691	-56.6001	20.5427	3.5578
2015-08-07 09:42:00	3.820833	-4.264583	-24.217361	CORE_15	BC_odd	21.9885	-2.6314	128.5683	-42.9572	17.3588	47.1114	-4.1343	471.1042	-57.3683	21.1069	3.6826
2015-08-07 09:48:00	3.825000	-4.260417	-24.213194	CORE_06	CA_even	4.2413	-14.5390	77.9749	-42.9085	18.0572	9.0873	-22.8428	285.7183	-57.3033	21.9560	3.3421
2015-08-07 10:00:00	3.833333	-4.252083	-24.204861	CORE_07	AB_odd	5.1866	-24.3178	81.9636	-36.4447	19.2505	11.1126	-38.2067	300.3335	-48.6710	23.4070	3.7955
2015-08-07 10:06:00	3.837500	-4.247917	-24.200694	CORE_16	BC_even	35.8749	-40.2983	93.1673	-53.7005	18.9298	76.8635	-63.3143	341.3868	-71.7157	23.0171	3.6112
2015-08-07 10:18:00	3.845833	-4.239583	-24.192361	CORE_17	CC_odd	6.6423	-17.1841	95.3667	-36.4945	18.9923	14.2315	-26.9987	349.4458	-48.7375	23.0931	3.4013
2015-08-07 10:24:00	3.850000	-4.235417	-24.188194	CORE_08	AB_even	2.4911	-24.7335	104.6001	-40.8152	19.2642	5.3374	-38.8599	383.2790	-54.5077	23.4237	3.5232
2015-08-07 12:00:00	3.916667	-4.168750	-24.121528	CORE_01	AA_odd	3.8550	   NA	69.5369	-15.7632	19.0955	8.2595	   NA	254.7993	-21.0514	23.2185	2.8930
2015-08-07 12:06:00	3.920833	-4.164583	-24.117361	CORE_10	BB_even	9.4347	   NA	125.3192	-48.5688	20.2716	20.2142	   NA	459.1989	-64.8625	24.6486	3.4278
2015-08-07 12:18:00	3.929167	-4.156250	-24.109028	CORE_11	CB_odd	23.2902	-2.1561	115.8505	-55.4835	20.0774	49.9004	-3.3876	424.5030	-74.0969	24.4125	3.4789
2015-08-07 12:24:00	3.933333	-4.152083	-24.104861	CORE_02	AA_even	5.4827	-17.6510	110.0252	-39.5530	19.8743	11.7470	-27.7323	403.1578	-52.8221	24.1656	3.5271
2015-08-07 12:36:00	3.941667	-4.143750	-24.096528	CORE_03	BA_odd	3.3678	-38.1128	75.9830	-31.7181	19.2839	7.2156	-59.8806	278.4194	-42.3588	23.4476	3.6418
2015-08-07 12:42:00	3.945833	-4.139583	-24.092361	CORE_12	CB_even	1.8331	46.6560	47.4150	-13.5665	18.3886	3.9276	73.3032	173.7397	-18.1177	22.3590	2.8956
2015-08-07 12:54:00	3.954167	-4.131250	-24.084028	CORE_13	AC_odd	7.2254	-25.7956	107.7592	-53.1640	18.4642	15.4808	-40.5285	394.8550	-70.9993	22.4509	3.4325
2015-08-07 13:00:00	3.958333	-4.127083	-24.079861	CORE_04	BA_even	3.7062	-13.9248	78.1736	-45.6132	18.7758	7.9407	-21.8778	286.4464	-60.9154	22.8298	3.4078
2015-08-07 13:12:00	3.966667	-4.118750	-24.071528	CORE_05	CA_odd	6.3114	-53.1443	83.1327	-44.0642	19.0848	13.5224	-83.4972	304.6176	-58.8466	23.2056	3.6960
2015-08-07 13:18:00	3.970833	-4.114583	-24.067361	CORE_14	AC_even	24.7823	-35.4300	113.7706	-43.0873	18.6684	53.0973	-55.6656	416.8819	-57.5420	22.6993	3.3974
2015-08-07 13:30:00	3.979167	-4.106250	-24.059028	CORE_15	BC_odd	19.7810	5.8344	131.5083	-42.2862	19.8343	42.3818	9.1666	481.8771	-56.4723	24.1169	4.8873
2015-08-07 13:36:00	3.983333	-4.102083	-24.054861	CORE_06	CA_even	4.0202	-13.5335	84.8474	-42.1968	19.4703	8.6134	-21.2630	310.9006	-56.3529	23.6742	3.3020
2015-08-07 13:48:00	3.991667	-4.093750	-24.046528	CORE_07	AB_odd	5.0169	-30.6495	88.6465	-36.6785	20.5177	10.7490	-48.1547	324.8213	-48.9833	24.9479	3.5117
2015-08-07 13:54:00	3.995833	-4.089583	-24.042361	CORE_16	BC_even	35.5244	-27.4075	99.3239	-53.6969	20.7200	76.1126	-43.0611	363.9458	-71.7110	25.1939	3.0439
2015-08-07 14:06:00	4.004167	-4.081250	-24.034028	CORE_17	CC_odd	6.2733	   NA	99.4546	-38.0354	20.9429	13.4409	   NA	364.4247	-50.7954	25.4648	3.6306
2015-08-07 14:12:00	4.008333	-4.077083	-24.029861	CORE_08	AB_even	2.7420	6.7981	110.7237	-40.4354	21.0973	5.8749	10.6808	405.7173	-54.0005	25.6526	3.4619
2015-08-07 14:24:00	4.016667	-4.068750	-24.021528	CORE_09	BB_odd	3.4277	21.2347	275.3671	-49.5828	20.7785	7.3440	33.3627	1009.0092	-66.2167	25.2650	3.3486
2015-08-07 14:30:00	4.020833	-4.064583	-24.017361	CORE_18	CC_even	16.0333	-3.3381	61.7062	-36.6237	19.4894	34.3520	-5.2446	226.1059	-48.9100	23.6975	2.4584
2015-08-07 15:00:00	4.041667	-4.043750	-23.996528	CORE_01	AA_odd	4.0785	8.5381	71.0061	-16.0427	18.9632	8.7383	13.4146	260.1828	-21.4246	23.0578	2.9541
2015-08-07 15:06:00	4.045833	-4.039583	-23.992361	CORE_10	BB_even	11.7158	13.5040	125.1831	-47.9763	17.9700	25.1017	21.2167	458.7002	-64.0712	21.8501	2.7481
2015-08-07 15:18:00	4.054167	-4.031250	-23.984028	CORE_11	CB_odd	23.5466	0.1738	118.7202	-56.2527	18.2285	50.4496	0.2731	435.0186	-75.1241	22.1644	2.8228
2015-08-07 15:24:00	4.058333	-4.027083	-23.979861	CORE_02	AA_even	5.4642	-12.7954	109.4273	-40.8863	18.8875	11.7073	-20.1035	400.9669	-54.6026	22.9656	3.5282
2015-08-07 15:36:00	4.066667	-4.018750	-23.971528	CORE_03	BA_odd	3.5551	0.8320	78.0272	-31.8222	17.7108	7.6170	1.3071	285.9098	-42.4978	21.5349	3.7103
2015-08-07 15:42:00	4.070833	-4.014583	-23.967361	CORE_12	CB_even	2.2244	57.9259	49.4420	-14.5594	17.1113	4.7660	91.0098	181.1672	-19.4437	20.8060	2.7717
2015-08-07 15:54:00	4.079167	-4.006250	-23.959028	CORE_13	AC_odd	7.2714	-20.0324	109.5113	-53.1798	17.3285	15.5792	-31.4737	401.2750	-71.0203	21.0700	3.2705
2015-08-07 16:00:00	4.083333	-4.002083	-23.954861	CORE_04	BA_even	3.3833	-21.7197	80.9067	-46.6246	18.7704	7.2488	-34.1246	296.4608	-62.2660	22.8232	3.7083
2015-08-07 16:12:00	4.091667	-3.993750	-23.946528	CORE_05	CA_odd	6.1479	-12.5472	83.1699	-44.7267	18.7432	13.1721	-19.7134	304.7539	-59.7315	22.7901	3.6906
2015-08-07 16:18:00	4.095833	-3.989583	-23.942361	CORE_14	AC_even	24.5582	-0.6961	114.4747	-42.5499	17.9227	52.6170	-1.0937	419.4619	-56.8244	21.7926	3.2250
2015-08-07 16:30:00	4.104167	-3.981250	-23.934028	CORE_15	BC_odd	20.3791	-46.7229	132.1830	-42.0431	18.2325	43.6632	-73.4082	484.3492	-56.1475	22.1692	4.7568
2015-08-07 16:36:00	4.108333	-3.977083	-23.929861	CORE_06	CA_even	3.8743	-4.8681	85.5289	-42.0382	19.2497	8.3009	-7.6485	313.3978	-56.1411	23.4061	3.3130
