days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
43.788194	35.702778	15.75	NA	4.1567	3.7482	13.0078	1.0977	2.0867	26.6379	24.8805	30.6126	41.2772	35.6692	36.4976	7.272	9.0448	5.382	3.6675	5.3808	3.817	4.8194	4.74	2.12	32.5958	6.31	2.58	5.7607	2.07	0.85
43.913194	35.827778	15.875	NA	4.1666	3.7627	13.0393	1.1	2.0918	26.6827	24.9206	30.6441	41.3641	35.7158	36.5408	7.2939	9.066	5.3921	3.6743	5.3995	3.8296	4.8321	4.75	2.13	32.6447	6.32	2.58	5.7759	2.08	0.85
44.038194	35.952778	16	NA	4.175	3.7768	13.0692	1.1023	2.0963	26.7271	24.9582	30.675	41.4565	35.7621	36.5819	7.3152	9.0869	5.4021	3.681	5.4178	3.8423	4.8439	4.76	2.13	32.6935	6.34	2.59	5.7909	2.08	0.85
44.163194	36.077778	16.125	NA	4.1831	3.7903	13.1	1.1046	2.1008	26.7729	24.9956	30.7052	41.5551	35.8082	36.6213	7.3357	9.1077	5.4121	3.6876	5.4362	3.855	4.8558	4.78	2.14	32.7430	6.35	2.59	5.8057	2.09	0.85
44.288194	36.202778	16.25	NA	4.1917	3.8033	13.1301	1.1069	2.1056	26.8195	25.0337	30.7345	41.6549	35.8549	36.6597	7.356	9.1286	5.4221	3.6942	5.4549	3.8672	4.8675	4.79	2.14	32.7929	6.37	2.60	5.8205	2.09	0.85
44.413194	36.327778	16.375	NA	4.2004	3.8159	13.1578	1.1094	2.1104	26.8665	25.0726	30.7637	41.7516	35.9025	36.6979	7.3771	9.1497	5.4322	3.7005	5.4739	3.8794	4.8788	4.80	2.14	32.8425	6.39	2.61	5.8355	2.10	0.86
44.538194	36.452778	16.5	NA	4.2087	3.8284	13.1845	1.112	2.1151	26.9139	25.1113	30.7927	41.8445	35.9509	36.7362	7.3977	9.171	5.4425	3.7067	5.4926	3.8916	4.8897	4.81	2.15	32.8916	6.40	2.61	5.8503	2.10	0.86
44.663194	36.577778	16.625	NA	4.2166	3.8407	13.2102	1.1146	2.1201	26.9598	25.1493	30.8214	41.9337	36.0002	36.7756	7.4183	9.1924	5.4547	3.7131	5.5125	3.9038	4.9004	4.81	2.15	32.9400	6.42	2.62	5.8658	2.11	0.86
44.788194	36.702778	16.75	NA	4.2245	3.8527	13.2366	1.1171	2.1251	27.0036	25.1873	30.8497	42.0212	36.0498	36.8147	7.4379	9.2138	5.4687	3.7192	5.5344	3.916	4.9112	4.82	2.16	32.9877	6.43	2.63	5.8817	2.11	0.86
44.913194	36.827778	16.875	NA	4.2328	3.8643	13.2648	1.12	2.1301	27.0452	25.2252	30.8776	42.1055	36.0998	36.8516	7.4573	9.2351	5.4794	3.7253	5.555	3.928	4.9224	4.83	2.16	33.0341	6.45	2.63	5.8967	2.12	0.87
45.038194	36.952778	17	NA	4.241	3.8759	13.2949	1.1231	2.1352	27.0845	25.2628	30.9046	42.1856	36.1497	36.8868	7.4768	9.2566	5.4874	3.7314	5.5735	3.9393	4.9340	4.84	2.17	33.0790	6.46	2.64	5.9108	2.12	0.87
45.163194	37.077778	17.125	NA	4.2498	3.8877	13.3253	1.1263	2.1402	27.122	25.3006	30.9311	42.2629	36.1996	36.9212	7.4964	9.2778	5.4953	3.7372	5.5918	3.9504	4.9459	4.85	2.17	33.1229	6.47	2.64	5.9248	2.13	0.87
45.288194	37.202778	17.25	NA	4.2585	3.8994	13.3543	1.1297	2.145	27.1584	25.3386	30.9575	42.3403	36.2495	36.955	7.516	9.2985	5.5034	3.743	5.6098	3.9615	4.9574	4.87	2.18	33.1666	6.48	2.65	5.9387	2.14	0.87
45.413194	37.327778	17.375	NA	4.2667	3.9111	13.3822	1.133	2.1499	27.1957	25.3761	30.9839	42.4207	36.3002	36.9883	7.5354	9.3189	5.5116	3.7491	5.6274	3.9723	4.9686	4.87	2.18	33.2108	6.50	2.65	5.9524	2.14	0.87
45.538194	37.452778	17.5	NA	4.2747	3.9234	13.4086	1.1363	2.1547	27.2338	25.4131	31.01	42.5034	36.3517	37.0211	7.5548	9.3388	5.52	3.7551	5.6446	3.9829	4.9795	4.88	2.18	33.2555	6.51	2.66	5.9660	2.15	0.88
45.663194	37.577778	17.625	NA	4.2834	3.9356	13.4331	1.1397	2.1591	27.2714	25.4508	31.0358	42.5885	36.4026	37.0534	7.576	9.3617	5.5296	3.7603	5.6612	3.9948	4.9902	4.89	2.19	33.3004	6.53	2.67	5.9806	2.15	0.88
