time	epoch_time	flow	exhaust	p_flow	N2O_ppb	CO2_ppm	CH4_ppb	H2O_ppm	NH3_ppb	bin_INC2	bin_INC_valve	days	sd_flow	sd_exhaust	sd_N2O_ppb	sd_CO2_ppm	sd_CH4_ppb	sd_H2O_ppm	sd_NH3_ppb	rg_flow	rg_exhaust	rg_N2O_ppb	rg_CO2_ppm	rg_CH4_ppb	rg_H2O_ppm	rg_NH3_ppb
2015-09-09 10:12:00	1441793520	374.7731	79.6961	49.1602	432.858	401.043	3984.998	966.396	38.755	1-0-00-0000-0000	1	28.756250	0.1555	0.1005	2.818	0.391	1.224	15.626	0.766	375.0831	79.902	10.578	1.397	3.06	55.104	2.164
2015-09-09 16:12:00	1441815120	374.7911	80.4311	49.1581	424.954	400.206	3985.283	1046.879	36.849	1-0-00-0000-0000	1	29.006250	0.1692	0.1148	3.102	0.48	1.321	20.528	0.775	375.166	80.7235	10.568	1.499	5.376	77.209	2.351
2015-09-09 19:12:00	1441825920	374.8014	79.7871	49.1616	427.205	400.812	3986.107	1024.243	35.51	1-0-00-0000-0000	1	29.131250	0.1555	0.1073	4.499	0.342	1	24.78	0.401	375.2488	80.0239	14.087	1.185	4.178	75.312	1.58
2015-09-09 22:12:00	1441836720	374.8125	79.2015	49.1553	439.865	400.638	3986.426	868.855	32.435	1-0-00-0000-0000	1	29.256250	0.154	0.1237	3.061	0.771	0.651	40.272	0.474	375.1245	79.4848	10.093	2.628	2.136	113.231	1.581
2015-09-10 01:12:00	1441847520	374.7786	79.3252	49.1525	429.549	400.586	3984.9	736.311	29.781	1-0-00-0000-0000	1	29.381250	0.1686	0.1318	2.512	0.216	0.715	42.672	0.444	375.2074	79.6132	8.237	0.872	3.137	129.036	1.663
2015-09-10 04:12:00	1441858320	374.7552	79.4145	49.156	429.909	401.487	3985.738	782.468	29.433	1-0-00-0000-0000	1	29.506250	0.1786	0.1208	2.412	0.483	0.499	33.904	0.5	375.166	79.6773	7.4	1.605	2.168	115.498	1.425
2015-09-10 07:12:00	1441869120	374.7883	79.0109	49.1519	422.087	401.439	3986.668	847.566	28.433	1-0-00-0000-0000	1	29.631250	0.1576	0.1009	2.13	0.219	1.016	30.15	0.463	375.0831	79.2858	8.198	0.659	3.587	103.717	1.68
2015-09-10 10:12:00	1441879920	374.7731	79.2487	49.156	436.442	400.886	3984.542	1098.123	31.557	1-0-00-0000-0000	1	29.756250	0.1579	0.0959	5.278	0.197	0.617	31.492	0.871	375.166	79.4399	16.017	0.647	2.216	111.764	2.405
2015-09-10 13:12:00	1441890720	374.7925	79.5023	49.1609	425.513	400.826	3985.085	982.854	28.732	1-0-00-0000-0000	1	29.881250	0.1474	0.1246	2.443	0.512	0.939	52.234	0.517	375.0417	79.9662	7.238	1.497	3.416	131.543	1.634
2015-09-10 16:12:00	1441901520	374.8049	79.5091	49.1505	425.788	400.519	3985.196	942.507	27.5	1-0-00-0000-0000	1	30.006250	0.1591	0.091	2.351	0.631	2.147	9.587	0.548	375.166	79.6966	6.956	1.96	7.384	34.29	1.657
2015-09-10 19:12:00	1441912320	374.8159	79.3164	49.1595	431.276	401.033	3985.257	913.898	26.769	1-0-00-0000-0000	1	30.131250	0.166	0.0997	2.676	0.419	0.732	28.225	0.539	375.166	79.4912	8.825	1.376	2.269	89.739	2.027
2015-09-10 22:12:00	1441923120	374.7931	79.2977	49.1539	436.16	400.506	3986.404	984.938	26.877	1-0-00-0000-0000	1	30.256250	0.1299	0.0837	3.055	0.211	1.039	24.412	0.353	375.0831	79.5233	10.654	0.844	4.546	60.811	1.073
2015-09-11 01:12:00	1441933920	374.8014	79.3124	49.1553	421.053	400.76	3984.908	702.958	24.185	1-0-00-0000-0000	1	30.381250	0.166	0.0962	3.555	0.409	1.187	21.383	0.303	375.166	79.5618	10	1.367	5.255	77.591	0.834
2015-09-11 04:12:00	1441944720	374.7904	78.9771	49.1519	420.833	400.969	3985.949	546.208	21.421	1-0-00-0000-0000	1	30.506250	0.187	0.0965	1.51	0.355	0.466	15.629	0.666	375.1245	79.2088	6.25	1.15	1.421	51.013	2.13
2015-09-11 07:12:00	1441955520	374.8277	78.6426	49.1546	422.878	400.796	3986.262	637.401	21.958	1-0-00-0000-0000	1	30.631250	0.1958	0.0833	1.923	0.297	0.502	14.713	0.525	375.3317	78.8301	6.519	0.997	1.889	51.819	1.745
2015-09-11 12:06:00	1441973160	374.7821	80.1463	49.1567	406.282	400.915	3985.83	1229.886	25.274	1-0-00-0000-0000	1	30.835417	0.1926	0.118	2.559	0.2	0.725	37.383	0.709	375.4145	80.3833	8.253	0.476	2.18	119.703	2.684
2015-09-11 16:30:00	1441989000	374.8173	79.9345	49.1637	425.817	400.851	3985.712	1022.167	22.456	1-0-00-0000-0000	1	31.018750	0.1672	0.0915	2.84	0.322	0.895	32.226	1.241	375.2902	80.2036	7.53	1.01	3.318	114.481	4.24
2015-09-11 19:30:00	1441999800	374.8028	79.4105	49.1935	423.759	400.78	3985.537	846.086	21.975	1-0-00-0000-0000	1	31.143750	0.1831	0.1281	2.829	0.773	0.501	22.79	0.388	375.2074	79.7351	9.741	2.461	2.235	71.813	1.402
2015-09-11 22:30:00	1442010600	374.7959	79.4743	49.165	420.421	400.777	3985.295	1070.084	23.366	1-0-00-0000-0000	1	31.268750	0.1837	0.099	3.322	0.3	0.97	44.797	0.953	375.2902	79.7351	10.658	1.094	4.434	122.851	2.78
2015-09-12 01:30:00	1442021400	374.7973	79.5472	49.1588	433.497	400.889	3986.19	760.664	19.597	1-0-00-0000-0000	1	31.393750	0.1752	0.1167	1.802	0.323	1.066	20.064	0.752	375.166	79.7993	6.72	1.212	4.693	62.011	2.781
2015-09-12 04:30:00	1442032200	374.7938	79.6941	49.1588	444.012	401.322	3985.385	739.283	19.948	1-0-00-0000-0000	1	31.518750	0.1866	0.1005	3.018	0.185	0.256	37.647	1.01	375.2488	80.0111	10.518	0.76	0.942	122.284	3.45
2015-09-12 07:30:00	1442043000	374.8228	79.5288	49.1532	433.219	401.213	3984.509	945.892	21.301	1-0-00-0000-0000	1	31.643750	0.2064	0.0902	1.944	0.439	0.429	29.642	0.309	375.2488	79.7223	5.782	1.342	1.615	97.774	1.02
2015-09-12 10:30:00	1442053800	374.7911	80.254	49.1588	428.957	400.377	3986.478	992.292	21.088	1-0-00-0000-0000	1	31.768750	0.1645	0.0859	1.666	0.403	0.782	7.536	0.582	375.2488	80.486	4.557	1.349	3.051	27.762	1.919
2015-09-12 13:30:00	1442064600	374.8373	81.2724	49.163	437.284	400.977	3986.958	1168.236	21.416	1-0-00-0000-0000	1	31.893750	0.2365	0.17	4.44	0.316	0.357	27.525	0.443	375.4974	81.7055	14.734	1.104	1.221	93.854	1.519
2015-09-12 16:30:00	1442075400	374.8083	81.9055	49.165	418.865	400.823	3986.476	1166.008	21.354	1-0-00-0000-0000	1	32.018750	0.1419	0.0968	4.729	0.282	0.534	25.216	0.895	375.0831	82.1226	14.482	0.849	1.663	90.785	2.708
2015-09-12 19:30:00	1442086200	374.8449	81.2105	49.163	437.48	400.943	3986.109	1225.645	21.622	1-0-00-0000-0000	1	32.143750	0.1639	0.0867	2.435	0.65	0.707	21.051	0.366	375.1245	81.4423	8.17	1.997	2.553	61.315	1.132
2015-09-12 22:30:00	1442097000	374.838	80.8721	49.1616	436.038	400.83	3986.954	976.902	20.212	1-0-00-0000-0000	1	32.268750	0.1839	0.0984	2.187	0.25	1.03	36.154	0.468	375.2488	81.0572	6.59	0.714	3.639	124.805	1.43
2015-09-13 01:30:00	1442107800	374.8394	80.7427	49.1602	430.961	401.449	3986.032	1082.834	19.903	1-0-00-0000-0000	1	32.393750	0.1924	0.0972	2.616	0.392	0.479	33.241	0.835	375.3317	80.9931	8.345	1.118	1.604	140.973	2.771
2015-09-13 04:30:00	1442118600	374.8435	80.9634	49.1574	426.62	400.64	3985.344	1044.665	18.979	1-0-00-0000-0000	1	32.518750	0.1506	0.0801	1.479	0.206	0.805	32.604	0.706	375.2074	81.1407	5.032	0.691	2.75	112.734	2.119
2015-09-13 07:30:00	1442129400	374.8063	81.553	49.1595	443.318	400.912	3985.957	1054.658	18.927	1-0-00-0000-0000	1	32.643750	0.1828	0.0915	2.333	0.41	0.524	32.526	0.397	375.2902	81.7119	6.47	1.464	1.623	124.126	1.288
2015-09-13 10:30:00	1442140200	374.7862	82.7575	49.1664	429.561	400.987	3987.402	994.288	18.433	1-0-00-0000-0000	1	32.768750	0.1714	0.0984	4.335	0.441	1.197	29.301	0.527	375.166	82.9442	12.336	1.388	5.331	115.396	1.952
2015-09-13 13:30:00	1442151000	374.7897	83.3494	49.1644	419.378	400.988	3984.911	1250.987	19.52	1-0-00-0000-0000	1	32.893750	0.2316	0.0941	2.501	0.567	1.097	35.342	0.621	375.3731	83.5731	7.355	1.892	3.132	109.08	2.156
2015-09-13 16:30:00	1442161800	374.8774	82.7167	49.1602	428.26	401.014	3985.698	1502.498	20.859	1-0-00-0000-0000	1	33.018750	0.1748	0.093	1.121	0.648	0.174	40.004	0.69	375.3317	82.957	4.939	2.109	0.708	114.936	2.571
2015-09-13 19:30:00	1442172600	374.7593	83.5699	49.1595	418.965	400.71	3986.249	1378.453	19.719	1-0-00-0000-0000	1	33.143750	0.212	0.092	1.051	0.392	0.632	41.707	0.368	375.1245	83.7785	4.087	1.317	2.397	124.37	1.247
2015-09-13 22:30:00	1442183400	374.8152	83.7715	49.1664	428.232	400.679	3985.372	993.22	16.598	1-0-00-0000-0000	1	33.268750	0.1737	0.094	1.886	0.246	0.26	26.196	0.245	375.166	84.0288	6.058	0.871	0.95	84.123	1.059
2015-09-14 01:30:00	1442194200	374.847	84.4289	49.1644	433.001	400.806	3986.157	1120.241	17.639	1-0-00-0000-0000	1	33.393750	0.175	0.1296	3.963	0.329	0.624	40.783	0.265	375.2902	84.7284	11.654	0.906	2.22	141.867	0.851
2015-09-14 04:30:00	1442205000	374.8152	84.876	49.1657	406.013	400.521	3986.308	1136.809	18.071	1-0-00-0000-0000	1	33.518750	0.1665	0.0957	4.32	0.536	1.007	31.77	0.259	375.2074	85.1071	11.855	1.723	4.719	98.196	0.682
2015-09-14 07:30:00	1442215800	374.8201	84.0375	49.1609	431.085	401.35	3986.185	1154.742	17.32	1-0-00-0000-0000	1	33.643750	0.195	0.1018	3.097	0.239	0.993	30.174	0.481	375.2074	84.2791	10.263	0.777	4.483	85.366	1.679
2015-09-14 14:06:00	1442239560	374.8394	83.4447	49.1588	428.22	400.671	3986.239	1367.842	18.181	1-0-00-0000-0000	1	33.918750	0.1743	0.0925	1.743	0.128	0.476	22.783	0.42	375.2488	83.6887	5.927	0.477	1.597	84.493	1.502
2015-09-14 17:06:00	1442250360	374.7883	83.6358	49.1609	416.892	400.641	3986.809	1437.41	18.651	1-0-00-0000-0000	1	34.043750	0.1781	0.1022	0.959	0.366	0.487	34.462	0.803	375.2902	83.8234	3.455	1.239	1.936	133.116	2.284
2015-09-14 20:06:00	1442261160	374.8139	82.6813	49.1664	424.622	400.863	3986.927	1391.948	17.988	1-0-00-0000-0000	1	34.168750	0.1998	0.0886	2.026	0.319	0.741	49.609	0.724	375.3317	82.8671	7.183	1.116	2.659	150.07	2.619
2015-09-14 23:06:00	1442271960	374.8456	82.4139	49.1616	428.187	400.616	3986.501	1586.14	18.867	1-0-00-0000-0000	1	34.293750	0.1996	0.0898	2.074	0.255	0.342	24.479	0.437	375.3317	82.5719	6.535	0.761	1.229	81.87	1.689
2015-09-15 02:06:00	1442282760	374.8125	82.3401	49.1602	431.353	400.856	3987.103	1206.262	16.893	1-0-00-0000-0000	1	34.418750	0.1831	0.1141	0.762	0.53	0.602	29.445	0.203	375.2488	82.527	2.455	1.796	2.481	93.54	0.802
2015-09-15 05:06:00	1442293560	374.818	82.7452	49.1692	419.339	400.467	3986.95	1172.779	17.141	1-0-00-0000-0000	1	34.543750	0.1526	0.0883	4.736	0.147	0.478	24.403	0.511	375.2902	82.8928	15.434	0.527	2.031	87.318	1.65
2015-09-15 08:06:00	1442304360	374.8256	82.9264	49.1664	407.932	400.552	3985.665	1170.311	16.577	1-0-00-0000-0000	1	34.668750	0.1654	0.0886	1.681	0.397	0.929	40.907	0.581	375.2488	83.1367	4.907	1.469	3.103	118.733	1.97
2015-09-15 11:06:00	1442315160	374.7925	83.4067	49.1692	427.422	400.66	3986.731	1413.864	17.204	1-0-00-0000-0000	1	34.793750	0.1874	0.0806	0.662	0.277	0.741	36.86	0.569	375.166	83.5731	2.369	0.923	2.76	136.719	2.045
2015-09-15 14:06:00	1442325960	374.8284	83.4785	49.1699	428.005	400.879	3987.796	1167.925	15.743	1-0-00-0000-0000	1	34.918750	0.1651	0.1177	2.651	0.341	0.303	23.658	0.979	375.2074	83.7785	8.085	1.111	0.904	70.887	2.953
2015-09-15 17:06:00	1442336760	374.7828	83.304	49.1644	421.931	400.642	3986.396	1349.712	16.548	1-0-00-0000-0000	1	35.043750	0.1603	0.0963	2.359	0.595	0.727	34.765	0.66	375.2074	83.6373	7.571	1.919	3.173	84.589	2.196
2015-09-15 20:06:00	1442347560	374.829	83.4366	49.1616	429.996	400.821	3985.269	1343.475	16.233	1-0-00-0000-0000	1	35.168750	0.1941	0.087	6.412	0.402	0.642	22.072	0.552	375.3731	83.5988	20.996	1.144	2.61	80.818	1.628
2015-09-15 23:06:00	1442358360	374.8056	84.0328	49.1657	423.211	400.836	3986.077	1345.785	15.871	1-0-00-0000-0000	1	35.293750	0.1551	0.108	2.912	0.368	0.88	58.867	0.612	375.2074	84.3241	10.978	1.145	3.336	154.668	2.065
2015-09-16 02:06:00	1442369160	374.749	84.8671	49.1678	425.648	401.216	3987.261	1358.563	15.712	1-0-00-0000-0000	1	35.418750	0.2218	0.0945	1.924	0.4	0.508	31.613	0.658	375.4559	85.152	6.343	1.337	2.49	139.497	2.508
2015-09-16 05:06:00	1442379960	374.8042	85.1449	49.1706	420.309	400.973	3985.86	1214.521	14.608	1-0-00-0000-0000	1	35.543750	0.1732	0.1194	4.067	0.427	0.521	37.124	0.398	375.166	85.3766	15.228	1.285	2.111	102.492	1.447
2015-09-16 08:06:00	1442390760	374.8277	85.0858	49.1699	416.359	400.712	3986.823	1421.236	15.233	1-0-00-0000-0000	1	35.668750	0.1807	0.1283	2.083	0.582	0.391	51.595	0.559	375.166	85.351	6.289	1.686	1.548	162.65	2.092
2015-09-16 11:06:00	1442401560	374.798	86.5091	49.1685	423.91	401.038	3986.876	1277.262	14.477	1-0-00-0000-0000	1	35.793750	0.1792	0.0879	2.019	0.161	1.421	25.104	0.676	375.2074	86.7373	6.716	0.51	5.527	81.375	1.8
2015-09-16 14:06:00	1442412360	374.8422	86.399	49.1713	408.493	400.801	3985.765	1582.252	16.207	1-0-00-0000-0000	1	35.918750	0.1624	0.0969	3.989	0.405	0.376	40.624	0.358	375.166	86.5961	12.622	1.496	1.375	120.513	1.334
2015-09-16 17:06:00	1442423160	374.8263	86.5507	49.1685	407.182	400.664	3986.361	1383.954	14.923	1-0-00-0000-0000	1	36.043750	0.1679	0.0832	1.569	0.441	0.875	42.879	0.848	375.1245	86.7565	5.359	1.518	2.776	128.832	2.588
2015-09-16 20:06:00	1442433960	374.8173	85.9302	49.1734	412.321	401.081	3987.229	1119.969	13.975	1-0-00-0000-0000	1	36.168750	0.1901	0.0838	1.054	0.454	0.476	29.973	0.699	375.3317	86.0762	3.281	1.33	1.689	91.504	2.317
2015-09-16 23:06:00	1442444760	374.8359	85.6786	49.1664	401.842	401.405	3986.315	1537.165	15.302	1-0-00-0000-0000	1	36.293750	0.1736	0.1116	1.922	0.202	1.497	31.499	0.238	375.2902	85.9286	6.984	0.635	6.758	87.453	0.841
2015-09-17 02:06:00	1442455560	374.8028	85.7615	49.165	422.065	400.813	3985.596	1652.739	15.851	1-0-00-0000-0000	1	36.418750	0.1831	0.1108	4.299	0.26	0.732	23.636	0.419	375.2488	86.0056	14.127	0.822	2.415	86.058	1.513
2015-09-17 05:06:00	1442466360	374.7973	85.7204	49.1623	420.565	400.719	3986.285	1248.964	14.835	1-0-00-0000-0000	1	36.543750	0.1915	0.1066	1.467	0.232	0.815	31.767	0.16	375.4145	86.012	5.188	0.879	2.701	109.451	0.666
2015-09-17 08:06:00	1442477160	374.809	86.4824	49.163	417.537	401.061	3986.434	1214.256	14.161	1-0-00-0000-0000	1	36.668750	0.1808	0.0875	1.759	0.417	0.958	35.559	0.603	375.2488	86.6731	4.763	1.28	3.375	93.645	1.868
2015-09-17 11:06:00	1442487960	374.8415	87.9775	49.1685	412.248	401.45	3986.927	1074.293	13.949	1-0-00-0000-0000	1	36.793750	0.1848	0.1031	1.714	0.382	0.707	20.838	0.746	375.5388	88.2327	5.461	1.168	2.462	77.43	2.173
2015-09-17 14:06:00	1442498760	374.7966	86.1913	49.165	416.47	400.863	3985.768	1230.237	13.545	1-0-00-0000-0000	1	36.918750	0.176	0.1051	2.311	0.529	1.411	49.337	0.537	375.166	86.4741	8.505	1.764	5.538	125.349	1.737
2015-09-17 17:06:00	1442509560	374.8601	84.0143	49.1664	443.104	400.407	3985.763	967.962	11.907	1-0-00-0000-0000	1	37.043750	0.1618	0.1177	2.064	0.211	0.414	11.249	0.665	375.2902	84.2727	6.344	0.858	1.609	37.322	2.236
2015-09-17 20:06:00	1442520360	374.8366	83.3259	49.165	436.703	400.819	3985.413	1338.35	13.572	1-0-00-0000-0000	1	37.168750	0.1566	0.0817	1.13	0.257	0.961	28.095	0.709	375.1245	83.5346	4.012	0.848	3.567	79.846	1.981
2015-09-17 23:06:00	1442531160	374.8076	83.002	49.1567	442.249	400.526	3984.902	1350.882	13.714	1-0-00-0000-0000	1	37.293750	0.1707	0.0888	3.365	0.472	0.728	50.879	0.273	375.2488	83.1752	8.888	1.713	2.989	178.455	0.931
2015-09-18 02:06:00	1442541960	374.7869	82.8067	49.1553	425.648	400.718	3985.718	1259.308	12.828	1-0-00-0000-0000	1	37.418750	0.2095	0.1204	3.25	0.527	0.576	15.808	0.275	375.2488	83.0725	10.847	1.54	2.414	65.369	1.115
2015-09-18 05:06:00	1442552760	374.8187	83.0082	49.1685	432.527	401.058	3985.173	1312.675	13.81	1-0-00-0000-0000	1	37.543750	0.1473	0.0989	2.63	0.308	0.724	23.748	0.277	375.166	83.3036	8.542	1.111	2.395	67.86	0.912
2015-09-18 08:06:00	1442563560	374.7738	82.8205	49.1762	431.12	400.806	3985.797	1420.342	13.988	1-0-00-0000-0000	1	37.668750	0.1257	0.1319	1.91	0.249	0.6	25.651	0.319	375.0831	83.1367	6.538	0.763	1.956	87.136	1.117
2015-09-18 11:06:00	1442574360	374.8228	83.5313	49.1623	444.812	401.084	3985.672	1589.289	13.49	1-0-00-0000-0000	1	37.793750	0.2065	0.1128	1.261	0.299	0.683	68.691	0.575	375.3731	83.817	4.662	1.046	2.228	196.497	1.873
2015-09-18 14:06:00	1442585160	374.8435	83.1495	49.1664	398.827	400.914	3985.806	1657.766	14.319	1-0-00-0000-0000	1	37.918750	0.1695	0.1266	2.313	0.209	0.481	31.988	0.762	375.166	83.4897	8.488	0.766	1.75	109.454	2.456
2015-09-18 17:06:00	1442595960	374.8187	82.381	49.163	440.211	400.761	3986.269	1122.976	11.505	1-0-00-0000-0000	1	38.043750	0.1666	0.0936	2.564	0.528	0.884	32.588	0.871	375.1245	82.5976	7.107	1.879	2.307	105.521	2.675
2015-09-18 20:06:00	1442606760	374.7849	81.7847	49.1581	433.288	400.852	3985.911	1545.875	13.432	1-0-00-0000-0000	1	38.168750	0.1765	0.113	2.939	0.135	2.122	52.069	0.434	375.1245	82.0713	11.284	0.577	8.627	187.874	1.41
2015-09-18 23:06:00	1442617560	374.7835	81.4879	49.1616	439.516	400.663	3985.984	1358.051	13.348	1-0-00-0000-0000	1	38.293750	0.1553	0.0952	0.797	0.287	0.444	15.492	0.631	375.2074	81.6862	2.317	0.98	1.972	39.55	2.352
2015-09-19 02:06:00	1442628360	374.8152	81.507	49.165	441.051	400.751	3986.271	1178.825	11.901	1-0-00-0000-0000	1	38.418750	0.1621	0.1172	1.132	0.423	1.791	43.399	0.615	375.0831	81.7504	4.161	1.113	7.224	153.989	2.192
2015-09-19 05:06:00	1442639160	374.7925	81.6716	49.1623	448.052	400.701	3985.785	850.852	10.408	1-0-00-0000-0000	1	38.543750	0.1742	0.1064	0.974	0.291	0.184	28.667	0.734	375.166	81.9301	3.885	0.93	0.641	89.592	2.371
2015-09-19 08:06:00	1442649960	374.8284	82.2004	49.1637	440.756	400.913	3986.373	1263.991	12.174	1-0-00-0000-0000	1	38.668750	0.1559	0.0915	5.43	0.149	0.681	32.79	0.823	375.166	82.4692	19.997	0.669	2.523	92.355	2.793
2015-09-19 11:06:00	1442660760	375.0389	80.5916	49.7205	440.296	400.726	3985.687	1193.92	12.58	1-0-00-0000-0000	1	38.793750	0.8432	0.5855	2.035	0.287	1.343	33.867	1.249	378.3143	81.5899	7.934	0.826	3.481	86.815	3.323
2015-09-19 14:06:00	1442671560	374.8007	80.7988	49.1602	418.934	400.76	3986.63	1475.211	13.262	1-0-00-0000-0000	1	38.918750	0.1542	0.1436	1.29	0.147	1.096	50.472	0.685	375.4145	81.0701	4.221	0.494	3.545	154.896	2.79
2015-09-19 17:06:00	1442682360	374.8221	80.3724	49.1602	435.9	401.487	3985.724	1535.186	12.557	1-0-00-0000-0000	1	39.043750	0.1526	0.1053	1.397	0.372	1.138	35.137	0.512	375.0831	80.6144	5.883	1.255	3.816	115.193	1.937
2015-09-19 20:06:00	1442693160	374.8408	79.8852	49.1609	435.604	401.36	3985.621	1037.798	11.522	1-0-00-0000-0000	1	39.168750	0.161	0.1557	1.38	0.525	0.9	30.987	0.546	375.2074	80.4668	5.558	1.869	4.005	99.125	1.649
2015-09-19 23:06:00	1442703960	374.8049	79.561	49.1637	421.403	400.675	3986.222	1550.596	12.631	1-0-00-0000-0000	1	39.293750	0.1721	0.1075	1.812	0.8	0.386	25.709	0.524	375.1245	79.8763	6.675	2.727	1.413	78.824	1.592
2015-09-20 02:06:00	1442714760	374.8035	79.5496	49.1713	444.728	401.023	3984.878	1623.522	13.108	1-0-00-0000-0000	1	39.418750	0.1492	0.0969	2.861	0.636	1.069	34.929	0.315	375.0831	79.7544	11.54	2.049	3.216	118.177	1.11
2015-09-20 05:06:00	1442725560	374.8007	79.2517	49.1616	423.719	400.972	3986.201	1253.49	11.681	1-0-00-0000-0000	1	39.543750	0.1675	0.0828	2.385	0.339	0.518	17.694	0.32	375.3731	79.4591	7.924	1.16	2.054	59.558	1.523
2015-09-20 08:06:00	1442736360	374.7883	78.708	49.1637	435.291	401.002	3986.467	1407.624	12.066	1-0-00-0000-0000	1	39.668750	0.1645	0.0977	2.382	0.22	0.868	40.744	0.418	375.1245	78.9457	7.599	0.751	3.365	123.519	1.402
2015-09-20 11:06:00	1442747160	374.7821	78.7595	49.1685	451.935	400.947	3986.27	1306.365	11.613	1-0-00-0000-0000	1	39.793750	0.1692	0.1311	1.165	0.319	0.483	20.81	0.512	375.1245	79.2152	4.054	1.322	1.8	70.752	1.671
2015-09-20 14:06:00	1442757960	375.4566	78.9879	49.9274	428.171	401.091	3986.187	1309.708	11.535	1-0-00-0000-0000	1	39.918750	1.675	0.6033	1.911	0.424	0.986	31.7	0.486	380.7584	82.2446	6.21	1.305	3.583	103.733	1.71
2015-09-20 17:06:00	1442768760	374.7586	79.1202	49.1539	438.084	400.894	3986.65	1407.952	12.27	1-0-00-0000-0000	1	40.043750	0.1738	0.0969	3.273	0.28	0.965	25.581	0.495	375.0831	79.3564	10.103	0.994	3.033	84.746	1.712
2015-09-20 20:06:00	1442779560	374.8256	79.0107	49.1637	439.321	401.014	3987.024	1568.372	12.682	1-0-00-0000-0000	1	40.168750	0.1979	0.1201	3.623	0.55	0.729	46.256	0.267	375.2074	79.3436	11.295	1.614	2.72	151.751	0.903
2015-09-20 23:06:00	1442790360	374.7786	79.0055	49.1574	439.853	401.156	3986.583	1419.389	12.393	1-0-00-0000-0000	1	40.293750	0.1536	0.1181	4.219	0.26	0.319	60.695	0.573	375.1245	79.2987	13.058	0.911	0.945	205.287	1.706
2015-09-21 02:06:00	1442801160	374.7579	79.453	49.163	443.835	401.355	3986.028	1478.685	11.732	1-0-00-0000-0000	1	40.418750	0.1614	0.1567	1.51	0.387	1.041	39.595	0.231	375.1245	79.7479	5.256	1.397	4.08	111.217	0.853
2015-09-21 05:06:00	1442811960	374.8194	79.9958	49.1623	433.991	401.038	3985.934	1360.636	11.426	1-0-00-0000-0000	1	40.543750	0.1508	0.1688	1.557	0.528	0.579	29.434	0.449	375.166	80.3962	5.044	1.714	1.738	102.128	1.264
2015-09-21 08:06:00	1442822760	374.7925	80.3271	49.1574	420.985	401.185	3986.025	1237.474	11.189	1-0-00-0000-0000	1	40.668750	0.1878	0.182	1.156	0.374	0.58	22.46	0.835	375.2074	81.1728	5.123	1.142	1.557	71.317	2.802
