time	epoch_time	flow	exhaust	p_flow	N2O_ppb	CO2_ppm	CH4_ppb	H2O_ppm	NH3_ppb	bin_INC2	bin_INC_valve	days	sd_flow	sd_exhaust	sd_N2O_ppb	sd_CO2_ppm	sd_CH4_ppb	sd_H2O_ppm	sd_NH3_ppb	rg_flow	rg_exhaust	rg_N2O_ppb	rg_CO2_ppm	rg_CH4_ppb	rg_H2O_ppm	rg_NH3_ppb
2015-08-24 03:54:00	1440388440	374.7897	76.7212	49.1616	425.461	400.97	3985.506	3152.264	9.939	1-0-00-0000-0000	1	12.493750	0.2004	0.1014	2.497	0.17	0.793	135.135	0.671	375.2074	76.9432	6.683	0.594	2.508	425.377	2.148
2015-08-24 06:54:00	1440399240	374.7773	76.5554	49.165	412.878	401.049	3986.027	3404.866	10.295	1-0-00-0000-0000	1	12.618750	0.1963	0.1159	1.228	0.276	0.629	252.19	0.448	375.4145	76.7699	4.287	0.995	2.04	777.572	1.557
2015-08-24 09:54:00	1440410040	374.7973	76.8522	49.1734	428.094	401.643	3985.156	4345.057	11.062	1-0-00-0000-0000	1	12.743750	0.2066	0.1241	2.57	0.463	0.66	204.732	0.593	375.2488	77.1422	7.364	1.632	2.519	662.977	1.699
2015-08-24 12:54:00	1440420840	374.8187	77.7886	49.1734	425.158	400.976	3985.708	3753.898	11.218	1-0-00-0000-0000	1	12.868750	0.1921	0.1224	4.586	0.1	0.711	188.707	0.54	375.2074	78.1113	16.211	0.286	2.221	569.829	1.852
2015-08-26 15:42:00	1440603720	374.8284	77.8575	49.1685	412.431	400.399	3986.19	6774.524	17.84	1-0-00-0000-0000	1	14.985417	0.1754	0.1054	2.246	0.28	0.66	159.355	0.34	375.2488	78.0471	8.109	0.804	2.709	489.862	0.978
2015-08-26 18:42:00	1440614520	374.8063	77.688	49.1616	426.905	401.138	3985.368	5529.704	14.966	1-0-00-0000-0000	1	15.110417	0.2094	0.102	1.929	0.204	0.896	138.989	0.562	375.2488	77.9252	6.119	0.733	3.714	395.706	1.885
2015-08-26 21:42:00	1440625320	374.8166	77.4554	49.1664	411.405	400.582	3985.674	3651.966	12.397	1-0-00-0000-0000	1	15.235417	0.1701	0.1007	3.963	0.342	0.708	62.954	0.267	375.166	77.707	12.535	1.215	2.691	219.896	0.867
2015-08-27 00:42:00	1440636120	374.778	77.2684	49.1616	421.756	400.539	3986.502	4415.031	13.556	1-0-00-0000-0000	1	15.360417	0.1716	0.0855	2.335	0.246	0.331	211.18	0.437	375.2488	77.4374	8.055	0.906	1.147	677.211	1.533
2015-08-27 03:42:00	1440646920	374.7897	77.3206	49.165	420.027	400.846	3986.14	4090.882	12.158	1-0-00-0000-0000	1	15.485417	0.1931	0.1202	1.724	0.246	0.505	172.49	0.361	375.166	77.6749	5.269	0.95	2.103	532.773	1.27
2015-08-27 06:42:00	1440657720	374.7814	77.1299	49.1692	415.973	401.174	3985.486	5295.016	13.291	1-0-00-0000-0000	1	15.610417	0.1638	0.113	1.626	0.285	0.404	86.606	0.329	375.2074	77.3668	5.77	0.815	1.529	275.679	1.12
2015-08-27 09:42:00	1440668520	374.7455	77.2968	49.1602	424.561	401.205	3986.459	4463.007	12.234	1-0-00-0000-0000	1	15.735417	0.1678	0.0844	2.996	0.354	0.73	110.056	0.626	375.1245	77.5786	8.741	1.14	1.94	340.575	1.859
2015-08-27 12:42:00	1440679320	374.7793	78.5435	49.1706	428.06	400.594	3986.572	3925.413	11.306	1-0-00-0000-0000	1	15.860417	0.1574	0.1115	3.265	0.401	0.618	68.668	0.287	375.2074	78.7275	10.309	1.372	1.799	225.031	0.998
2015-08-27 18:30:00	1440700200	374.8353	78.9675	49.1678	433.144	401.04	3987.01	6183.163	14.073	1-0-00-0000-0000	1	16.102083	0.2095	0.1198	1.403	0.404	0.254	64.926	0.348	375.2488	79.3372	4.908	1.633	0.899	170.566	1.086
2015-08-27 21:30:00	1440711000	374.8408	77.1881	49.1644	411.793	400.922	3986.369	3891.852	10.239	1-0-00-0000-0000	1	16.227083	0.179	0.103	1.155	0.245	1.668	118.733	0.939	375.2902	77.4117	3.493	0.814	6.742	384.078	2.759
2015-08-28 00:30:00	1440721800	374.7697	76.6477	49.1616	427.709	401.087	3986.002	3132.998	9.995	1-0-00-0000-0000	1	16.352083	0.1725	0.1037	3.442	0.418	0.747	206.259	0.353	375.1245	76.9432	10.407	1.278	2.529	662.058	1.207
2015-08-28 03:30:00	1440732600	374.7517	75.8953	49.1623	413.853	401.055	3985.683	3612.416	10.168	1-0-00-0000-0000	1	16.477083	0.168	0.0959	1.446	0.307	1.388	145.877	0.522	375.0831	76.1217	5.328	1.106	5.39	491.299	1.776
2015-08-28 06:30:00	1440743400	374.8035	75.3305	49.1692	416.45	401.744	3986.21	4957.945	11.358	1-0-00-0000-0000	1	16.602083	0.1778	0.1097	3.323	0.585	1.014	179.987	0.326	375.166	75.6275	9.499	2.161	3.909	574.739	1.113
2015-08-28 09:30:00	1440754200	374.7628	75.2437	49.1692	421.666	401.502	3985.477	3394.82	9.798	1-0-00-0000-0000	1	16.727083	0.1652	0.1123	1.332	0.327	0.842	185.94	0.248	375.0417	75.6403	4.236	1.244	2.389	614.001	1.046
2015-08-28 12:30:00	1440765000	374.8132	75.9884	49.1741	411.184	401.526	3986.061	4112.02	10.329	1-0-00-0000-0000	1	16.852083	0.175	0.0897	2.419	0.233	1.018	124.486	0.334	375.1245	76.1987	7.81	0.798	4.362	397.512	1.187
2015-08-28 15:30:00	1440775800	374.8456	76.6339	49.1789	435.721	400.769	3986.135	5019.126	12.006	1-0-00-0000-0000	1	16.977083	0.2175	0.1286	1.183	0.351	1.081	206.569	0.729	375.2488	77.0587	4.459	1.149	4.087	656.472	2.791
2015-08-28 18:30:00	1440786600	374.8801	75.9561	49.1762	419.53	400.958	3986.777	5256.242	10.867	1-0-00-0000-0000	1	17.102083	0.2249	0.1298	2.253	0.161	1.692	216.727	0.47	375.3731	76.2244	6.934	0.616	6.789	676.389	1.464
2015-08-28 21:30:00	1440797400	374.7931	74.224	49.1678	416.509	400.79	3985.984	4549.367	9.964	1-0-00-0000-0000	1	17.227083	0.158	0.1216	2.223	0.287	0.758	110.494	0.269	375.1245	74.4722	8.197	0.856	2.802	349.664	0.797
2015-08-29 00:30:00	1440808200	374.7966	73.9577	49.1671	408.904	400.768	3985.286	3528.113	9.38	1-0-00-0000-0000	1	17.352083	0.1635	0.1156	2.721	0.58	0.866	91.032	0.365	375.1245	74.2284	8.294	1.637	2.541	286.045	1.357
2015-08-29 03:30:00	1440819000	374.7945	73.689	49.1741	425.864	401.873	3985.966	3096.212	8.015	1-0-00-0000-0000	1	17.477083	0.1973	0.097	1.985	0.191	0.555	150.965	0.892	375.3317	73.901	5.732	0.587	1.574	474.678	2.863
2015-08-29 06:30:00	1440829800	374.838	73.8689	49.1713	411.448	400.988	3986.486	3431.701	8.252	1-0-00-0000-0000	1	17.602083	0.1756	0.1341	2.398	0.167	1.66	182.885	0.651	375.2902	74.3439	6.88	0.57	6.844	591.267	1.583
2015-08-29 09:30:00	1440840600	374.8249	73.9365	49.1727	399.661	401.058	3986.038	3773.299	8.896	1-0-00-0000-0000	1	17.727083	0.1936	0.1246	2.063	0.509	0.646	193.615	0.328	375.4145	74.1898	6.277	1.536	2.957	636.113	1.094
2015-08-29 12:30:00	1440851400	374.8815	75.0656	49.1699	410.806	401.513	3986.74	4541.805	11.081	1-0-00-0000-0000	1	17.852083	0.1684	0.1135	0.881	0.459	0.503	196.389	0.44	375.2488	75.3836	2.788	1.62	1.859	630.185	1.515
2015-08-29 15:30:00	1440862200	374.8256	75.4676	49.1748	419.837	400.656	3986.42	3606.891	9.162	1-0-00-0000-0000	1	17.977083	0.2335	0.1226	1.968	0.308	1.985	123.795	0.421	375.8288	75.8201	6.63	0.978	7.239	411.605	1.37
2015-08-29 18:30:00	1440873000	374.8318	75.7979	49.1616	421.346	400.687	3986.709	4435.926	9.411	1-0-00-0000-0000	1	18.102083	0.1874	0.101	2.53	0.407	0.354	129.72	0.631	375.2074	76.0062	8.14	1.317	1.311	412.828	1.918
2015-08-29 21:30:00	1440883800	374.7738	74.3812	49.1685	411.788	401.217	3986.581	4442.233	9.579	1-0-00-0000-0000	1	18.227083	0.1798	0.2456	0.964	0.454	0.825	190.067	0.607	375.2902	75.1654	3.421	1.811	3.246	576.695	2.628
2015-08-30 00:30:00	1440894600	374.7496	74.8553	49.1706	415.567	401.2	3986.714	3344.12	9.354	1-0-00-0000-0000	1	18.352083	0.1649	0.123	2.806	0.297	0.74	179.332	0.558	375.0831	75.1911	8.173	1.153	1.921	584.468	1.754
2015-08-30 03:30:00	1440905400	374.7745	74.6971	49.1678	419.353	401.458	3984.792	3720.898	9.509	1-0-00-0000-0000	1	18.477083	0.2166	0.1566	1.288	0.652	0.314	117.145	0.841	375.2074	75.0948	3.737	2.113	1.152	382.546	2.135
2015-08-30 06:30:00	1440916200	374.7793	74.3343	49.1755	413.569	401.061	3983.715	3316.841	9.396	1-0-00-0000-0000	1	18.602083	0.1583	0.0999	2.917	0.323	1.783	187.638	0.965	375.1245	74.607	9.738	1.045	6.005	640.1	2.967
2015-08-30 09:30:00	1440927000	374.8042	74.5001	49.181	410.889	401.651	3985.433	3467.139	9.738	1-0-00-0000-0000	1	18.727083	0.207	0.1236	2.425	0.146	0.533	138.518	0.775	375.2902	74.9151	7.714	0.499	2.327	457.693	2.976
2015-08-30 12:30:00	1440937800	374.8953	76.2215	49.1782	420.214	401.276	3986.958	4499.065	11.363	1-0-00-0000-0000	1	18.852083	0.2129	0.119	2.707	0.484	0.362	94.365	0.358	375.7459	76.494	6.838	1.555	1.517	302.975	1.246
2015-08-30 15:30:00	1440948600	374.8774	76.899	49.1768	409.345	401.18	3985.465	3661.085	9.996	1-0-00-0000-0000	1	18.977083	0.1938	0.1271	1.996	0.357	0.641	270.571	0.324	375.2074	77.1229	7.808	0.945	2.338	867.597	1.055
2015-08-30 18:30:00	1440959400	374.9022	76.667	49.1817	417.034	401.404	3986.213	4595.925	11.142	1-0-00-0000-0000	1	19.102083	0.1802	0.123	2.329	0.243	0.467	82.932	0.407	375.2902	76.9176	8.214	0.774	2.052	282.449	1.227
2015-08-30 21:30:00	1440970200	374.8435	75.9641	49.1782	410.876	401.111	3985.899	4095.932	10.464	1-0-00-0000-0000	1	19.227083	0.1777	0.1585	3.598	0.102	2.042	92.224	0.424	375.2902	76.3592	10.54	0.404	7.15	331.111	1.502
2015-08-31 00:30:00	1440981000	374.8256	75.382	49.1692	407.311	401.016	3986.005	3445.183	9.425	1-0-00-0000-0000	1	19.352083	0.1647	0.1448	1.105	0.329	1.176	178.476	0.352	375.2902	75.7559	3.841	0.975	5.09	606.698	1.341
2015-08-31 03:30:00	1440991800	374.8118	76.2906	49.172	410.583	401.224	3985.257	3312.294	9.469	1-0-00-0000-0000	1	19.477083	0.1556	0.114	2.19	0.396	0.472	201.761	0.207	375.2074	76.5517	6.804	1.334	2.321	656.238	0.672
2015-08-31 06:30:00	1441002600	374.8311	76.2723	49.172	414.528	401.394	3985.775	2796.256	8.372	1-0-00-0000-0000	1	19.602083	0.1829	0.1219	1.926	0.567	1.25	155.781	0.286	375.2488	76.5389	6.225	2.011	5.202	491.394	1.241
2015-08-31 21:48:00	1441057680	374.8339	78.4175	49.1671	418.891	401.13	3986.599	6351.771	1003.375	1-0-00-0000-0000	1	20.239583	0.183	0.1059	2.221	0.388	0.836	58.738	6.366	375.3731	78.6504	6.601	1.356	2.904	177.93	19.936
2015-09-01 00:48:00	1441068480	374.8394	78.0901	49.1512	413.492	400.987	3986.238	3706.209	680.702	1-0-00-0000-0000	1	20.364583	0.1748	0.131	1.455	0.323	0.647	121.28	21.464	375.2074	78.4001	3.878	1.096	2.907	436.918	70.477
2015-09-01 03:48:00	1441079280	374.7925	78.3029	49.1519	428.81	401.368	3986.238	5370.365	728.323	1-0-00-0000-0000	1	20.489583	0.1847	0.0928	1.859	0.659	0.945	121.353	15.331	375.166	78.5349	7.554	2.139	3.73	373.348	50.217
2015-09-01 06:48:00	1441090080	374.8042	77.9034	49.1525	413.623	401.004	3985.37	4488.628	527.037	1-0-00-0000-0000	1	20.614583	0.1643	0.1179	2.384	0.289	0.631	242.837	19.611	375.166	78.1948	6.884	1.052	2.403	775.161	62.729
2015-09-01 15:12:00	1441120320	374.8725	80.1626	49.1498	417.352	400.826	3985.033	1947.417	259.661	1-0-00-0000-0000	1	20.964583	0.1936	0.1268	3.867	0.423	0.344	67.83	7.246	375.2902	80.4283	10.364	1.294	1.243	240.812	25.281
2015-09-01 18:12:00	1441131120	374.8456	77.8265	49.1512	426.817	400.932	3985.076	1463.73	212.632	1-0-00-0000-0000	1	21.089583	0.1662	0.1162	3.125	0.274	0.896	65.898	5.181	375.2488	78.0664	10.266	1.03	2.938	184.201	17.146
2015-09-01 21:12:00	1441141920	374.8608	77.0533	49.1519	418.186	400.835	3985.471	1241.246	186.248	1-0-00-0000-0000	1	21.214583	0.1908	0.0982	1.566	0.183	0.899	59.462	3.764	375.2902	77.277	5.4	0.608	2.343	179.144	12.035
2015-09-02 00:12:00	1441152720	374.818	76.9043	49.1456	411.955	401.004	3984.768	1679.251	198.201	1-0-00-0000-0000	1	21.339583	0.1818	0.1154	2.847	0.177	0.85	17.458	2.008	375.2902	77.1614	8.157	0.59	3.256	61.129	6.088
2015-09-02 03:12:00	1441163520	374.8815	76.6999	49.1512	419.601	400.772	3984.606	2594.968	228.355	1-0-00-0000-0000	1	21.464583	0.1915	0.1135	2.814	0.269	1.37	58.562	3.401	375.2488	77.0652	9.519	0.734	5.304	163.454	11.521
2015-09-02 06:12:00	1441174320	374.8125	76.5118	49.1484	415.538	400.708	3983.987	1113.704	148.547	1-0-00-0000-0000	1	21.589583	0.1738	0.1825	1.45	0.276	0.958	35.144	2.855	375.0831	77.3091	5.259	0.873	3.916	111.763	8.997
2015-09-02 09:12:00	1441185120	374.7862	76.658	49.1407	428.169	400.415	3984.933	1433.24	160.238	1-0-00-0000-0000	1	21.714583	0.2095	0.1446	2.134	0.209	0.612	36.779	2.143	375.1245	77.0908	6.524	0.926	2	102.544	6.664
2015-09-02 13:54:00	1441202040	374.8981	77.3693	49.1602	430.395	400.666	3985.615	1813.419	170.505	1-0-00-0000-0000	1	21.910417	0.1911	0.0934	1.829	0.119	0.626	42.947	1.792	375.7874	77.5979	5.518	0.353	2.295	132.426	6.049
2015-09-02 16:54:00	1441212840	374.8235	77.5623	49.1525	416.56	400.934	3985.752	1118.351	133.745	1-0-00-0000-0000	1	22.035417	0.1729	0.0879	0.694	0.385	0.782	34.343	2.609	375.4145	77.7968	2.216	1.435	2.838	95.402	7.815
2015-09-02 19:54:00	1441223640	374.7738	77.4135	49.1519	423.818	400.844	3986.056	989.179	127.246	1-0-00-0000-0000	1	22.160417	0.1575	0.1219	2.053	0.493	0.465	20.31	1.648	375.1245	77.63	8.203	1.828	1.754	77.274	4.908
2015-09-02 22:54:00	1441234440	374.8857	77.4551	49.1463	420.524	400.691	3984.65	1538.479	151.997	1-0-00-0000-0000	1	22.285417	0.1794	0.1064	2.513	0.406	0.949	7.425	1.906	375.2902	77.6813	9.955	1.519	4.106	23.054	4.964
2015-09-03 01:54:00	1441245240	374.8594	77.9123	49.1512	423.784	400.919	3985.124	1717.875	160.503	1-0-00-0000-0000	1	22.410417	0.1425	0.1022	2.604	0.432	0.635	26.3	1.901	375.2074	78.1627	7.972	1.516	2.036	95.184	6.207
2015-09-03 04:54:00	1441256040	374.8649	78.3163	49.1484	432.763	400.773	3984.536	899.555	123.819	1-0-00-0000-0000	1	22.535417	0.1576	0.1094	1.245	0.24	0.503	40.621	2.291	375.2488	78.5221	3.936	0.762	1.363	122.466	7.207
2015-09-03 07:54:00	1441266840	374.8546	78.4605	49.1532	417.502	401.028	3985.274	1650.638	159.76	1-0-00-0000-0000	1	22.660417	0.166	0.1142	1.756	0.242	1.579	41.699	2.981	375.166	78.721	5.695	0.774	4.12	124.448	8.232
2015-09-03 14:12:00	1441289520	374.8401	78.3229	49.1616	417.507	400.481	3984.312	1076.82	132.301	1-0-00-0000-0000	1	22.922917	0.1763	0.1019	2.896	0.639	0.699	23.468	1.376	375.166	78.5092	10.186	1.921	2.674	77.382	4.749
2015-09-03 17:12:00	1441300320	374.7987	77.69	49.156	421.902	400.283	3985.182	1754.494	158.89	1-0-00-0000-0000	1	23.047917	0.1891	0.1514	2.507	0.465	0.321	32.936	1.529	375.2902	78.3103	8.459	1.541	1.134	101.063	5.133
2015-09-03 20:12:00	1441311120	374.8318	77.3882	49.1595	425.125	400.883	3986.081	943.18	120.325	1-0-00-0000-0000	1	23.172917	0.1544	0.1528	1.849	0.294	0.625	36.562	0.95	375.1245	77.7327	6.813	1.118	2.589	105.198	3.508
2015-09-03 23:12:00	1441321920	374.8325	77.554	49.1553	419.383	400.926	3984.768	1767.134	151.533	1-0-00-0000-0000	1	23.297917	0.1635	0.1145	2.308	0.36	0.505	28.09	2.338	375.2488	77.8803	7.272	1.109	2.039	88.774	7.595
2015-09-04 02:12:00	1441332720	374.7738	78.0182	49.1574	417.033	400.828	3986.585	1528.173	138.389	1-0-00-0000-0000	1	23.422917	0.1878	0.1074	1.714	0.278	0.637	30.7	1.404	375.0831	78.2461	6.125	0.734	1.995	94.452	4.812
2015-09-04 05:12:00	1441343520	374.7759	78.2012	49.1692	409.782	400.913	3985.926	1525.93	134.242	1-0-00-0000-0000	1	23.547917	0.1716	0.1011	1.4	0.366	0.418	38.992	1.934	375.166	78.3937	4.743	1.001	1.652	122.139	6.173
2015-09-04 08:12:00	1441354320	374.8525	78.022	49.1505	428.462	400.984	3986.874	1086.298	111.771	1-0-00-0000-0000	1	23.672917	0.1873	0.1279	1.516	0.508	1.305	20.036	1.114	375.2074	78.336	4.872	1.682	4.363	68.386	3.938
2015-09-04 15:00:00	1441378800	374.789	78.5916	49.1657	NA	NA	NA	NA	NA	1-0-00-0000-0000	1	23.956250	0.1656	0.1363	NA	NA	NA	NA	NA	375.166	78.9072	NA	NA	NA	NA	NA
2015-09-04 18:00:00	1441389600	374.8221	78.5664	49.1644	NA	NA	NA	NA	NA	1-0-00-0000-0000	1	24.081250	0.1577	0.1188	NA	NA	NA	NA	NA	375.166	78.8109	NA	NA	NA	NA	NA
2015-09-04 21:00:00	1441400400	374.7821	78.7419	49.1644	NA	NA	NA	NA	NA	1-0-00-0000-0000	1	24.206250	0.1679	0.1119	NA	NA	NA	NA	NA	375.2074	78.997	NA	NA	NA	NA	NA
2015-09-05 00:00:00	1441411200	374.8525	78.6181	49.1588	NA	NA	NA	NA	NA	1-0-00-0000-0000	1	24.331250	0.1386	0.111	NA	NA	NA	NA	NA	375.166	78.9264	NA	NA	NA	NA	NA
2015-09-05 03:00:00	1441422000	374.8622	78.776	49.1512	NA	NA	NA	NA	NA	1-0-00-0000-0000	1	24.456250	0.1755	0.1211	NA	NA	NA	NA	NA	375.3317	79.1446	NA	NA	NA	NA	NA
2015-09-05 06:00:00	1441432800	374.8725	78.5167	49.156	NA	NA	NA	NA	NA	1-0-00-0000-0000	1	24.581250	0.1844	0.1418	NA	NA	NA	NA	NA	375.2074	78.8558	NA	NA	NA	NA	NA
2015-09-05 09:00:00	1441443600	374.8477	78.4474	49.163	NA	NA	NA	NA	NA	1-0-00-0000-0000	1	24.706250	0.1861	0.0927	NA	NA	NA	NA	NA	375.3317	78.6761	NA	NA	NA	NA	NA
2015-09-05 12:00:00	1441454400	374.7745	78.7567	49.1546	432.249	400.556	3985.914	1037.878	88.362	1-0-00-0000-0000	1	24.831250	0.1663	0.1112	1.369	0.201	1.022	33.905	1.436	375.1245	79.0227	3.652	0.729	3.408	96.1	4.241
2015-09-05 15:00:00	1441465200	374.8408	78.9843	49.1637	427.855	400.612	3985.381	1254.64	94.366	1-0-00-0000-0000	1	24.956250	0.1695	0.1044	1.334	0.41	0.739	23.934	1.06	375.2074	79.3115	4.55	1.122	2.871	80.076	2.76
2015-09-05 18:00:00	1441476000	374.8359	78.623	49.1581	425.432	400.637	3984.969	1447.815	96.604	1-0-00-0000-0000	1	25.081250	0.1762	0.1001	5.594	0.538	0.798	31.7	1.856	375.3731	78.8109	16.328	1.781	2.26	92.814	5.681
2015-09-05 21:00:00	1441486800	374.8201	78.3193	49.1637	420.767	400.423	3985.512	1145.019	87.324	1-0-00-0000-0000	1	25.206250	0.2008	0.1191	1.209	0.383	1.124	20.393	0.75	375.3317	78.567	3.834	1.352	5.092	74.413	2.624
2015-09-06 00:00:00	1441497600	374.7641	78.0805	49.1609	434.565	400.493	3986.036	1285.909	87.796	1-0-00-0000-0000	1	25.331250	0.1528	0.0958	2.294	0.311	0.452	21.956	0.706	375.1245	78.3039	7.258	0.981	1.629	89.161	1.975
2015-09-06 03:00:00	1441508400	374.8353	78.3645	49.1567	420.977	400.696	3986.142	1343.509	87.307	1-0-00-0000-0000	1	25.456250	0.174	0.1197	1.996	0.344	0.871	31.548	1.428	375.2488	78.644	6.465	1.116	2.812	113.063	4.844
2015-09-06 06:00:00	1441519200	374.8484	78.3078	49.1671	434.766	400.308	3984.929	1151.674	80.474	1-0-00-0000-0000	1	25.581250	0.1718	0.1219	2.224	0.38	0.906	15.773	0.944	375.2902	78.5991	6.527	1.482	3.039	49.902	3.187
2015-09-06 09:00:00	1441530000	374.8449	77.8731	49.1644	437.551	400.684	3985.362	1365.076	83.533	1-0-00-0000-0000	1	25.706250	0.1608	0.096	2.434	0.173	0.946	54.638	0.93	375.2902	78.06	7.823	0.602	3.744	141.283	3.346
2015-09-06 12:00:00	1441540800	374.818	77.3435	49.163	420.811	400.862	3984.214	1157.635	77.413	1-0-00-0000-0000	1	25.831250	0.2455	0.2844	1.063	0.413	1.375	24.614	0.749	376.1188	79.2409	4.574	1.239	5.111	86.852	2.374
2015-09-06 15:00:00	1441551600	374.7959	77.2855	49.1657	435.675	400.708	3984.879	1676.983	87.084	1-0-00-0000-0000	1	25.956250	0.17	0.0944	1.361	0.214	1.404	64.502	1.073	375.166	77.5273	4.511	0.594	5.775	190.789	3.711
2015-09-06 18:00:00	1441562400	374.8366	77.2807	49.1581	430.378	400.963	3984.648	1065.552	70.877	1-0-00-0000-0000	1	26.081250	0.164	0.082	2.759	0.228	0.569	36.984	0.891	375.2488	77.4438	9.313	0.74	2.052	110.896	3.179
2015-09-06 21:00:00	1441573200	374.8111	77.1056	49.1581	422.861	400.517	3985.346	1255.284	73.599	1-0-00-0000-0000	1	26.206250	0.1642	0.089	3.159	0.35	1.073	34.602	0.759	375.166	77.3091	10.659	1.116	4.133	97.727	2.153
2015-09-07 00:00:00	1441584000	374.7641	77.0222	49.1574	421.756	401.049	3986.832	1316.237	73.239	1-0-00-0000-0000	1	26.331250	0.1746	0.102	1.977	0.497	0.205	18.14	1.28	375.166	77.3026	6.558	1.481	0.696	82.485	3.865
2015-09-07 03:00:00	1441594800	374.8159	77.2665	49.1505	432.518	400.863	3985.574	1166.728	68.22	1-0-00-0000-0000	1	26.456250	0.153	0.0971	2.595	0.439	0.435	14.042	1.204	375.166	77.5209	7.72	1.22	1.609	45.876	3.444
2015-09-07 06:00:00	1441605600	374.7545	77.0764	49.1574	433.56	400.909	3986.036	1057.434	64.982	1-0-00-0000-0000	1	26.581250	0.2031	0.2624	1.151	0.375	0.489	18.362	0.351	375.0831	77.4246	4.581	1.277	1.599	57.972	1.374
2015-09-07 09:00:00	1441616400	374.7586	77.3607	49.1539	431.19	400.923	3985.134	930.342	60.91	1-0-00-0000-0000	1	26.706250	0.197	0.1062	2.003	0.275	0.591	41.652	0.553	375.2902	77.5722	5.41	0.914	1.96	116.752	2.143
2015-09-07 13:12:00	1441631520	374.7973	77.8025	49.1588	423.03	400.478	3984	1069.893	60.76	1-0-00-0000-0000	1	26.881250	0.1691	0.0928	2.048	0.173	0.458	29.916	1.044	375.2488	78.015	6	0.564	1.542	99.303	2.844
2015-09-07 16:12:00	1441642320	374.8346	77.865	49.1602	421.895	400.972	3984.975	1099.961	60.495	1-0-00-0000-0000	1	27.006250	0.1748	0.1147	2.091	0.382	0.973	35.097	0.857	375.3731	78.0921	5.682	1.496	2.728	112.154	2.577
2015-09-07 19:12:00	1441653120	374.838	77.1281	49.1484	422.666	400.645	3985.041	1325.03	63.413	1-0-00-0000-0000	1	27.131250	0.2371	0.1022	0.924	0.514	0.803	34.091	1.345	375.9531	77.5337	3.051	1.875	2.985	118.918	3.797
2015-09-07 22:12:00	1441663920	374.8173	76.7996	49.1532	431.657	400.456	3985.233	1072.999	56.866	1-0-00-0000-0000	1	27.256250	0.1828	0.0965	3.614	0.234	0.734	16.333	1.025	375.166	77.0331	9.878	0.705	2.876	59.626	2.607
2015-09-08 01:12:00	1441674720	374.7641	77.0953	49.165	423.043	400.639	3984.273	1005.85	54.841	1-0-00-0000-0000	1	27.381250	0.1468	0.1093	3.777	0.271	0.853	33.538	0.95	375.0831	77.3925	11.542	0.955	3.44	99.73	3.13
2015-09-08 04:12:00	1441685520	374.8007	77.3199	49.1609	425.509	401.037	3985.12	1151.919	55.62	1-0-00-0000-0000	1	27.506250	0.1918	0.1138	1.418	0.293	0.832	25.942	0.946	375.3317	77.5915	4.592	1.279	2.881	94.418	3.379
2015-09-08 07:12:00	1441696320	374.8249	77.279	49.1574	413.229	400.989	3984.303	934.626	50.415	1-0-00-0000-0000	1	27.631250	0.2207	0.134	1.048	0.301	0.707	49.396	1.337	375.2488	77.585	3.525	0.875	2.878	127.549	3.599
2015-09-08 10:12:00	1441707120	374.829	78.2434	49.1616	426.254	400.881	3984.326	1104.489	51.157	1-0-00-0000-0000	1	27.756250	0.1706	0.1115	2.697	0.199	0.54	43.762	0.93	375.2488	78.49	7.315	0.647	1.8	120.793	2.909
2015-09-08 13:12:00	1441717920	374.7938	78.731	49.1616	431.722	400.444	3985.302	1372.514	54.023	1-0-00-0000-0000	1	27.881250	0.1985	0.0995	1.034	0.154	1.209	20.537	0.903	375.2902	78.92	3.79	0.524	4.04	73.502	2.794
2015-09-08 16:12:00	1441728720	374.8159	78.9658	49.1581	413.316	400.885	3985.567	1374.367	52.849	1-0-00-0000-0000	1	28.006250	0.1725	0.1044	2.45	0.273	1.224	27.738	1.149	375.2488	79.2409	8.698	1.046	3.784	95.818	3.232
2015-09-08 19:12:00	1441739520	374.7925	78.7502	49.1595	432.251	400.195	3985.265	1154.454	47.551	1-0-00-0000-0000	1	28.131250	0.1438	0.101	1.62	0.354	0.321	32.842	0.845	375.166	78.9649	4.783	1.103	1.207	86.909	2.368
2015-09-08 22:12:00	1441750320	374.8242	78.7072	49.1567	428.552	400.716	3985.548	1143.409	46.011	1-0-00-0000-0000	1	28.256250	0.1994	0.1019	1.692	0.297	1.042	56.452	0.839	375.2074	78.9328	6.581	1.076	3.401	161.487	3.169
2015-09-09 01:12:00	1441761120	374.8449	79.1666	49.1664	440.313	401.393	3985.284	770.218	39.193	1-0-00-0000-0000	1	28.381250	0.183	0.0925	2.16	0.195	0.877	11.869	0.608	375.3317	79.35	6.82	0.752	2.48	42.698	1.707
2015-09-09 04:12:00	1441771920	374.8139	79.3978	49.1588	420.709	401.04	3985.694	1172.532	43.841	1-0-00-0000-0000	1	28.506250	0.1894	0.0942	4.379	0.336	0.601	34.936	0.897	375.2902	79.6196	13.764	1.181	2.754	127.372	3.379
2015-09-09 07:12:00	1441782720	374.7869	79.3545	49.1532	438.184	400.579	3985.147	813.006	37.102	1-0-00-0000-0000	1	28.631250	0.1724	0.1042	1.315	0.437	1.19	11.54	0.73	375.2074	79.5811	4.549	1.631	4.043	45.88	2.348
