time	epoch_time	flow	exhaust	p_flow	N2O_ppb	CO2_ppm	CH4_ppb	H2O_ppm	NH3_ppb	bin_INC2	bin_INC_valve
2015-09-02 00:12:00	1441152720	374.8180	76.9043	49.1456	411.9550	401.0040	3984.7680	1679.2510	 198.2010	1-0-00-0000-0000	0001
2015-09-02 03:12:00	1441163520	374.8815	76.6999	49.1512	419.6010	400.7720	3984.6060	2594.9680	 228.3550	1-0-00-0000-0000	0001
2015-09-02 06:12:00	1441174320	374.8125	76.5118	49.1484	415.5380	400.7080	3983.9870	1113.7040	 148.5470	1-0-00-0000-0000	0001
2015-09-02 09:12:00	1441185120	374.7862	76.6580	49.1407	428.1690	400.4150	3984.9330	1433.2400	 160.2380	1-0-00-0000-0000	0001
2015-09-02 13:54:00	1441202040	374.8981	77.3693	49.1602	430.3950	400.6660	3985.6150	1813.4190	 170.5050	1-0-00-0000-0000	0001
2015-09-02 16:54:00	1441212840	374.8235	77.5623	49.1525	416.5600	400.9340	3985.7520	1118.3510	 133.7450	1-0-00-0000-0000	0001
2015-09-02 19:54:00	1441223640	374.7738	77.4135	49.1519	423.8180	400.8440	3986.0560	 989.1790	 127.2460	1-0-00-0000-0000	0001
2015-09-02 22:54:00	1441234440	374.8857	77.4551	49.1463	420.5240	400.6910	3984.6500	1538.4790	 151.9970	1-0-00-0000-0000	0001
2015-09-03 01:54:00	1441245240	374.8594	77.9123	49.1512	423.7840	400.9190	3985.1240	1717.8750	 160.5030	1-0-00-0000-0000	0001
2015-09-03 04:54:00	1441256040	374.8649	78.3163	49.1484	432.7630	400.7730	3984.5360	 899.5550	 123.8190	1-0-00-0000-0000	0001
2015-09-03 07:54:00	1441266840	374.8546	78.4605	49.1532	417.5020	401.0280	3985.2740	1650.6380	 159.7600	1-0-00-0000-0000	0001
2015-09-03 14:12:00	1441289520	374.8401	78.3229	49.1616	417.5070	400.4810	3984.3120	1076.8200	 132.3010	1-0-00-0000-0000	0001
2015-09-03 17:12:00	1441300320	374.7987	77.6900	49.1560	421.9020	400.2830	3985.1820	1754.4940	 158.8900	1-0-00-0000-0000	0001
2015-09-03 20:12:00	1441311120	374.8318	77.3882	49.1595	425.1250	400.8830	3986.0810	 943.1800	 120.3250	1-0-00-0000-0000	0001
2015-09-03 23:12:00	1441321920	374.8325	77.5540	49.1553	419.3830	400.9260	3984.7680	1767.1340	 151.5330	1-0-00-0000-0000	0001
2015-09-04 02:12:00	1441332720	374.7738	78.0182	49.1574	417.0330	400.8280	3986.5850	1528.1730	 138.3890	1-0-00-0000-0000	0001
2015-09-04 05:12:00	1441343520	374.7759	78.2012	49.1692	409.7820	400.9130	3985.9260	1525.9300	 134.2420	1-0-00-0000-0000	0001
2015-09-04 08:12:00	1441354320	374.8525	78.0220	49.1505	428.4620	400.9840	3986.8740	1086.2980	 111.7710	1-0-00-0000-0000	0001
2015-09-04 15:00:00	1441378800	374.7890	78.5916	49.1657	      NA	      NA	       NA	       NA	       NA	1-0-00-0000-0000	0001
2015-09-04 18:00:00	1441389600	374.8221	78.5664	49.1644	      NA	      NA	       NA	       NA	       NA	1-0-00-0000-0000	0001
2015-09-04 21:00:00	1441400400	374.7821	78.7419	49.1644	      NA	      NA	       NA	       NA	       NA	1-0-00-0000-0000	0001
2015-09-05 00:00:00	1441411200	374.8525	78.6181	49.1588	      NA	      NA	       NA	       NA	       NA	1-0-00-0000-0000	0001
2015-09-05 03:00:00	1441422000	374.8622	78.7760	49.1512	      NA	      NA	       NA	       NA	       NA	1-0-00-0000-0000	0001
2015-09-05 06:00:00	1441432800	374.8725	78.5167	49.1560	      NA	      NA	       NA	       NA	       NA	1-0-00-0000-0000	0001
2015-09-05 09:00:00	1441443600	374.8477	78.4474	49.1630	      NA	      NA	       NA	       NA	       NA	1-0-00-0000-0000	0001
2015-09-05 12:00:00	1441454400	374.7745	78.7567	49.1546	432.2490	400.5560	3985.9140	1037.8780	  88.3620	1-0-00-0000-0000	0001
2015-09-05 15:00:00	1441465200	374.8408	78.9843	49.1637	427.8550	400.6120	3985.3810	1254.6400	  94.3660	1-0-00-0000-0000	0001
2015-09-05 18:00:00	1441476000	374.8359	78.6230	49.1581	425.4320	400.6370	3984.9690	1447.8150	  96.6040	1-0-00-0000-0000	0001
2015-09-05 21:00:00	1441486800	374.8201	78.3193	49.1637	420.7670	400.4230	3985.5120	1145.0190	  87.3240	1-0-00-0000-0000	0001
2015-09-06 00:00:00	1441497600	374.7641	78.0805	49.1609	434.5650	400.4930	3986.0360	1285.9090	  87.7960	1-0-00-0000-0000	0001
2015-09-06 03:00:00	1441508400	374.8353	78.3645	49.1567	420.9770	400.6960	3986.1420	1343.5090	  87.3070	1-0-00-0000-0000	0001
2015-09-06 06:00:00	1441519200	374.8484	78.3078	49.1671	434.7660	400.3080	3984.9290	1151.6740	  80.4740	1-0-00-0000-0000	0001
2015-09-06 09:00:00	1441530000	374.8449	77.8731	49.1644	437.5510	400.6840	3985.3620	1365.0760	  83.5330	1-0-00-0000-0000	0001
2015-09-06 12:00:00	1441540800	374.8180	77.3435	49.1630	420.8110	400.8620	3984.2140	1157.6350	  77.4130	1-0-00-0000-0000	0001
2015-09-06 15:00:00	1441551600	374.7959	77.2855	49.1657	435.6750	400.7080	3984.8790	1676.9830	  87.0840	1-0-00-0000-0000	0001
2015-09-06 18:00:00	1441562400	374.8366	77.2807	49.1581	430.3780	400.9630	3984.6480	1065.5520	  70.8770	1-0-00-0000-0000	0001
2015-09-06 21:00:00	1441573200	374.8111	77.1056	49.1581	422.8610	400.5170	3985.3460	1255.2840	  73.5990	1-0-00-0000-0000	0001
2015-09-07 00:00:00	1441584000	374.7641	77.0222	49.1574	421.7560	401.0490	3986.8320	1316.2370	  73.2390	1-0-00-0000-0000	0001
2015-09-07 03:00:00	1441594800	374.8159	77.2665	49.1505	432.5180	400.8630	3985.5740	1166.7280	  68.2200	1-0-00-0000-0000	0001
2015-09-07 06:00:00	1441605600	374.7545	77.0764	49.1574	433.5600	400.9090	3986.0360	1057.4340	  64.9820	1-0-00-0000-0000	0001
2015-09-07 09:00:00	1441616400	374.7586	77.3607	49.1539	431.1900	400.9230	3985.1340	 930.3420	  60.9100	1-0-00-0000-0000	0001
2015-09-07 13:12:00	1441631520	374.7973	77.8025	49.1588	423.0300	400.4780	3984.0000	1069.8930	  60.7600	1-0-00-0000-0000	0001
2015-09-07 16:12:00	1441642320	374.8346	77.8650	49.1602	421.8950	400.9720	3984.9750	1099.9610	  60.4950	1-0-00-0000-0000	0001
2015-09-07 19:12:00	1441653120	374.8380	77.1281	49.1484	422.6660	400.6450	3985.0410	1325.0300	  63.4130	1-0-00-0000-0000	0001
2015-09-07 22:12:00	1441663920	374.8173	76.7996	49.1532	431.6570	400.4560	3985.2330	1072.9990	  56.8660	1-0-00-0000-0000	0001
2015-09-08 01:12:00	1441674720	374.7641	77.0953	49.1650	423.0430	400.6390	3984.2730	1005.8500	  54.8410	1-0-00-0000-0000	0001
2015-09-08 04:12:00	1441685520	374.8007	77.3199	49.1609	425.5090	401.0370	3985.1200	1151.9190	  55.6200	1-0-00-0000-0000	0001
2015-09-08 07:12:00	1441696320	374.8249	77.2790	49.1574	413.2290	400.9890	3984.3030	 934.6260	  50.4150	1-0-00-0000-0000	0001
2015-09-08 10:12:00	1441707120	374.8290	78.2434	49.1616	426.2540	400.8810	3984.3260	1104.4890	  51.1570	1-0-00-0000-0000	0001
2015-09-08 13:12:00	1441717920	374.7938	78.7310	49.1616	431.7220	400.4440	3985.3020	1372.5140	  54.0230	1-0-00-0000-0000	0001
2015-09-08 16:12:00	1441728720	374.8159	78.9658	49.1581	413.3160	400.8850	3985.5670	1374.3670	  52.8490	1-0-00-0000-0000	0001
2015-09-08 19:12:00	1441739520	374.7925	78.7502	49.1595	432.2510	400.1950	3985.2650	1154.4540	  47.5510	1-0-00-0000-0000	0001
2015-09-08 22:12:00	1441750320	374.8242	78.7072	49.1567	428.5520	400.7160	3985.5480	1143.4090	  46.0110	1-0-00-0000-0000	0001
2015-09-09 01:12:00	1441761120	374.8449	79.1666	49.1664	440.3130	401.3930	3985.2840	 770.2180	  39.1930	1-0-00-0000-0000	0001
2015-09-09 04:12:00	1441771920	374.8139	79.3978	49.1588	420.7090	401.0400	3985.6940	1172.5320	  43.8410	1-0-00-0000-0000	0001
2015-09-09 07:12:00	1441782720	374.7869	79.3545	49.1532	438.1840	400.5790	3985.1470	 813.0060	  37.1020	1-0-00-0000-0000	0001
2015-09-09 10:12:00	1441793520	374.7731	79.6961	49.1602	432.8580	401.0430	3984.9980	 966.3960	  38.7550	1-0-00-0000-0000	0001
2015-09-09 16:12:00	1441815120	374.7911	80.4311	49.1581	424.9540	400.2060	3985.2830	1046.8790	  36.8490	1-0-00-0000-0000	0001
2015-09-09 19:12:00	1441825920	374.8014	79.7871	49.1616	427.2050	400.8120	3986.1070	1024.2430	  35.5100	1-0-00-0000-0000	0001
2015-09-09 22:12:00	1441836720	374.8125	79.2015	49.1553	439.8650	400.6380	3986.4260	 868.8550	  32.4350	1-0-00-0000-0000	0001
2015-09-10 01:12:00	1441847520	374.7786	79.3252	49.1525	429.5490	400.5860	3984.9000	 736.3110	  29.7810	1-0-00-0000-0000	0001
2015-09-10 04:12:00	1441858320	374.7552	79.4145	49.1560	429.9090	401.4870	3985.7380	 782.4680	  29.4330	1-0-00-0000-0000	0001
2015-09-10 07:12:00	1441869120	374.7883	79.0109	49.1519	422.0870	401.4390	3986.6680	 847.5660	  28.4330	1-0-00-0000-0000	0001
2015-09-10 10:12:00	1441879920	374.7731	79.2487	49.1560	436.4420	400.8860	3984.5420	1098.1230	  31.5570	1-0-00-0000-0000	0001
2015-09-10 13:12:00	1441890720	374.7925	79.5023	49.1609	425.5130	400.8260	3985.0850	 982.8540	  28.7320	1-0-00-0000-0000	0001
2015-09-10 16:12:00	1441901520	374.8049	79.5091	49.1505	425.7880	400.5190	3985.1960	 942.5070	  27.5000	1-0-00-0000-0000	0001
2015-09-10 19:12:00	1441912320	374.8159	79.3164	49.1595	431.2760	401.0330	3985.2570	 913.8980	  26.7690	1-0-00-0000-0000	0001
2015-09-10 22:12:00	1441923120	374.7931	79.2977	49.1539	436.1600	400.5060	3986.4040	 984.9380	  26.8770	1-0-00-0000-0000	0001
2015-09-11 01:12:00	1441933920	374.8014	79.3124	49.1553	421.0530	400.7600	3984.9080	 702.9580	  24.1850	1-0-00-0000-0000	0001
2015-09-11 04:12:00	1441944720	374.7904	78.9771	49.1519	420.8330	400.9690	3985.9490	 546.2080	  21.4210	1-0-00-0000-0000	0001
2015-09-11 07:12:00	1441955520	374.8277	78.6426	49.1546	422.8780	400.7960	3986.2620	 637.4010	  21.9580	1-0-00-0000-0000	0001
2015-09-11 12:06:00	1441973160	374.7821	80.1463	49.1567	406.2820	400.9150	3985.8300	1229.8860	  25.2740	1-0-00-0000-0000	0001
2015-09-11 16:30:00	1441989000	374.8173	79.9345	49.1637	425.8170	400.8510	3985.7120	1022.1670	  22.4560	1-0-00-0000-0000	0001
2015-09-11 19:30:00	1441999800	374.8028	79.4105	49.1935	423.7590	400.7800	3985.5370	 846.0860	  21.9750	1-0-00-0000-0000	0001
2015-09-11 22:30:00	1442010600	374.7959	79.4743	49.1650	420.4210	400.7770	3985.2950	1070.0840	  23.3660	1-0-00-0000-0000	0001
2015-09-12 01:30:00	1442021400	374.7973	79.5472	49.1588	433.4970	400.8890	3986.1900	 760.6640	  19.5970	1-0-00-0000-0000	0001
2015-09-12 04:30:00	1442032200	374.7938	79.6941	49.1588	444.0120	401.3220	3985.3850	 739.2830	  19.9480	1-0-00-0000-0000	0001
2015-09-12 07:30:00	1442043000	374.8228	79.5288	49.1532	433.2190	401.2130	3984.5090	 945.8920	  21.3010	1-0-00-0000-0000	0001
2015-09-12 10:30:00	1442053800	374.7911	80.2540	49.1588	428.9570	400.3770	3986.4780	 992.2920	  21.0880	1-0-00-0000-0000	0001
2015-09-12 13:30:00	1442064600	374.8373	81.2724	49.1630	437.2840	400.9770	3986.9580	1168.2360	  21.4160	1-0-00-0000-0000	0001
2015-09-12 16:30:00	1442075400	374.8083	81.9055	49.1650	418.8650	400.8230	3986.4760	1166.0080	  21.3540	1-0-00-0000-0000	0001
2015-09-12 19:30:00	1442086200	374.8449	81.2105	49.1630	437.4800	400.9430	3986.1090	1225.6450	  21.6220	1-0-00-0000-0000	0001
2015-09-12 22:30:00	1442097000	374.8380	80.8721	49.1616	436.0380	400.8300	3986.9540	 976.9020	  20.2120	1-0-00-0000-0000	0001
2015-09-13 01:30:00	1442107800	374.8394	80.7427	49.1602	430.9610	401.4490	3986.0320	1082.8340	  19.9030	1-0-00-0000-0000	0001
2015-09-13 04:30:00	1442118600	374.8435	80.9634	49.1574	426.6200	400.6400	3985.3440	1044.6650	  18.9790	1-0-00-0000-0000	0001
2015-09-13 07:30:00	1442129400	374.8063	81.5530	49.1595	443.3180	400.9120	3985.9570	1054.6580	  18.9270	1-0-00-0000-0000	0001
2015-09-13 10:30:00	1442140200	374.7862	82.7575	49.1664	429.5610	400.9870	3987.4020	 994.2880	  18.4330	1-0-00-0000-0000	0001
2015-09-13 13:30:00	1442151000	374.7897	83.3494	49.1644	419.3780	400.9880	3984.9110	1250.9870	  19.5200	1-0-00-0000-0000	0001
2015-09-13 16:30:00	1442161800	374.8774	82.7167	49.1602	428.2600	401.0140	3985.6980	1502.4980	  20.8590	1-0-00-0000-0000	0001
2015-09-13 19:30:00	1442172600	374.7593	83.5699	49.1595	418.9650	400.7100	3986.2490	1378.4530	  19.7190	1-0-00-0000-0000	0001
2015-09-13 22:30:00	1442183400	374.8152	83.7715	49.1664	428.2320	400.6790	3985.3720	 993.2200	  16.5980	1-0-00-0000-0000	0001
2015-09-14 01:30:00	1442194200	374.8470	84.4289	49.1644	433.0010	400.8060	3986.1570	1120.2410	  17.6390	1-0-00-0000-0000	0001
2015-09-14 04:30:00	1442205000	374.8152	84.8760	49.1657	406.0130	400.5210	3986.3080	1136.8090	  18.0710	1-0-00-0000-0000	0001
2015-09-14 07:30:00	1442215800	374.8201	84.0375	49.1609	431.0850	401.3500	3986.1850	1154.7420	  17.3200	1-0-00-0000-0000	0001
2015-09-14 14:06:00	1442239560	374.8394	83.4447	49.1588	428.2200	400.6710	3986.2390	1367.8420	  18.1810	1-0-00-0000-0000	0001
2015-09-14 17:06:00	1442250360	374.7883	83.6358	49.1609	416.8920	400.6410	3986.8090	1437.4100	  18.6510	1-0-00-0000-0000	0001
2015-09-14 20:06:00	1442261160	374.8139	82.6813	49.1664	424.6220	400.8630	3986.9270	1391.9480	  17.9880	1-0-00-0000-0000	0001
2015-09-14 23:06:00	1442271960	374.8456	82.4139	49.1616	428.1870	400.6160	3986.5010	1586.1400	  18.8670	1-0-00-0000-0000	0001
2015-09-15 02:06:00	1442282760	374.8125	82.3401	49.1602	431.3530	400.8560	3987.1030	1206.2620	  16.8930	1-0-00-0000-0000	0001
2015-09-15 05:06:00	1442293560	374.8180	82.7452	49.1692	419.3390	400.4670	3986.9500	1172.7790	  17.1410	1-0-00-0000-0000	0001
2015-09-15 08:06:00	1442304360	374.8256	82.9264	49.1664	407.9320	400.5520	3985.6650	1170.3110	  16.5770	1-0-00-0000-0000	0001
2015-09-15 11:06:00	1442315160	374.7925	83.4067	49.1692	427.4220	400.6600	3986.7310	1413.8640	  17.2040	1-0-00-0000-0000	0001
2015-09-15 14:06:00	1442325960	374.8284	83.4785	49.1699	428.0050	400.8790	3987.7960	1167.9250	  15.7430	1-0-00-0000-0000	0001
2015-09-15 17:06:00	1442336760	374.7828	83.3040	49.1644	421.9310	400.6420	3986.3960	1349.7120	  16.5480	1-0-00-0000-0000	0001
2015-09-15 20:06:00	1442347560	374.8290	83.4366	49.1616	429.9960	400.8210	3985.2690	1343.4750	  16.2330	1-0-00-0000-0000	0001
2015-09-15 23:06:00	1442358360	374.8056	84.0328	49.1657	423.2110	400.8360	3986.0770	1345.7850	  15.8710	1-0-00-0000-0000	0001
2015-09-16 02:06:00	1442369160	374.7490	84.8671	49.1678	425.6480	401.2160	3987.2610	1358.5630	  15.7120	1-0-00-0000-0000	0001
2015-09-16 05:06:00	1442379960	374.8042	85.1449	49.1706	420.3090	400.9730	3985.8600	1214.5210	  14.6080	1-0-00-0000-0000	0001
2015-09-16 08:06:00	1442390760	374.8277	85.0858	49.1699	416.3590	400.7120	3986.8230	1421.2360	  15.2330	1-0-00-0000-0000	0001
2015-09-16 11:06:00	1442401560	374.7980	86.5091	49.1685	423.9100	401.0380	3986.8760	1277.2620	  14.4770	1-0-00-0000-0000	0001
2015-09-16 14:06:00	1442412360	374.8422	86.3990	49.1713	408.4930	400.8010	3985.7650	1582.2520	  16.2070	1-0-00-0000-0000	0001
2015-09-16 17:06:00	1442423160	374.8263	86.5507	49.1685	407.1820	400.6640	3986.3610	1383.9540	  14.9230	1-0-00-0000-0000	0001
2015-09-16 20:06:00	1442433960	374.8173	85.9302	49.1734	412.3210	401.0810	3987.2290	1119.9690	  13.9750	1-0-00-0000-0000	0001
2015-09-16 23:06:00	1442444760	374.8359	85.6786	49.1664	401.8420	401.4050	3986.3150	1537.1650	  15.3020	1-0-00-0000-0000	0001
2015-09-17 02:06:00	1442455560	374.8028	85.7615	49.1650	422.0650	400.8130	3985.5960	1652.7390	  15.8510	1-0-00-0000-0000	0001
2015-09-17 05:06:00	1442466360	374.7973	85.7204	49.1623	420.5650	400.7190	3986.2850	1248.9640	  14.8350	1-0-00-0000-0000	0001
2015-09-17 08:06:00	1442477160	374.8090	86.4824	49.1630	417.5370	401.0610	3986.4340	1214.2560	  14.1610	1-0-00-0000-0000	0001
2015-09-17 11:06:00	1442487960	374.8415	87.9775	49.1685	412.2480	401.4500	3986.9270	1074.2930	  13.9490	1-0-00-0000-0000	0001
2015-09-17 14:06:00	1442498760	374.7966	86.1913	49.1650	416.4700	400.8630	3985.7680	1230.2370	  13.5450	1-0-00-0000-0000	0001
2015-09-17 17:06:00	1442509560	374.8601	84.0143	49.1664	443.1040	400.4070	3985.7630	 967.9620	  11.9070	1-0-00-0000-0000	0001
2015-09-17 20:06:00	1442520360	374.8366	83.3259	49.1650	436.7030	400.8190	3985.4130	1338.3500	  13.5720	1-0-00-0000-0000	0001
2015-09-17 23:06:00	1442531160	374.8076	83.0020	49.1567	442.2490	400.5260	3984.9020	1350.8820	  13.7140	1-0-00-0000-0000	0001
2015-09-18 02:06:00	1442541960	374.7869	82.8067	49.1553	425.6480	400.7180	3985.7180	1259.3080	  12.8280	1-0-00-0000-0000	0001
2015-09-18 05:06:00	1442552760	374.8187	83.0082	49.1685	432.5270	401.0580	3985.1730	1312.6750	  13.8100	1-0-00-0000-0000	0001
2015-09-18 08:06:00	1442563560	374.7738	82.8205	49.1762	431.1200	400.8060	3985.7970	1420.3420	  13.9880	1-0-00-0000-0000	0001
2015-09-18 11:06:00	1442574360	374.8228	83.5313	49.1623	444.8120	401.0840	3985.6720	1589.2890	  13.4900	1-0-00-0000-0000	0001
2015-09-18 14:06:00	1442585160	374.8435	83.1495	49.1664	398.8270	400.9140	3985.8060	1657.7660	  14.3190	1-0-00-0000-0000	0001
2015-09-18 17:06:00	1442595960	374.8187	82.3810	49.1630	440.2110	400.7610	3986.2690	1122.9760	  11.5050	1-0-00-0000-0000	0001
2015-09-18 20:06:00	1442606760	374.7849	81.7847	49.1581	433.2880	400.8520	3985.9110	1545.8750	  13.4320	1-0-00-0000-0000	0001
2015-09-18 23:06:00	1442617560	374.7835	81.4879	49.1616	439.5160	400.6630	3985.9840	1358.0510	  13.3480	1-0-00-0000-0000	0001
2015-09-19 02:06:00	1442628360	374.8152	81.5070	49.1650	441.0510	400.7510	3986.2710	1178.8250	  11.9010	1-0-00-0000-0000	0001
2015-09-19 05:06:00	1442639160	374.7925	81.6716	49.1623	448.0520	400.7010	3985.7850	 850.8520	  10.4080	1-0-00-0000-0000	0001
2015-09-19 08:06:00	1442649960	374.8284	82.2004	49.1637	440.7560	400.9130	3986.3730	1263.9910	  12.1740	1-0-00-0000-0000	0001
2015-09-19 11:06:00	1442660760	375.0389	80.5916	49.7205	440.2960	400.7260	3985.6870	1193.9200	  12.5800	1-0-00-0000-0000	0001
2015-09-19 14:06:00	1442671560	374.8007	80.7988	49.1602	418.9340	400.7600	3986.6300	1475.2110	  13.2620	1-0-00-0000-0000	0001
2015-09-19 17:06:00	1442682360	374.8221	80.3724	49.1602	435.9000	401.4870	3985.7240	1535.1860	  12.5570	1-0-00-0000-0000	0001
2015-09-19 20:06:00	1442693160	374.8408	79.8852	49.1609	435.6040	401.3600	3985.6210	1037.7980	  11.5220	1-0-00-0000-0000	0001
2015-09-19 23:06:00	1442703960	374.8049	79.5610	49.1637	421.4030	400.6750	3986.2220	1550.5960	  12.6310	1-0-00-0000-0000	0001
2015-09-20 02:06:00	1442714760	374.8035	79.5496	49.1713	444.7280	401.0230	3984.8780	1623.5220	  13.1080	1-0-00-0000-0000	0001
2015-09-20 05:06:00	1442725560	374.8007	79.2517	49.1616	423.7190	400.9720	3986.2010	1253.4900	  11.6810	1-0-00-0000-0000	0001
2015-09-20 08:06:00	1442736360	374.7883	78.7080	49.1637	435.2910	401.0020	3986.4670	1407.6240	  12.0660	1-0-00-0000-0000	0001
2015-09-20 11:06:00	1442747160	374.7821	78.7595	49.1685	451.9350	400.9470	3986.2700	1306.3650	  11.6130	1-0-00-0000-0000	0001
2015-09-20 14:06:00	1442757960	375.4566	78.9879	49.9274	428.1710	401.0910	3986.1870	1309.7080	  11.5350	1-0-00-0000-0000	0001
2015-09-20 17:06:00	1442768760	374.7586	79.1202	49.1539	438.0840	400.8940	3986.6500	1407.9520	  12.2700	1-0-00-0000-0000	0001
2015-09-20 20:06:00	1442779560	374.8256	79.0107	49.1637	439.3210	401.0140	3987.0240	1568.3720	  12.6820	1-0-00-0000-0000	0001
2015-09-20 23:06:00	1442790360	374.7786	79.0055	49.1574	439.8530	401.1560	3986.5830	1419.3890	  12.3930	1-0-00-0000-0000	0001
2015-09-21 02:06:00	1442801160	374.7579	79.4530	49.1630	443.8350	401.3550	3986.0280	1478.6850	  11.7320	1-0-00-0000-0000	0001
2015-09-21 05:06:00	1442811960	374.8194	79.9958	49.1623	433.9910	401.0380	3985.9340	1360.6360	  11.4260	1-0-00-0000-0000	0001
2015-09-21 08:06:00	1442822760	374.7925	80.3271	49.1574	420.9850	401.1850	3986.0250	1237.4740	  11.1890	1-0-00-0000-0000	0001
